Area,Labor_Force_Participation_Rate,Unemployment_Rate
310602,65.729782,11.177794
310701,63.67347,5.4843307
310702,64.673996,5.1724138
310703,65.097328,17.420029
310800,63.457535,8.9350843
310900,68.110619,3.8330493
311000,74.491096,3.1169939
311100,68.155037,9.2811651
311200,72.286285,7.9757977
311300,66.301826,5.0025015
311400,68.905739,10.849056
311500,70.283119,9.9015989
311600,80.293602,8.6248016
311700,65.356926,4.689959
311801,75.203773,10.724472
311802,73.712555,14.337899
320000,,
320100,62.895123,10.695876
320201,69.920242,6.0293317
320202,65.910576,7.1144938
320300,62.908367,10.956302
400204,60.192524,7.4631548
400205,56.242798,6.6939893
400206,61.159485,6.2944922
400207,63.523315,6.8515496
400302,55.902363,10.522549
400304,60.273499,7.4669728
400402,64.367142,11.171662
400403,65.145103,13.781902
400404,66.512169,3.9634147
400501,64.489799,5.4249549
400602,65.002899,6.7857141
400603,72.029518,7.8210382
400604,62.873516,10.742188
400800,49.879765,10.778237
400900,63.271782,5.4719563
401001,65.894569,8.545455
401002,61.257034,10.260337
401101,63.797752,14.758718
401102,59.075489,8.9734383
401201,67.24942,14.326979
401202,62.621742,12.189996
401203,65.390472,10.678642
401303,66.666664,5.3019147
401304,58.631989,5.5536151
401311,68.606834,8.8396282
401312,52.373093,9.2198582
401500,62.658497,6.6779089
401601,56.590195,3.9348171
401602,65.631287,7.1842017
401603,47.765118,12.018349
401701,59.9729,8.3596926
401703,61.932446,10.371033
401704,57.785465,9.8802395
401800,60.332653,6.5019507
401901,46.790154,9.8156185
401902,59.33194,5.8409572
402001,64.792664,18.276922
402002,60.853054,8.8814211
402101,64.673912,16.959511
402102,60.760475,12.515965
402200,60.081863,11.374408
402301,63.959747,9.9524336
402303,57.862373,11.336032
402304,62.643478,22.820656
402402,62.965916,10.224754
402403,53.336369,13.919726
402404,43.780609,31.208054
402405,56.942078,13.612565
402406,62.262592,10.344828
402501,61.697067,12.125107
402502,56.891785,14.300591
402600,61.866619,6.8955812
402702,64.833008,13.636364
402703,69.165062,14.661355
402705,57.429859,9.710495
402706,62.970589,12.143858
402801,56.454342,11.632551
402803,63.167339,15.625
402804,61.305519,9.0559826
402902,60.771832,14.500818
402903,63.389431,10.479739
402904,66.726295,11.796247
403000,59.257236,16.589861
403200,10.162601,0
403303,69.380684,7.8027468
403304,55.021439,9.967186
403305,64.226685,10.018382
403312,59.953381,8.2426128
403316,64.387375,11.051829
403317,61.60619,9.138155
403318,65.766846,7.2058377
403319,64.395782,6.4651551
403320,64.221191,7.9245281
403321,66.476578,8.1495094
403322,65.743393,6.2469735
403323,60.084499,6.9207993
403324,61.644554,8.3262529
403325,68.570717,8.9123316
403401,61.887802,9.4604321
403402,60.267712,5.8504877
403403,65.013115,7.1166544
403404,63.253548,6.0967064
403405,64.795563,6.0962567
403406,58.984207,6.2952242
403407,59.833794,6.9444447
403408,61.978504,6.6725454
403500,53.506001,6.8476977
403600,59.759548,12.840237
403702,58.572754,11.972574
403703,63.083878,10.589172
403721,65.153847,6.7689886
403722,64.830719,12.08106
403801,67.734825,15.759906
403802,69.110764,11.963882
403901,63.551064,11.300398
403902,59.965637,10.765452
404000,64.166878,8.7754288
404100,64.708405,9.4433403
404201,63.612854,14.75029
404202,53.490402,13.866232
404301,66.659348,9.9505768
404302,66.924568,9.5375719
404401,64.569778,6.1590147
404402,61.287601,8.9449539
404501,69.053841,13.096139
404503,67.833405,7.054213
404504,71.379478,5.6740026
404600,63.619228,16.74074
404701,61.75985,11.497326
404702,59.957355,14.224751
404703,63.521015,13.233459
404801,62.694965,10.310336
404802,54.799107,14.460285
404803,61.170212,12.173913
404901,64.16172,11.643836
404902,60.393425,15.021876
404903,62.313759,12.165963
405001,64.778275,10.97708
405002,68.883705,10.107284
405101,61.677418,14.728033
405102,61.085972,8.2870369
405201,59.156326,13.255033
405202,62.413704,11.183941
405203,61.778366,7.1965628
405301,68.433357,15.375854
405302,70.133392,11.02526
405400,65.788315,13.985313
405500,64.067917,4.7876887
405600,66.975243,11.893282
405701,74.480286,6.1116457
405702,66.603416,13.715914
405800,67.818138,11.83043
405900,69.297951,15.899176
406000,68.598572,11.461219
406101,65.955177,5.7713051
406102,69.882843,11.900065
406200,58.155079,13.908046
406300,59.956615,6.2590446
406402,59.334461,7.6045628
406411,60.422962,11
406412,58.934315,9.5869055
406500,71.460495,11.682775
406601,61.090511,13.49518
406602,59.510567,11.925234
406701,63.649582,14.563107
406702,61.986439,17.599743
406800,60.610889,12.007011
406901,56.361111,6.9492359
406902,65.183685,16.184074
407001,60.671722,13.392858
407002,62.117725,12.01694
407101,69.128296,5.3623796
407102,60.815765,7.9879427
407200,62.803673,12.005731
407301,60.519024,5.6619482
407302,61.74342,14.597762
407400,65.316902,15.184187
407501,59.195744,10.78921
407502,64.234489,8.5922327
407601,71.368164,7.2365637
407602,62.321724,14.422565
407701,63.149216,6.9190602
407702,64.170311,9.0936022
407801,59.14534,15.164748
407802,72.325203,12.634892
407900,67.478874,12.434479
408003,66.82753,9.9201822
408004,71.737923,15.557276
408005,66.190598,6.3162026
408006,73.420967,14.323144
408133,62.809208,12.29452
408134,65.612984,10.416667
408135,70.484871,13.388735
408136,64.528542,10.387674
408137,68.975067,14.190094
408138,58.423626,10
408139,54.210835,10.917979
408140,63.893074,17.383617
408141,62.30492,8.2080927
408202,62.864227,8.6785011
408211,54.489471,5.2132702
408212,56.098717,3.680203
408301,58.486614,14.132166
408302,66.647163,5.5311675
408303,60.359871,13.279133
408401,58.896748,9.173871
408402,54.203289,9.3139296
408501,61.946533,7.0802426
408503,54.497353,5.691329
408504,61.128834,4.0947409
408505,62.793571,9.3832026
408623,57.271744,9.199748
408624,64.046532,3.6323609
408625,57.908165,6.7547722
408626,55.649158,5.1202135
408627,59.430473,11.512135
408628,58.545059,3.6721067
408629,55.764412,2.5468166
408630,53.425358,4.6889954
408631,62.352123,8.7797623
408703,54.516071,3.6561265
408704,52.567417,4.4975405
408705,60.827354,4.406662
408706,60.476788,7.0539417
408722,60.918049,5.1936994
408723,57.864941,9.5737247
408724,69.196228,4.899416
408800,56.765785,6.7098293
430002,61.654652,11.163697
430003,69.68,8.1898203
430101,54.991497,7.4204946
430102,62.944786,10.37037
430200,45.482548,2.9345372
430301,68.835342,3.8117464
430302,75.625793,8.7798033
430400,61.259541,9.6128168
430501,64.268219,5.5740829
430502,66.449341,5.8339963
430600,58.411217,3.6500001
430701,65.41787,6.9016151
430721,58.61702,3.9322443
430723,68.268433,10.234628
430724,64.939095,6.141964
430801,67.650314,6.8157034
430802,58.826897,3.0155642
430803,60.413006,7.2363634
430901,73.480026,11.583924
430902,74.169647,9.989666
431001,81.099655,14.183764
431002,68.653503,15.42887
431100,64.020363,9.2194405
431200,65.703392,9.3158216
431300,68.851028,5.7741117
431400,61.629436,7.8891258
431501,52.160831,8.495018
431502,62.450256,9.012289
431600,60.399879,6.373518
431700,52.999119,7.2021241
431800,55.969376,9.2051754
431900,59.046005,7.2657743
432000,57.85297,4.1925464
432101,65.399666,8.760684
432102,58.949772,7.0875292
432201,57.346649,12.985075
432202,54.955193,8.0095921
432300,60.029156,5.9737735
432401,58.124599,12.486188
432402,55.083244,8.9067526
432500,63.599396,9.4245796
432601,54.191071,13.610267
432602,65.515396,11.93298
432700,60.819714,17.930204
432801,51.511387,10.369775
432802,59.059475,19.711163
432901,61.384151,8.5375814
432902,59.490742,8.7270708
433101,53.045185,3.3333333
433102,61.924362,7.6028252
433200,60.176643,12.133073
433302,58.339622,14.359638
433304,55.051712,10.211946
433305,63.480778,14.184985
433306,59.518871,13.449477
433307,56.271709,9.8079557
433401,61.015594,8.2568808
433402,49.720669,5.3058677
433403,62.277172,11.311172
433501,52.916073,3.7634408
433503,58.310501,1.8794049
433504,61.126152,6.0230293
433601,56.409,11.708587
433602,49.139492,7.7419353
433700,57.138252,6.6553864
433801,55.23193,9.6484375
433802,58.890522,7.6731129
433901,60.313572,11.454103
433902,61.365211,17.334839
434001,57.531761,14.33078
434003,53.51228,8.8046961
434004,55.965782,4.9879322
460000,62.240242,5.6596093
460100,65.996346,7.3868885
460200,65.176949,5.3986969
460301,67.251625,8.2070704
460302,67.846451,12.038524
460401,73.177444,6.2030077
460501,56.55793,3.3810661
460502,63.86953,4.2776079
460600,57.796894,3.8886223
460700,55.103031,5.1033874
460800,60.982212,5.7070389
460900,72.626732,5.8629441
461000,63.042286,8.5365858
461100,69.27224,14.113902
461200,66.824272,7.2327046
461300,61.94865,8.7672691
461400,66.420395,6.1735263
461501,70.731705,11.591192
461502,54.683033,12.884378
461600,64.500305,12.357414
461700,63.108322,4.3532338
461901,75.911179,12.877584
461902,66.32373,11.375388
462001,72.097832,7.9789777
462002,62.782402,5.255682
462100,70.640076,6.6644778
462201,51.414204,12.10269
462202,65.361801,7.1990318
462301,67.280983,9.5275908
462302,77.755264,4.7941637
462400,65.607582,7.3916736
462500,70.993431,10.852496
462600,63.772953,7.8534031
462700,71.663116,6.4266586
462800,68.822708,3.9215686
462900,72.523857,6.7150636
463000,67.289719,6.9444447
463101,66.162849,7.2218127
463102,68.309113,10.690192
463200,57.967506,15.503876
463300,71.981239,1.7100977
463400,73.272354,9.0152569
463500,63.768375,5.622716
463601,76.275604,3.90625
463602,71.88443,8.2783442
463700,69.694595,6.5730338
463800,72.470665,5.4266958
463900,59.029194,7.4755607
464000,69.314644,8.0337076
464100,53.839592,5.0079241
464200,53.561558,2.7391822
480002,62.416107,1.7543859
480011,59.074505,2.730866
480012,66.674767,6.707984
480101,57.201645,5.563549
480102,58.295963,7.556561
480201,58.52018,7.2249589
480202,63.676044,5.407464
480302,62.177731,4.6757832
480303,65.356712,9.1581869
480304,59.368664,5.6585364
480400,67.100128,1.9056847
480500,70.043839,9.7357445
480600,71.944313,4.9279928
480702,61.536335,5.1638975
480703,77.959648,8.4472656
480704,73.817436,8.6941462
480802,60.711792,4.367816
480803,64.393715,8.5635357
480804,65.212265,8.318264
480901,62.108612,9.531312
480902,70.239487,3.7422037
480903,56.167484,6.5815983
481001,53.843914,8.653326
481002,65.561653,7.4718199
481101,62.300415,4.8410063
481102,68.957657,5.196032
481103,62.098099,5.7823129
481201,62.151016,9.0862684
481202,65.39119,4.6420398
481300,64.312653,12.686567
481401,61.605839,5.1540284
481402,58.363838,9.7627487
481500,48.143093,8.0544529
481603,68.882645,8.5636606
481604,65.629303,5.7490559
481605,60.292953,9.0610638
481606,60.399292,9.3305435
481711,59.213455,10.442774
481712,58.109341,11.015288
481713,55.620075,4.1014171
481714,53.736992,6.5140843
481800,51.935081,7.1314101
481901,64.873093,4.1001563
481902,65.409668,6.6561847
482001,51.740238,11.320755
482002,58.100857,4.216682
482101,59.611179,7.7863841
482102,55.92028,7.1977639
482201,57.565689,11.647429
482202,60.836594,12.263772
482301,66.650864,14.366999
482303,58.637772,9.3980989
482304,65.853661,18.464842
482401,62.848297,11.428572
482402,63.21479,9.1201982
482502,52.617397,15.581566
482503,58.738152,10.892587
482521,52.519733,9.4797688
482522,57.187351,6.8286552
482600,58.233849,11.064215
482701,59.8316,5.0082784
482702,49.763035,9.333333
482800,57.437199,12.628993
500100,62.081417,1.8508725
500201,57.958687,4.3675752
500202,57.000473,5.4954205
500300,67.564651,8.2934608
500402,70.631638,14.667781
500403,53.566509,12.44216
500404,62.754707,8.2203045
500500,59.445179,9.6296301
500600,58.354813,9.7534046
500700,55.492462,8.6803102
500800,65.20121,9.1330719
500900,60.283539,10.24921
501001,57.142857,9.323204
501002,71.128746,12.342569
501200,66.194382,9.2752533
501300,68.572372,3.5662651
501400,67.754829,11.307768
501501,63.707165,8.8019562
501503,67.13942,6.4168992
501504,60.133335,9.9778271
501600,61.19632,6.2656641
501700,60.465912,8.7818699
501802,69.477638,7.8132677
501803,60.708015,9.6385546
501804,58.169491,6.8764567
501900,75.311264,6.9758062
502003,68.924889,9.1168089
502004,58.96104,8.9207048
502005,57.081547,5.8270679
502100,61.190964,8.2774048
502200,59.748074,5.7898049
502301,61.882305,5.9310803
502302,53.255424,12.460815
502401,63.363518,10.49408
502402,66.868324,5.6412988
502500,64.299484,14.542728
502601,64.850136,12.972689
502602,65.002754,8.5702162
502700,52.960064,6.8207655
502801,65.082001,4.1336355
502802,48.012718,7.3951435
502901,59.471947,8.5090637
502902,54.676693,11.441144
503000,59.91338,7.9919677
503103,64.677101,11.081695
503104,65.625,13.075061
503105,60.019146,8.3997869
503106,61.022602,12.507589
503201,53.631115,5.4390936
503202,60.404774,10.953609
503301,70.756645,10.115607
503302,62.456749,5.8787317
503401,66.327805,7.9591289
503402,65.046837,6.2106209
503501,62.74548,4.4313602
503502,64.565956,5.1674643
503601,56.079403,8.4562435
503602,55.858894,2.9654036
503701,68.772697,7.6733546
503702,62.494026,7.7217126
503703,56.963352,7.9831934
503801,63.946869,6.3303661
503802,60.407963,6.7127748
503901,63.393627,10.326087
503902,60.117878,8.0765638
504001,51.68581,9.8566313
504002,59.19347,6.4882402
504101,58.031208,8.2245951
504102,,
530003,52.188553,8.8172045
530004,59.288887,9.0954523
530005,46.540405,9.5496473
530006,60.050808,5.7641459
530101,49.154804,10.226244
530102,52.184467,10.613108
530202,62.686565,8.9285717
530203,62.391602,7.9736648
530204,57.705479,6.6468844
530301,61.546841,6.8141594
530302,64.688644,14.694224
530400,53.524376,18.953846
530500,58.408955,10.512688
530601,62.155296,16.754232
530602,64.577896,16.307278
530700,65.51339,18.99489
530801,60.350204,10.612082
530802,63.552834,14.578313
530901,65.457626,9.4769554
530902,61.800255,17.910448
531000,67.554901,16.9832
531101,64.935822,19.407007
531102,65.813309,17.893476
531201,65.1437,19.079939
531202,63.117519,8.9450655
531301,59.625,16.10063
531302,66.925117,14.420732
531502,66.266983,15.983112
531503,67.694366,15.973598
531504,63.098507,19.86467
531602,57.112526,17.100372
531603,62.411068,13.489551
531604,60.440678,13.853057
531701,61.013321,16.179337
531702,66.817093,12.753278
531800,59.718906,15.408525
531901,64.116829,8.0260305
531902,60.901501,11.348684
532001,49.400478,9.4660196
532002,64.756096,8.9767733
532101,54.188801,6.8250375
532102,60.749187,5.5764074
532200,61.180248,5.8727036
532302,57.142857,14.236791
532303,57.740112,18.248531
532304,60.563774,12.626728
532400,68.421051,23.076923
532500,71.254684,10.030662
532603,65.775635,15.589607
532604,64.014191,11.243073
532605,61.620186,11.476294
532606,63.56908,15.222078
532700,63.539742,11.854546
532800,61.119083,6.8661971
532900,59.209713,8.6200905
533001,63.875824,11.978399
533002,57.398212,9.1695499
533103,62.044991,18.589321
533104,58.88372,11.532386
533105,62.853703,15.900383
533106,58.63118,8.5603113
533107,72.779922,12.732096
533201,61.643192,8.8347292
533202,64.338783,14.395689
533203,64.934059,14.217443
533300,64.008812,6.8134894
533401,71.164024,4.8698883
533402,72.829689,13.830755
533403,62.025318,9.4023323
533501,68.156662,10.056215
533502,70.497849,10.462075
533503,63.18182,16.135662
533601,67.569931,10.909875
533602,63.191273,12.123645
533603,60.296844,12.547009
533701,59.463432,8.4672432
533702,68.199379,8.7252121
533703,64.259689,12.164948
533803,63.494987,8.7334833
533804,64.38607,14.278937
533805,63.645622,14.88
533806,58.531971,8.9204912
533901,66.713318,11.748252
533902,64.134453,10.482181
534001,65.106621,11.144194
534002,64.313148,11.575562
534101,67.86834,7.04388
534102,65.02803,11.27321
534201,64.08046,10.164425
534202,62.19923,17.059961
534203,68.605545,9.9382372
534301,64.978905,15.816326
534302,65.701561,14.802259
534403,64.997787,12.269938
534404,66.291664,13.010685
534405,62.200474,8.7900162
534406,61.329304,14.330497
534501,73.22493,14.507772
534502,59.315147,8.5127201
534700,63.585148,11.921063
534802,64.023369,9.3220339
534803,56.222549,14.895833
534804,58.093277,9.3270369
534900,61.777122,9.3269558
535001,59.986988,10.466377
535002,59.477867,12.150127
535101,62.973122,19.163763
535102,58.302265,13.280866
535200,65.181396,15.502428
535300,59.025928,13.998358
535400,56.443516,17.865086
535501,68.873047,15.524889
535502,59.015026,11.173975
535503,61.938663,10.698497
535603,72.810875,12.795168
535604,60.7714,14.654283
535605,65.911911,22.729412
535606,59.225513,9.3589745
535607,61.300766,9.2654829
535701,68.503288,12.42497
535702,68.714012,21.98723
535802,59.770115,9.9306431
535803,61.531506,11.709946
535804,66.410889,9.6533728
535901,64.546089,16.151079
535902,64.348824,15.38266
536000,64.99485,8.8794928
536102,56.790123,9.1164093
536103,65.736221,12.278839
536104,61.658894,12.965964
536200,66.365372,13.724463
540000,63.850029,11.013731
540101,66.163666,7.0467834
540102,66.811317,12.905959
540201,62.323944,15.367231
540202,56,14.808362
540203,63.071297,16.563147
540300,67.677048,10.586319
540400,63.579189,18.255396
540501,43.636047,13.251094
540502,66.951439,10.711887
540600,60.060059,19.388889
540700,65.945946,20.696722
540800,66.219238,7.7027025
540901,55.696953,15.356005
540902,59.088543,15.160864
541001,50.230946,17.701149
541002,55.621552,16.857361
541100,62.527424,13.824561
541200,54.940792,11.07395
541300,58.520126,14.37397
541400,62.083153,17.823509
541500,65.514671,12.182163
541603,57.840172,21.882002
541604,55.43169,18.399658
541605,64.719627,13.212996
541606,56.683586,21.492537
541700,60.757866,13.389711
541801,58.623356,11.69745
541802,59.466812,13.083257
542000,59.118141,13.741386
542103,61.402359,13.820704
542104,67.71418,14.530387
542105,60.199936,16.709911
542106,64.414413,14.748887
542200,61.875736,17.66762
542401,64.133018,17.654322
542402,62.308929,16.26856
542501,61.895969,23.918449
542502,60.788177,19.989195
542601,59.000942,14.696486
542602,64.026718,12.14605
542700,68.737198,11.883482
542800,58.537598,15.471966
542900,57.29895,9.4584284
543000,62.016201,15.578133
543100,61.503094,11.673375
543201,64.329163,17.185762
543202,60.135532,14.845664
543304,68.113174,17.092339
543305,63.474792,12.057143
543306,59.163345,11.335578
543321,66.269753,11.8262
543322,54.378433,16.514051
543400,62.831604,12.207435
543501,62.730003,5.4774022
543502,59.172821,8.1377935
543503,62.442398,7.5478029
543601,69.003807,14.160919
543602,64.488899,12.821135
543603,55.72168,6.1403508
543604,66.453415,13.77858
543701,62.258064,6.6062174
543702,71.20575,15.456559
543703,69.204391,14.370664
543801,63.129196,16.544851
543802,65.466362,6.6273141
543903,60.297928,10.09667
543905,66.543777,18.928902
544001,59.754639,13.31998
544002,66.976181,6.4496684
550000,25.591099,17.391304
550100,67.908592,7.9005122
550201,66.191093,5.9438276
550202,58.778809,7.8819723
550300,66.39344,10.95679
550400,60.693642,8.2993193
550500,66.907646,4.5865493
550601,67.998161,6.3808236
550602,59.528797,6.7282324
550700,66.575294,3.0194895
550800,65.634781,10.943296
550901,61.189888,9.823678
550902,70.81646,8.2781458
551000,66.157715,10.019006
551101,63.473053,12.763596
551102,69.206596,9.3832769
551201,65.373329,7.1321697
551202,66.672348,5.1137815
551300,61.200695,7.4989867
551401,65.42234,4.5397749
551402,71.813438,9.519968
551501,64.215271,7.7226853
551502,57.593037,14.069828
551600,0,
551700,61.047695,9.8163605
551800,71.637772,12.194549
551900,62.142197,9.2124815
552001,59.121731,10.212998
552002,61.313164,16.535433
552100,57.058361,13.959917
552200,67.552948,8.0720482
552301,66.539299,10.828548
552302,62.618347,8.9155369
552400,63.222507,10.194175
552601,61.025997,9.8896923
552602,63.220005,9.8222218
552700,64.173882,7.9793339
552800,62.699116,5.6104445
552900,59.729111,7.8569145
553000,63.790779,8.1149616
553100,62.08522,7.8044338
553200,61.899239,8.8888893
553300,56.307465,7.1195297
553400,63.613415,7.7664399
553502,70.880585,8.7529411
553503,62.876255,12.993921
553504,58.764717,8.5444231
553601,63.190186,12.047661
553602,65.968994,9.3615351
553701,64.188957,10.714286
553702,61.054131,11.245917
553801,61.269218,11.959423
553802,59.213203,10.385643
553901,65.952103,11.537335
553902,69.832535,11.510792
554001,59.662289,7.7987423
554002,57.174736,7.6893053
554101,63.04562,11.868818
554103,64.862747,5.6831923
554104,64.400803,16.106333
554105,67.417221,7.416503
554201,65.015266,9.6555319
554203,71.61541,10.019743
554204,55.340115,14.81907
554301,60.863258,13.289631
554302,69.610298,15.562404
554403,64.483398,11.552217
554404,60.693264,13.846983
554405,62.405384,10.51213
554406,62.802418,4.6147671
554511,56.77599,4.8501363
554512,54.262329,2.2442973
554513,61.089684,2.7624309
554514,55.860664,9.7405558
554515,56.358646,6.1688313
554516,66.803406,6.3769484
554517,64.206131,8.1561823
554518,60.981411,7.727756
554519,52.222961,5.8449807
554521,56.838264,6.1169314
554522,57.083622,9.8062954
554600,63.551403,8.7418299
554700,59.547935,7.1989527
554801,69.984802,3.4201953
554802,55.722771,7.6403694
554900,59.190392,7.089241
555001,61.305145,9.782609
555002,69.240402,7.233273
555102,56.11972,10.253968
555103,69.200996,7.2712746
555104,63.559849,11.034821
555202,56.481796,8.7951803
555211,56.759327,10.71578
555212,58.177021,7.4559193
570001,69.08934,8.8565493
570002,64.677612,4.8916407
570003,59.614883,4.8013968
570100,59.302326,17.124184
570202,65.776085,19.858156
570203,76.251785,11.866792
570204,66.137566,19.253334
570301,71.009773,14.847899
570303,63.627354,10.280374
570304,64.56189,14.390349
570402,66.013824,14.310646
570403,62.448132,16.73588
570404,66.386215,14.544357
570501,64.75676,7.8464108
570502,66.686249,15.800294
570601,65.696854,15.428572
570602,64.653992,13.493026
570603,62.812317,15.494912
570701,70.344826,4.0945792
570702,62.895691,8.1683168
570800,67.975258,9.4854746
570901,65.397171,6.4559069
570902,68.049934,6.9410014
571000,67.573936,10.18078
571101,73.932289,6.9390631
571102,63.20813,3.1173892
571200,69.212624,4.5164042
571300,66.816147,8.1721277
571400,61.52668,7.6763487
571502,67.83947,12.115073
571503,71.939682,9.8232632
571504,68.753159,10.499266
571600,53.588905,36.529682
571701,69.47007,18.128475
571703,55.622349,16.274635
571704,66.437836,14.179105
571800,62.718658,5.7524695
571900,71.260429,5.2552552
572001,76.790695,8.7219868
572002,60.292465,7.2014923
572100,68.004585,13.659359
572201,61.931511,10.035109
572202,67.98275,8.3455343
572301,69.767441,12.941176
572302,65.99424,14.683406
572400,51.759834,12.4
572500,48.6166,25.304878
572600,63.582767,8.7018547
572700,58.484161,12.688588
572800,47.803619,34.594593
572900,64.451912,11.672684
573002,62.978401,10.950662
573003,72.873085,7.5598087
573004,60.708828,17.413185
573100,68.845764,7.9624133
573201,58.745029,13.484776
573202,65.598335,15.862945
573300,49.985409,17.571512
573401,70.138885,8.3451204
573402,69.156105,12.890289
573403,71.774483,3.4239678
573601,65.510681,4.8095546
573700,65.206314,7.0703125
573800,63.958214,7.0780401
573902,67.580177,4.4866266
574000,64.879478,5.4861112
574100,65.183563,7.8701978
574201,63.903854,7.3281455
574202,53.052402,4.3788185
574300,59.399841,3.2452326
574400,65.983315,6.466763
574500,61.955032,6.9422531
574601,38.608776,28.899637
574602,54.636364,1.1647254
574700,0,
574800,73.214287,7.4833703
574901,68.239624,10.250123
574902,60.084625,10.054773
575001,74.050636,8.5470085
575002,66.027664,8.3057699
575101,64.289978,12.62181
575102,54.03846,17.793594
575103,71.010506,8.1718912
575201,62.538414,15.970516
575202,61.014996,9.3100185
575300,63.345966,14.529915
575401,63.463516,14.210526
575402,66.456581,15.437303
575500,59.375,
575801,58.02005,14.146869
575802,62.611668,12.12757
575803,54.101299,8.6164045
575901,65.916031,12.738853
575902,62.323692,10.778673
576001,70.030579,4.3668122
576200,59.385738,5.5696201
576301,66.694328,9.9958525
576302,68.871193,15.384615
576401,59.315357,9.7548523
576402,62.248177,13.930582
576403,58.691734,19.04344
576501,68.511978,7.7936964
576502,70.567566,15.894294
576503,68.272125,5.7319226
576601,86.131386,6.6666665
576602,71.18644,6.7577033
576700,70.043571,6.22084
576801,61.781223,12.380953
576802,73.733131,8.7027245
576901,56.39426,10.471976
576903,66.044662,3.9370079
576904,71.727745,12.200209
577000,81.542656,9.2428713
577100,75.663132,6.0692377
577200,82.080002,7.6023393
577300,77.718468,8.8018312
577400,75.179993,4.9395161
577501,61.244179,12.330256
577504,75.296913,3.9957938
577602,60.128616,15.347593
577603,64.417892,6.5369825
577604,69.308601,6.2043796
599000,71.062408,6.3251438
599100,94.358971,6.7934785
600100,52.648804,16.317017
600201,61.147758,14.832794
600202,52.951488,16.041206
600302,61.381943,20.925415
600303,54.275219,10.707692
600304,55.887524,14.308176
600400,59.585987,17.958311
600501,64.321381,17.78405
600502,60.766628,13.729128
600601,63.67347,12.820513
600602,56.052036,9.7880926
600702,69.313301,13.196594
600703,64.065231,15.363636
600704,62.834225,11.854103
600801,64.821999,15.715062
600802,63.069546,16.19772
600902,74.129448,14.145435
600911,72.510414,12.637075
600912,68.553749,16.081577
601001,46.820808,12.222222
601002,67.681229,14.692757
601100,66.930649,16.117685
601202,65.873581,9.6495953
601211,62.330177,17.899603
601212,73.782768,16.892273
601301,77.443108,15.211755
601302,78.511513,16.503752
601303,73.94062,15.516569
601401,70.009903,12.734347
601402,61.735794,8.9708738
601501,67.729767,14.025316
601502,65.104851,9.9647713
601600,64.03775,12.789474
601700,66.123695,7.6212473
601801,64.855621,13.884007
601802,67.297935,10.251256
601900,62.408062,15.408119
602002,73.299316,15.603249
602003,65.799774,12.749681
602004,64.741165,10.628962
602103,68.765533,10.512048
602104,70.683578,10.202725
602105,65.520157,7.5301204
602106,72.154427,9.9630995
602200,64.657318,8.2871599
602301,71.047623,9.323801
602302,69.112228,6.6408143
602402,58.213257,9.3399343
602403,69.676804,11.186903
602404,68.915718,9.8529873
602504,73.760391,10.229645
602505,73.249298,12.90631
602506,67.708977,11.339735
602507,73.189629,11.68891
602508,73.09037,5.716444
602509,62.996159,6.1483741
602600,57.295116,12.895927
602700,56.403538,20.441347
602801,64.930443,14.598904
602802,61.477654,15.084075
602900,66.420212,12.70872
603001,64.920486,9.9423628
603004,67.118912,5.1129608
603005,66.666664,10.215827
603006,70.677567,11.23967
603101,59.739079,8.0751648
603102,57.552082,10.124434
603200,63.126625,5.8235292
603301,60.384975,5.3984575
603302,63.118813,14.90196
603400,64.473686,10.117238
603500,68.001602,3.2979977
603600,65.457062,8.4638176
603702,63.147884,12.085843
603703,67.824577,5.7618437
603704,70.767944,10.762862
603801,74.88385,10.291971
603802,66.273506,7.6960077
603900,70.026955,7.8008723
604001,63.488503,6.8904595
604002,69.665451,6.9007263
604100,67.903816,7.5699258
609900,57.006874,15.955473
620001,68.451691,6.4200683
620002,74.312614,4.8150024
620101,74.949173,8.2278481
620102,74.88076,6.2845011
620201,83.609138,3.2987747
620301,58.382591,5.7063966
620303,69.009178,4.2660551
620305,70.316147,3.7417018
620400,67.716347,6.8157616
620501,75.860672,5.5792847
620521,71.699417,4.4711537
620522,71.722702,10.68314
620601,75.787659,9.3963556
620602,71.85099,4.2125731
620701,79.425026,9.4393187
620702,70.560303,4.8990579
620800,66.328598,4.987062
620901,54.282963,5.1418438
620904,59.981167,7.2998428
621001,69.337608,4.1987672
621002,70.669746,2.7777777
621004,73.12336,8.0402012
621102,74.041664,8.216095
621104,82.829376,3.6288571
621201,72.464615,7.0109715
621204,75.75042,6.2333035
621301,69.789474,7.139266
621324,75.029694,4.1551247
621326,81.121155,5.0378957
621400,68.379448,5.5326176
650001,57.26141,4.2788129
650003,68.474846,7.577497
650004,70.554306,13.215259
650101,59.004692,14.586934
650102,65.360168,4.7811995
650200,66.913773,4.7521868
650300,66.666664,11.888298
650401,66.46096,7.145741
650501,60.653702,7.0941339
650502,61.452053,6.2416406
650602,59.220985,8.0268459
650603,59.817783,6.9327731
650604,69.809387,6.9583087
650605,56.005165,9.1468105
650701,55.923695,5.2962298
650702,65.412918,7.6666665
650800,60.746811,5.8770614
650901,73.229607,9.8610735
650902,74.455673,5.0913839
651001,63.099632,10.071475
651002,65.190025,4.6045303
651101,57.388874,5.352798
651102,59.387875,7.9286423
