Area,American_Indian_Or_Native,Asian,Black,Hispanic,Other_Race,Two_or_More_Races,White
183701,0.70717652,3.9549503,4.9502358,82.922997,0.36668414,0.26191723,6.83604
183702,0,14.729397,3.6285362,63.868389,0,2.7367773,15.036901
183810,0,7.483963,0.83155143,82.323593,0,0.28510335,9.0757904
183820,0.52499998,4.4250002,1.65,89.574997,0,0.47499999,3.3499999
185100,0.26348418,12.972722,2.3558586,51.193428,0,1.2399256,31.974581
185202,0,5.3842387,4.7479196,67.229561,0,0,22.638277
185203,0,8.6004934,0.49321824,83.816277,0,0.21578299,6.8742294
185204,0.528262023,28.790279,2.9582672,37.506603,0,4.2260962,25.990492
185310,0.12464942,5.2041135,1.8697413,85.665314,0,0,7.1361794
185320,0,6.0940843,0.035637919,89.415535,0.21382751,0.42765501,3.8132572
186100,0,30.159758,1.4896373,30.980139,1.23057,5.0086355,31.13126
186201,0,41.724873,0.75918615,39.781353,0,1.1235955,16.610992
186202,0.19694732,39.832596,1.1816839,30.871492,0,7.2378139,20.679468
186203,0,17.028494,0.33921301,37.48304,2.1031208,4.3758478,38.670284
186301,0,7.154367,3.3515952,73.28392,0,1.1923945,15.017725
186302,0,20.652857,3.3689055,49.843063,0,2.1971123,23.938063
186401,0,15.975677,0,79.740189,0,0,4.2841349
186403,0,21.214142,1.0006671,69.779854,0,1.400934,6.604403
186404,0.99426389,9.063098,0.458891,80.114723,0,0.65009558,8.7189293
187101,0.2417127,32.562153,1.070442,30.041437,0,0.75966853,35.324585
187102,0.62425685,18.311533,0,57.045185,0,2.7942924,21.224733
187200,0,9.5220985,0.97017604,77.32663,0.43118936,3.1620553,8.5878544
187300,0,19.352793,2.6967006,18.972082,0.31725889,4.5368018,54.124367
188100,0.23929806,9.9973412,2.1536825,59.851105,1.302845,2.7386334,23.717096
188201,0,12.550143,2.1489971,13.03725,0,6.2750716,65.988541
188202,0.34617049,14.885331,0.38944179,11.55344,4.2405887,7.1397662,61.445263
188300,0.83148557,30.099779,0.24944568,33.481152,0,3.575388,31.762749
189101,0,8.8235292,0.43720192,15.540541,0,2.980922,72.217804
189102,0,10.450563,1.8147684,20.901127,0,3.2540677,63.579475
189201,0,4.809741,4.1400304,12.146119,1.0045662,2.891933,75.007614
189202,0,8.6736679,2.2170362,8.1291323,0,2.1392455,78.840919
189300,0,19.40197,1.2232416,6.1162081,0,0.40774721,72.85083
189400,1.224025,6.8317676,5.123826,3.7005408,0.76857388,3.216624,79.134644
189500,0,2.5961058,2.5711434,13.230155,0,5.7663503,75.836243
189600,0.28050491,3.8990183,10.575035,19.102385,0,4.8807855,61.262272
189701,0,8.2506523,3.3420365,11.749348,0.80939949,5.4569192,70.391647
189702,0,6.1417322,2.3097112,6.7716537,0,4.4619422,80.314964
189800,0.72864324,6.9095478,5.8793969,18.643215,0.32663316,5.1005025,62.41206
189902,0,4.1203527,3.1046379,16.960522,4.9060941,3.3537755,67.554619
189903,0,8.8495579,7.591989,9.4550533,0,9.1290169,64.97438
189904,0.039714057,12.351072,5.4011121,5.4408259,0,3.1374106,73.629868
189905,0,9.5020742,5.2697096,9.2116184,0,2.3651452,73.651451
190100,0.9581337,4.6032076,8.7690067,16.684025,0,1.2497396,67.735886
190201,1.2898331,4.0212445,2.6555388,27.769348,0,1.6691958,62.594841
190202,0.32916391,7.4061885,9.6115866,18.828176,2.0737326,3.851218,57.899933
190301,2.596642,5.3104258,4.2561498,25.888325,0.27333072,3.0847325,58.590393
190401,0.55751175,14.700705,2.8169014,16.754694,0,1.4084507,63.761738
190402,0,8.8548317,4.6828437,17.87995,0.42571306,2.1285653,66.028099
190510,0.55248618,17.067877,4.0647197,45.165745,0,1.1838989,31.965273
190520,0,12.591287,3.5255604,42.483002,0.40292117,1.4605893,39.53664
190700,0,4.5045047,3.2432432,44.114113,0,1.951952,46.186188
190801,0,13.316994,7.6797385,42.361111,0,1.1846405,35.457516
190802,0,5.9259257,3.2222223,51.740742,0,3.5185184,35.592594
190901,0.15666965,4.7000895,8.8854074,70.904205,0.067144133,1.656222,13.63026
190902,0,5.8144898,4.9146285,57.706505,0.39224735,4.4070144,26.765114
191000,0,4.4926004,9.2494717,47.56871,0,2.5634251,36.125793
191110,0,8.8959723,4.2016807,29.585627,0.28977108,1.8255578,55.201389
191120,0,11.984282,3.0779307,55.118969,0.15280506,0.54573238,29.120279
191201,0.10584251,11.727349,5.1862826,34.928028,1.2066046,1.9051651,44.940727
191203,0,25.027243,3.632401,43.261894,0,1.3439884,26.734472
191204,0,12.669246,3.7717602,46.083172,1.4023211,1.6441005,34.429401
191301,0,19.600798,4.311377,54.570858,0,3.3532934,18.163673
191302,0,28.648649,2.5363824,44.116425,0,1.7879418,22.910603
191410,0.23636006,15.658854,4.2741776,67.717155,0,2.1666338,9.9468193
191420,0,17.42684,5.431057,62.430794,0,0.44819403,14.263116
191500,0,20.23579,0.86222064,57.856766,1.1789547,0.82702798,19.03924
191610,0,12.780064,2.5148606,66.689529,0.1371742,1.1888431,16.689529
191620,0,12.162162,2.8345418,69.973633,0,1.5491101,13.480554
191710,0,4.9795361,3.3424284,68.929062,0.64802182,0.27285129,21.828104
191720,0,3.7380769,3.6865172,75.225571,0.48981696,0.20623872,16.653776
191810,0.91402459,6.3981719,4.6843758,60.896885,0.37132248,2.3421879,24.39303
191820,0,3.3835969,5.9212947,42.184628,0.2574476,4.8547258,43.398308
191901,0.25553662,4.003407,4.9971609,30.011356,0,3.7478704,56.984669
191902,0,6.5693431,3.2846715,16.755142,0.33178499,1.791639,71.267418
192001,0,6.4372468,6.680162,9.6356277,0.20242915,6.5991902,70.445343
192002,1.5726889,2.8768699,5.6770234,10.701956,0,3.75911,75.412354
192300,0,18.084728,2.2783909,15.16554,1.0323958,2.7055893,60.733356
192410,0,21.180643,5.447175,26.121105,0.17734988,7.7273879,39.34634
192420,0,38.257397,5.6129637,45.091591,0,0.18788163,10.850164
192510,0,37.097652,1.0365521,54.964539,1.3366066,0.2182215,5.3464265
192520,0,13.940371,1.4101532,74.979858,1.6921837,0.16116035,7.816277
192610,0.81368661,9.4512835,4.777801,73.815979,0.47986647,2.169831,8.4915504
192620,0,22.478069,1.3432018,66.036186,0,2.0833333,8.0592108
192700,0.34955633,20.785158,3.06534,63.511696,0,2.0166712,10.271579
194101,0,6.797967,4.1613722,9.6886911,0,1.905972,77.445999
194102,0.31603897,6.0310774,2.4229655,6.0574136,0,3.8188043,81.353699
194200,0,2.440362,3.4548945,5.4565396,2.3581026,4.9904032,81.299698
194300,0,3.8049304,1.0718113,14.255091,0.48231512,3.2154341,77.170418
194401,0,5.3165584,5.1948051,16.517857,0,4.1801949,68.790581
194402,0.6674757,10.800971,1.1225728,7.1298542,1.1225728,2.6092234,76.547333
194500,0,9.8670759,2.1472392,4.0388546,0.20449898,5.7770963,77.965233
195100,0,14.528531,3.358964,13.577499,0,3.9862404,64.548767
195201,0,16.451078,0.76285243,18.242123,0,5.1741295,59.369816
195202,0,7.8016243,2.6102087,10.092808,0,3.7412994,75.754059
195300,0.28947368,16.236841,0.34210527,36.394737,0,2.2631578,44.473682
195400,0,15.02146,2.0555682,18.116106,0,0.47436187,64.332504
195500,0.42665583,14.364079,4.9573345,39.028851,0,1.3002844,39.922794
195600,0,12.177565,0.95980805,60.707859,0,2.2495501,23.905218
195710,0,7.3787627,3.5953178,73.745819,0,1.4423077,13.837792
195720,0.40485829,9.3117409,0.71974808,68.78093,0,0.53981107,20.242914
195802,0.36403349,26.392427,2.3662176,58.354568,0.18201675,2.511831,9.8289042
195803,0.23466308,20.952063,4.4921222,43.747906,0,0.60341936,29.96983
195804,0,15.601966,5.1597052,56.633907,0,0.9009009,21.703522
195901,0,8.7993069,1.3437364,43.346336,0,0.7802341,45.730385
195902,0.8428359,15.220625,1.536936,25.830441,1.4377788,0.64452159,54.486862
195903,0,23.57513,5.6563039,31.735752,0.17271157,3.583765,35.276337
197200,1.31612901,30.580645,0.33548388,59.819355,0,0.25806451,7.6903224
197300,0,17.066938,1.8395504,44.37915,0,1.0986203,35.615738
197410,0,11.782548,1.2832478,31.614559,0,3.0331311,52.286514
197420,0.78102404,13.827018,4.2233152,54.613827,0.34712178,1.3306335,24.877062
197500,3.0025446,12.951653,2.2391858,53.206108,1.8320611,1.2468194,25.521629
197600,0,29.460239,0.20601566,43.881336,0,2.8018129,23.650597
197700,0.58060772,50.512871,3.9094253,30.210955,0,0,14.786143
199000,0,28.367641,0.19862767,63.849766,0,2.5279884,5.0559769
199110,0.63999999,2.0799999,3.8399999,85.919998,0,0,7.52
199120,0,24.598572,0,72.881355,0,0.37912577,2.1409457
199201,0,33.656879,0,63.309875,1.2860956,0,1.7471488
199202,0,9.4252872,0.19704433,80.62397,0,1.4449918,8.3087025
199300,0.81552306,11.023623,2.1934757,64.763779,0.47806525,0.87176603,19.853767
199400,0.39884776,23.886551,0.7090627,70.529579,0,0.55395526,3.922003
199700,1.0615711,15.832575,0.78859568,72.095848,0,0.24264483,9.9787683
199800,0,35.455456,0.020020019,62.942944,0.48048049,0.2002002,0.9009009
199900,0,19.0879,0.99301213,78.374405,0,0.47811696,1.0665686
201110,0,7.2638316,0.18818216,82.386147,0,0.26345503,9.8983812
201120,0,6.7289271,2.8017242,82.902298,0,1.8917625,5.6752872
201200,0,4.7368422,0.2631579,92.81955,0,0,2.1804512
201301,0,10.130027,1.1793166,81.130936,0,0.030238887,7.5294828
201302,0,32.393208,11.555312,29.107338,1.5607886,3.9704273,21.412924
201401,0.66315585,7.5287695,2.8866785,83.518623,0,0.19504583,5.2077236
201402,0,19.347965,1.1719582,71.382912,0,0.14915831,7.9480076
201501,0.20347762,6.8997412,0.18497965,84.998154,0,0.22197558,7.4916759
201503,0,2.7397261,0.060882799,92.237442,0,0.152207,4.809741
201504,0.19569471,10.567514,0.68493152,79.990211,0,0.58708417,7.9745598
201601,0,15.223214,1.1160715,78.4375,0,0,5.2232141
201602,0,12.908778,1.2048193,76.488815,0,0.37865749,9.0189333
201700,0.78418005,12.444596,3.9890897,67.234917,0.10228435,1.5172179,13.927719
203100,0.49050969,3.7108126,0.021326508,94.966942,0,0,0.81040734
203200,0.59474977,0.45118949,0.63576704,97.31337,0,0.20508614,0.79983592
203300,0.38186157,13.937947,13.842483,67.446304,0,1.0501193,3.3412888
203500,0.15943877,15.401786,0.25510204,78.922195,0,0.38265306,4.8788266
203600,0.08240626,1.4833127,0,96.621346,0,0,1.8129377
203710,0,1.792944,1.5615963,95.777908,0,0,0.86755347
203720,0,0.60401064,0.62817103,98.018845,0,0,0.74897319
203800,0,0.69265783,0,96.576294,0.43538493,0.37601426,1.9196517
203900,0,0,0.38747174,97.739746,0,0,1.8727801
204110,0,0.60683489,1.1817311,97.892044,0,0,0.31938678
204120,0,0,0.14571948,98.761383,0,0,1.0928962
204200,0,3.5186281,0,92.90361,0,0,3.5777647
204300,0.4156276,1.8079801,0,95.532005,0,0,2.2443891
204410,0.8666346,1.0592201,0,97.881561,0,0,0.19258545
204420,0,2.268821,2.4407012,91.749741,0,0.58439326,2.9563425
204600,0,0.15109001,1.1007986,96.740776,0,0.41010144,1.5972372
204700,0,1.5432743,0,93.284668,0,0,5.1720543
204810,0,1.0842369,1.2510425,96.371979,0,0,1.2927439
204820,0,0.36794767,0,98.242027,0,0,1.3900245
204910,0,0.13240649,0,95.134064,0,0,4.733532
204920,0,0,0,96.381325,0,0,3.6186771
205110,0,1.1500261,1.855724,95.818085,0,0.10454783,1.0716152
205120,0,2.8892944,0.97323602,94.890511,0,0.18248175,1.0644768
206010,0,33.63953,4.2445359,56.921127,0,1.2670257,3.9277794
206020,0.71249503,2.3354003,34.120598,39.055283,0.672912,1.8999869,21.203325
206031,0.44814339,39.66069,4.1293216,6.6261206,0,7.4263763,41.709347
206032,0.46756282,16.637444,0.70134425,77.089424,0,0,5.1042275
206050,0.26338893,9.174715,2.2827041,81.211586,0,0.043898158,7.023705
206200,0,41.681847,19.00425,23.861567,0,3.1268973,12.32544
206300,1.55966628,1.8135655,51.305767,20.529562,0,3.1918752,21.599566
207101,0,52.279247,4.1122093,21.453619,0,1.2113484,20.943577
207102,2.5011165,79.991066,3.8856633,12.282269,0,0,1.3398839
207103,0.84332001,83.888145,1.8197958,7.4567242,0,0.44385263,5.5481582
207301,0,13.465642,17.797695,18.971405,0.74690568,3.7131882,45.305164
207302,0.87202454,9.9457932,22.295546,14.847985,4.9021916,6.1041718,41.032288
207400,0,4.5408678,16.952574,61.251263,0,2.825429,14.429869
207501,0,47.509399,0.32894737,11.090225,0,2.443609,38.627819
207502,0,59.305111,3.3546326,7.1485624,0,7.3083067,22.883387
207710,0,28.839537,6.6937752,17.203629,0,0.71942449,46.543636
207900,0,39.247894,12.362222,19.170088,0,2.7015345,26.518263
208000,0,19.549812,5.0159788,68.43129,0.29178825,0.69473392,6.0163956
208301,0.85856304,3.2535021,0.27112517,94.215996,0,0,1.4008133
208302,0,10.912384,5.0260358,77.156441,0,1.0187911,5.8863482
208401,0.13627073,20.803997,2.5210085,74.835342,0,0,1.703384
208402,0.52631581,19.263159,0.66666669,70.561401,0,4.7719297,4.2105265
208501,1.1862396,47.60775,0.23724793,47.054173,0,0.079082638,3.8355081
208502,0,17.525774,3.9008081,70.493172,0,0.5293954,7.5508499
208610,0,51.020885,2.839709,39.615112,0.32856137,2.5346162,3.6611123
208620,0.17660044,39.050774,8.4105959,44.304634,0.397351,0.92715234,6.732892
208710,0,56.137516,5.2376556,30.433779,0,0.66912782,7.5219197
208720,0,11.80586,5.5094008,78.006119,0,0,4.6786184
208801,0.21525215,23.031981,5.8425584,63.314884,0,1.1377614,6.4575644
208802,0,25.727362,5.5900621,57.404381,0,0.98071265,10.297482
208902,0,3.8880248,0.23328149,95.295486,0,0,0.58320373
208903,0.69533867,5.8975019,4.1462789,82.101471,0,0.84985834,6.3095546
208904,0,9.2511015,1.3215859,86.205948,0,0.11013216,3.1112335
209102,0.54313767,12.930855,3.6975141,79.423439,0,0.2088991,3.1961563
209103,0.63711912,2.8254848,1.7451524,94.155121,0,0,0.63711911
209104,0,4.3603454,4.7305636,82.640892,0,0,8.2682028
209200,0,28.998779,6.5628815,38.583637,0,0.97680098,24.877899
209300,3.85874645,11.202058,7.7642655,62.324604,0,1.1459308,13.704396
209401,0.097370982,12.877313,9.7127552,70.058426,0.29211295,1.8987342,5.0632911
209402,0,2.6522326,1.5696888,92.422195,0,0,3.3558862
209403,0,20.869324,6.3248816,65.589302,0,0.16717748,7.0493174
209510,0.2238806,23.395523,2.0895522,68.694031,0.48507464,0.74626863,4.3656716
209520,0,13.716295,2.3837438,82.415009,0,0,1.4849551
209810,0,10.241615,6.6714749,71.979805,1.1539849,1.0097368,8.9433823
209820,0.33112583,6.2251654,1.4238411,90.662254,0.62913907,0.1986755,0.52980131
210010,0,17.170868,2.4089637,77.675072,0,0,2.7450981
211000,0.25662959,27.095808,2.0530367,6.8862276,1.5397776,6.1377244,56.030796
211120,2.7058368,56.938538,4.3679938,24.835716,0,0.69578665,10.456127
211121,0.72961372,29.313305,6.6094422,44.592274,0,6.3948498,12.360515
211122,1.1512632,34.441956,2.9101374,43.748001,0,2.2065878,15.542053
211201,0.5310322,10.720212,2.72154,78.625954,0.86292732,0.89611685,5.6422172
211202,0,21.02033,3.5289605,64.441887,1.150748,1.0356731,8.822401
211310,3.6080074,19.087523,4.0968342,70.204842,0.48882681,0.58193666,1.9320298
211320,0,19.939486,4.4478064,67.049927,1.0590016,0.87745839,6.6263237
211410,0.88365245,46.759941,4.6023564,35.125183,0,4.5655375,8.0633287
211420,0,36.978546,5.691299,45.172825,0,0.89392132,11.263409
211500,0,45.334469,2.5564551,18.726034,0.21303792,2.5351512,30.634853
211701,0,61.103722,3.6901596,4.1888299,0,5.8843083,25.132978
211703,0.44097012,43.014633,5.2715974,42.493484,0,0.18039687,8.598918
211704,0,54.281815,5.6635962,21.733196,0,2.9682703,15.353122
211802,1.7802042,48.563969,4.5810585,30.002373,0,2.4210777,12.651318
211803,0,69.93412,6.640316,16.943346,0,0.84321475,5.6389985
211804,0.77544427,60.678513,4.9434571,15.121163,0.84006464,8.3683357,9.2730207
211910,0,21.836176,4.23247,65.634872,0,2.0635924,6.2328911
211921,1.3169845,40.009083,4.9500456,40.054497,1.3169845,5.5404177,6.8119893
211922,0.37899297,31.997835,2.9507308,59.420681,0,0.46020573,4.791554
212101,0,50.991302,11.756522,26.121738,0,1.947826,9.1826086
212102,1.6414686,38.228943,6.6954641,39.913609,0,0.56155509,12.958963
212202,0,17.953564,1.349892,77.83477,0,0,2.8617711
212203,0,16.541353,1.0134031,79.372345,0.5884276,1.0460935,1.4383786
212204,0,12.956902,7.337698,76.4048,0,0,3.3006001
212303,0,16.187271,3.3965728,69.583847,4.6817627,0.24479803,5.9057527
212304,0.58918053,12.854847,2.7852168,70.648102,0,0.6427424,12.479915
212305,1.0561056,14.884488,3.0693069,77.326736,0,0,3.6633663
212306,0,54.536617,0.71289694,41.866493,0,0.25923526,2.6247571
212410,0,38.960098,7.1825876,43.361549,0.24183796,1.2817413,8.9721889
212420,2.14669044,33.273705,5.6052475,56.20155,0.059630293,0.6559332,2.057245
212501,0.74142724,26.73772,6.7191844,48.702503,0,0.18535681,16.913809
212502,0,39.53405,5.8781362,36.594982,2.9390681,1.3620071,13.691756
212610,0,59.287006,4.4949627,24.489796,0.33583054,1.2141565,10.178248
212620,0.17357345,44.391407,3.601649,47.754395,0.23866348,0.58581036,3.2545021
212701,0,49.919872,3.0448718,33.974358,0,1.8028846,11.258013
212702,0,60.356762,4.6858358,8.5463257,3.8604898,0.98509049,21.565495
212800,0.58493787,15.720204,13.770411,50.45089,0.24372411,3.558372,15.67146
212900,0.50958014,17.998369,10.721565,64.207092,0,1.2841419,5.2792497
213100,0.24121295,46.485184,7.4776015,36.62991,0,0.34458995,8.8215027
213201,2.1519544,41.875275,1.5810276,50.483093,0.7685551,0.21958718,2.9205093
213202,0,31.276649,2.3827438,62.553299,0,1.3794833,2.4078255
213310,0,19.414684,0.70551348,78.886856,0,0.49647242,0.49647242
213320,0.55788004,32.775452,5.5323105,57.833565,0,0,3.3007903
213401,0,17.735043,1.7450142,78.899574,0,0.69444442,0.92592591
213402,0,20.250111,3.1812198,73.124176,0,0.76788068,2.6766126
214000,0.57098365,4.8274074,0.44121465,3.3480406,0.46716845,2.0243967,88.320786
214100,0,4.3692741,0.96311957,6.3190041,0,1.6443505,86.704254
214400,0.33025098,4.2602377,1.68428,13.27609,0.75957727,5.8124175,73.877144
214501,0.98405159,21.954531,4.8184595,3.25755,2.9860876,5.66678,60.332542
214502,0,26.220249,2.5010085,13.089955,0,2.4405003,55.748287
214503,0.38933814,40.521114,3.0248578,4.7319555,0.688829,3.4141958,47.22971
214600,0.36140224,10.480665,1.6263101,10.516806,0.54210335,2.7105167,73.762199
214700,0.73359072,7.1814671,0.96525097,10,0,3.7837837,77.335907
214800,0,6.1238003,7.2161536,8.2423038,0,2.6812315,75.736511
214901,1.3113651,15.702757,0.5716207,6.4559517,0.63887018,2.4882314,72.831207
214902,0,18.089928,3.2415476,6.2042522,0,6.273963,66.190308
215101,1.0662605,12.718965,1.8659558,15.422696,3.1987815,3.3130236,62.414318
215102,0,26.788528,3.5612984,10.999055,0,1.5442798,57.106838
216100,0,17.850767,18.243484,9.9607286,0.57122457,9.3181009,44.055695
216200,1.75109445,15.718157,23.910778,14.759225,1.9178653,8.2760057,33.666874
216300,0,11.973085,9.538888,8.4108448,0.23748268,6.8276272,63.012074
216401,0,12.505335,2.9236021,8.6854458,0.2774221,3.3930857,72.215111
216402,0,10.273082,1.5279584,8.1274385,0,4.7789335,75.292587
216700,0,9.9421091,31.91543,22.904606,0.25169897,2.9448779,32.041279
216800,0.82116789,5.2615571,8.333333,16.879562,0.24330901,4.9574208,63.503651
216900,0.15449981,9.7141752,22.344534,29.606026,0,2.9161839,35.26458
217001,0,2.987761,1.7278618,3.2397408,0,7.5233979,84.52124
217002,1.0820895,10.093284,12.276119,13.190298,0,2.6119404,60.746269
217100,0,5.9278803,36.182938,29.920845,0,3.6235709,24.344767
217200,0.55041283,11.283463,23.292469,37.403053,1.275957,4.8286214,21.366024
218110,0,18.037975,21.950518,53.04948,0.51783657,2.7905638,3.6536248
218120,0,17.915691,11.651053,66.78376,0,0.83918816,2.8103044
218210,0,2.9817088,17.965422,71.786522,0,0.40090203,6.865447
218220,0.043554008,4.2247386,28.179443,55.291813,0,2.7003484,9.5601044
218300,0,2.3698323,37.052414,48.209652,1.6087182,0.70921987,10.050164
218400,0,0.25641027,28.088577,65.268066,0.20979021,1.6083916,4.5687647
218500,0,1.8800993,35.934731,55.090458,0.28378859,3.8666193,2.9443064
218600,1.6279069,1.9767442,33.372093,59.418606,0,0.93023258,2.6744187
218701,2.0226538,7.9288025,47.208736,34.344662,0,2.0226538,6.4724917
218702,0.45913681,2.9384756,41.551884,47.107437,4.1322312,1.6988063,2.1120293
218800,0,7.4472027,25.046314,58.05854,4.0385327,1.6672841,3.7421267
218900,0,1.3726836,36.444748,50.772133,1.0809883,3.4317091,6.8977351
219010,0,2.6354864,32.07127,58.908688,0.37119526,0.63103193,5.3823309
219020,0,6.1988306,32.725147,56.982456,0.023391813,0.65497077,3.4152048
219300,1.6241822,3.2258065,32.325737,56.417774,1.2858109,1.6692984,3.4513874
219500,0,17.255356,39.143024,29.820498,0,10.538507,3.2426174
219700,0,0.88516748,26.602871,66.555023,0.43062201,0.50239235,5.0239234
219800,0.13227513,1.8849206,22.453703,73.544975,0,0,1.9841269
219901,0,0.22251892,17.868269,77.392075,1.1570984,0,3.3600357
219902,0.32258064,2.9280398,21.861042,67.369728,0.49627793,1.4640199,5.5583129
220000,0,1.303441,41.1366,50.173794,0,1.4250956,5.9610705
220100,0,8.3151941,56.639095,24.858511,0,2.2638223,7.9233785
221110,0,8.6683073,1.0664479,86.272903,0,0,3.9923434
221120,0,2.0487804,1.5284553,95.284554,0,0,1.1382114
221210,0,5.8239574,7.0483122,80.410324,0.26472536,0.95962936,5.4930511
221220,5.2617664,9.7831831,1.0840825,82.839767,0,0.23796932,0.79323107
221302,0,5.1676745,11.41653,75.334435,0,1.1728055,6.9085579
221303,0.45924225,9.9119787,8.4577112,71.297356,0.6888634,1.1481056,8.0367393
221304,0,21.122995,12.058824,63.663101,0,0.21390374,2.9411764
221401,0.12622279,3.6920164,48.311771,37.456612,0.69422531,1.9248974,7.7942567
221402,0,16.541353,22.795626,50.444294,0.82023239,1.5379357,7.8605604
221500,0,1.1612903,29.987097,65.961288,1.1870967,0.051612902,1.6516129
221601,0,4.962708,11.732645,78.45668,0.14343087,0.28686175,4.4176707
221602,0.31505987,6.2696915,1.6698172,90.359169,0,0,1.3862634
221710,0,13.677812,11.094225,67.211243,0,1.4817629,6.5349545
221810,0.28653294,29.190544,10.959886,42.478512,0.14326647,1.1103152,15.830946
221820,0.24984385,50.405994,10.524673,10.774516,0.62460959,1.0618364,26.358526
221900,0,39.365257,7.0991092,30.206013,0,1.3641425,21.965479
222001,0.19860972,0.82754058,28.699106,58.920887,0,1.9860973,9.3677588
222002,0,0.063884154,25.745316,68.632881,2.7044294,0.63884157,2.2146509
222100,0,6.419961,29.464537,60.274742,0.81300813,0.47659096,2.5511634
222200,0,3.6170726,19.797443,68.676155,2.3631542,0,5.5461779
222500,0,2.5957291,22.40427,69.790131,1.8961709,2.1354933,1.1782032
222600,2.079566,14.629294,23.63472,51.446655,0.3254973,0.72332728,7.1609402
222700,0.60574138,34.579933,4.1875167,9.0861206,0.97445351,5.6360283,44.930206
224010,0.37878788,8.617424,19.839016,57.575756,0,0.80492425,12.784091
224020,1.231625,1.7481128,4.8470402,87.365913,0,0.5164879,4.2908225
224200,0,3.5231462,1.1470709,93.527245,0,0,1.8025399
224310,0.73092735,3.5175879,3.1978073,86.660576,0.2284148,0.59387851,5.0708084
224320,0,2.3032069,4.3440232,90.670555,0,0.32069972,2.361516
224410,0.20594293,21.241541,1.8240659,57.193291,0.088261254,3.0008826,16.446014
224420,0,4.5934958,3.699187,83.821136,0,1.8292683,6.0569105
224600,0.56262958,1.0364228,3.8791828,90.494522,0,0.65146577,3.3757772
224700,0.18410556,28.060755,4.2651119,14.989261,1.2580546,2.6235042,48.619209
226001,0,0.8414526,6.2887511,92.869797,0,0,0
226002,0.50062579,5.7571964,12.578223,53.316647,0.81351691,2.8785982,24.155193
226410,0.49059689,1.9078768,1.0084492,94.57618,1.7715999,0,0.24529845
226420,0,4.9019608,6.4398308,87.870049,0,0,0.78815842
226700,0,0.51562023,2.0624809,97.027603,0,0.39429784,0
227010,0,0,8.1450911,91.854912,0,0,0
227020,0,0.87407809,5.5995631,92.706909,0,0.2731494,0.5462988
228100,0,0,7.6353788,91.985558,0,0.27075812,0.10830325
228210,0.40010668,2.2139237,13.603627,83.648972,0,0,0.13336889
228220,0.52644174,0,13.232831,84.326393,0.95716679,0,0.95716679
228310,0,0.10838933,4.1404724,93.171471,1.5391285,0.91047043,0.1300672
228320,0,0,9.949749,89.145729,0.30150753,0.33500838,0.26800671
228410,0.27565083,0.70444107,1.5620215,95.344566,0,0,2.1133232
228420,0,0.44391832,11.453093,87.30394,0,0,0.79905295
228500,0,0.75301206,15.146299,83.69191,0.40877798,0,0
228600,2.6359143,0,5.0247116,90.074135,0,0.28830314,1.9769357
228710,0,0.52631581,8.1704264,90.426064,0.15037593,0.42606518,0.30075186
228720,0,0,9.1223221,90.393921,0,0.092144668,0.39161482
228800,0,1.6597511,10.102833,87.948761,0,0,0.28865236
228900,0.16371971,4.0275049,9.8559265,85.95285,0,0,0
229100,0.27179596,0,6.1258626,92.598785,0,0.083629519,0.91992474
229200,0,0.59244633,12.614169,86.7687,0,0,0.024685264
229300,0,0,10.56826,88.808037,0.34650034,0,0.27720028
229410,0,0,12.237569,85.994476,0,0,1.7679558
229420,0,0,10.592304,87.505402,0.34587115,0.36748812,1.1889322
231100,0.28752157,1.2650949,28.464634,63.772282,0,0.48878667,5.7216792
231210,0.3722795,1.5750287,23.768614,73.310425,0,0.97365409,0
231220,0,2.4811697,17.611874,74.700928,0.64244574,0.42091271,4.1426673
231300,0,1.4902561,23.882307,71.818878,0.34390524,1.108139,1.356515
231400,0,1.8928715,22.593637,74.546921,0,0.64438182,0.32219091
231500,0,2.7451801,38.725903,52.661358,4.0653815,1.5088013,0.29337803
231600,0.52925187,0.95837504,27.664139,62.151337,1.8452296,3.4329853,3.4186811
231710,0,0.045903143,17.236631,80.307549,1.5377554,0.022951571,0.84920818
231720,0,2.0022042,13.978692,80.859665,0.66127849,0.3122704,2.1858928
231800,0.49515608,0.1722282,9.1711521,89.558662,0,0.2583423,0.3444564
231900,0,0,13.702678,83.416435,0,0.57248384,2.3084025
232110,0,0.10070494,22.792883,76.132927,0,0.60422963,0.36925143
232120,0,1.3800424,22.452229,75.707718,0,0,0.46001416
232200,0,2.1536252,37.401291,59.368271,0.17946877,0.071787506,0.82555634
232300,0.26202953,0.42877561,25.059551,70.152451,0,2.2868032,1.8103859
232400,0.3475239,0.62264699,41.398785,52.432667,3.9096439,0.28960323,0.9991312
232500,0,0.57826519,36.191425,61.834496,0.17946161,1.0368893,0.17946161
232600,0,0.016000001,25.856001,71.279999,0.47999999,1.696,0.67199999
232700,0,0.41861215,24.746418,73.546936,0.49911448,0.17710513,0.61181772
232800,0,0,13.696939,85.266533,0,0,1.0365251
234000,0,2.0276175,59.779758,34.819088,0,1.9576997,1.4158363
234200,0,11.459266,76.230972,4.3867502,0.7609669,3.3572068,3.8048344
234300,0,3.2563026,84.768906,4.9632354,0,5.3046217,1.7069328
234501,0.21097046,0.80168778,61.772152,34.092827,0,0.97046411,2.1518986
