Area,Neighborhood,LA_Crimes,Total_Population,Under_Age_18,Ages_18-24,Ages_25-34,Ages_35-44,Ages_45-54,Ages_55-64,Ages_65_&_Older,Young_Adults_Enrolled_in_School,College_Graduation_Rate,Less_Than_High_School,Labor_Force_Participation_Rate,Unemployment_Rate,Homeownership_Rate,Renter_Rate,Immigrant_Citizen,Immigrant_Non-Citizen,Immigrant,Divorced_Separated,Married,Never_Married,Median_Household_Income,Opportunity_Youth,Homeless_count,Below_100_Poverty_Threshold,Below_200_Poverty_Threshold,White,American_Indian_Or_Native,Asian,Black,Hispanic,Other_Race,Two_or_More_Races,Median_Rent_Price,No_Vehicle_Households,Youth_in_Non-Family_Households,Youth_in_Single_Parent_Households
191110,East Hollywood,28.687338,3451,5.4476962,9.3306284,14.691394,14.169806,14.662416,21.993626,19.704433,24.844721,24.345461,26.82761,73.542877,6.7219915,1.61,98.39,52.610641,47.389359,58.272964,17,39,32,11,18.100891,20,22.004967,53.848541,55.201389,0,8.8959723,4.2016807,29.585627,0.28977108,1.8255578,981,41.607143,0,74.468086
191120,East Hollywood,13.970749,4581,17.703558,9.9104996,17.114166,15.673433,15.78258,12.224405,11.591355,29.295155,16.646563,29.433052,62.578617,15.410385,9.01,90.99,42.099365,57.900635,58.437023,10,38,46,6,26.095617,18,29.137264,68.563622,29.120279,0,11.984282,3.0779307,55.118969,0.15280506,0.54573238,992,31.438936,0,43.773121
191201,East Hollywood,49.957664,4724,10.414903,8.4885693,16.10923,16.553768,12.764606,16.828959,18.839966,62.094765,23.910206,20.1775,59.63409,8.6601944,6.34,93.66,54.36853,45.63147,51.121929,15,38,39,7,9.1976519,95,30.908203,49.560547,44.940727,0.10584251,11.727349,5.1862826,34.928028,1.2066046,1.9051651,1010,27.937788,0,38.146553
191203,East Hollywood,30.512169,2753,17.58082,14.49328,15.401381,14.202688,7.264802,17.689793,13.367236,26.566416,23.903744,31.818182,66.408272,13.424125,5.12,94.88,44.288448,55.711552,56.919724,12,34,49,5,25.884956,24,29.822012,59.97094,26.734472,0,25.027243,3.632401,43.261894,0,1.3439884,968,29.781879,0,58.884296
191204,East Hollywood,17.891684,2068,14.313346,11.508704,18.665377,16.972921,13.152804,13.491296,11.895552,47.478992,26.988266,26.923077,66.996696,14.778325,11.38,88.62,50.888531,49.111469,59.864605,13,41,42,4,12.080537,2,15.812379,58.558994,34.429401,0,12.669246,3.7717602,46.083172,1.4023211,1.6441005,1027,22.52142,0,38.851353
191301,East Hollywood,27.944111,2505,17.125748,7.1457086,20.399202,16.167665,12.614771,10.698603,15.848304,69.832405,36.68951,31.154455,66.6362,6.9958849,9.36,90.64,43.89706,56.10294,54.291416,9,35,51,6,15.017065,NULL,19.840319,52.49501,18.163673,0,19.600798,4.311377,54.570858,0,3.3532934,1125,26.919033,0,28.438229
191302,East Hollywood,51.143452,2405,13.638253,10.769231,28.523909,12.515593,12.681912,7.0686069,14.802495,38.610039,31.683168,25.907591,67.04599,9.9717112,9.52,90.48,41.339985,58.660015,58.3368,16,30,51,3,15.862069,NULL,30.85239,54.345116,22.910603,0,28.648649,2.5363824,44.116425,0,1.7879418,1052,28.985508,0,27.439024
191410,East Hollywood,16.545204,5077,27.713217,10.399842,17.352768,14.161906,13.66949,8.1347256,8.5680523,34.469696,21.514959,39.942711,64.121338,11.908646,1.38,98.62,26.074381,73.925621,47.665943,9,33,54,4,16.105417,49,36.314198,67.190331,9.9468193,0.23636006,15.658854,4.2741776,67.717155,0,2.1666338,937,31.426775,0,45.344704
191420,East Hollywood,17.927761,3793,23.385183,8.2256784,24.307936,15.423148,12.575797,8.7793303,7.3029265,46.474358,21.742483,40.555126,76.243652,8.4775858,7.1,92.9,30.383091,69.616905,59.873451,17,34,46,3,8.8397789,16,29.91814,62.318459,14.263116,0,17.42684,5.431057,62.430794,0,0.44819403,982,28.999146,0.67643744,56.708004
191500,East Hollywood,29.03396,5683,20.710892,13.584374,20.042231,15.308816,12.810136,9.7131796,7.8303714,43.134716,25.361542,32.512051,71.568199,13.778452,11.68,88.32,38.048782,61.951218,57.715996,11,42,43,5,20.227272,41,29.774488,61.064129,19.03924,0,20.23579,0.86222064,57.856766,1.1789547,0.82702798,1014,23.884977,0,50.127441
191610,East Hollywood,28.349337,4374,18.495657,13.740284,19.821674,15.2492,14.746227,10.631001,7.315958,42.595673,27.766531,37.449394,72.132492,11.271347,13.56,86.44,34.283386,65.716614,56.149979,10,28,58,4,11.953353,29,24.942844,59.533607,16.689529,0,12.780064,2.5148606,66.689529,0.1371742,1.1888431,1029,17.341431,0,50.803459
191620,East Hollywood,24.390244,3034,18.094925,10.97561,21.95122,10.052735,13.216875,9.030982,16.677652,30.930931,16.124535,48.513012,66.969574,9.4985247,3.23,96.77,36.822723,63.177277,62.656559,13,23,54,10,14.511873,9,28.18611,65.677681,13.480554,0,12.162162,2.8345418,69.973633,0,1.5491101,1046,39.668701,0,65.209473
191710,Hollywood,14.665757,2932,19.815825,14.802183,18.894953,11.937244,15.416099,9.9931784,9.1405182,40.322582,21.12676,35.57642,67.970657,15.227818,4.92,95.08,24.80315,75.196854,60.641201,9,32,55,5,21.706865,29,38.372093,61.491108,21.828104,0,4.9795361,3.3424284,68.929062,0.64802182,0.27285129,870,35,1.3769363,53.5284
191720,Hollywood,18.819283,3879,26.243877,9.9767981,18.020109,14.101573,14.101573,9.8994589,7.6566124,20.413437,14.632174,44.46241,73.220337,12.5,5.91,94.09,23.624733,76.375267,60.453724,10,41,47,2,23.908524,6,41.067284,68.161896,16.653776,0,3.7380769,3.6865172,75.225571,0.48981696,0.20623872,928,34.571644,0,34.086445
191810,Hollywood,13.424736,3501,21.451014,14.795773,22.422165,18.737503,12.482148,6.8837476,3.2276492,24.903475,23.521505,41.577061,79.784172,16.63661,7.44,92.56,27.272728,72.727272,44.301628,11,34,55,1,25.703566,41,32.105114,64.75293,24.39303,0.91402459,6.3981719,4.6843758,60.896885,0.37132248,2.3421879,1105,15.291262,0,33.55526
191820,Hollywood,27.215889,2719,16.182421,8.4957705,23.501287,18.131666,16.734093,7.3188672,9.6358957,24.675325,40.234375,16.113281,80.093178,10.417768,12.21,87.79,51.765892,48.234108,36.447224,10,29,57,3,7.9872203,27,17.63401,46.099815,43.398308,0,3.3835969,5.9212947,42.184628,0.2574476,4.8547258,1077,13.852459,12.5,39.545456
191901,Hollywood,45.428734,3522,10.675753,13.458262,33.219761,18.767746,10.448608,5.8205566,7.609313,27.215189,42.440121,7.260479,80.561623,12.393494,5.14,94.86,41.314552,58.685448,36.286201,11,20,67,2,18.164436,NULL,19.222033,40.772289,56.984669,0.25553662,4.003407,4.9971609,30.011356,0,3.7478704,1385,18.265896,0,40.425533
191902,Hollywood,15.593895,3014,19.508959,1.7252821,21.831453,22.362309,11.048441,13.404114,10.119443,46.153847,64.953667,5.9814658,77.191559,8.4121981,38.79,61.21,59.968102,40.031898,20.802919,15,37,43,5,3.3707864,NULL,12.412645,23.061563,71.267418,0,6.5693431,3.2846715,16.755142,0.33178499,1.791639,1491,6.9503546,1.5306122,19.897959
192001,Fairfax,42.105263,2470,11.740891,6.1133604,26.761133,20.526316,6.5182185,10.566802,17.773279,18.543047,56.333168,8.8220797,67.582169,7.4616923,15.73,84.27,59.420288,40.579712,25.141701,18,27,44,10,26.455027,NULL,17.263987,33.872379,70.445343,0,6.4372468,6.680162,9.6356277,0.20242915,6.5991902,1342,21.108395,0,1.7241379
192002,Fairfax,19.562716,2607,8.7456846,5.1016493,23.820484,19.831224,18.411968,10.164941,13.92405,57.142857,61.130898,4.5414071,80.341522,7.6205287,41.06,58.94,82.901558,17.098446,22.209436,17,27,52,4,8.3870964,NULL,10.440835,20.494972,75.412354,1.5726889,2.8768699,5.6770234,10.701956,0,3.75911,1737,4.5101089,0,13.157895
192300,Hancock Park,10.679957,2809,11.463154,7.0131721,26.450695,19.508722,11.676753,8.8999643,14.98754,22.84264,75.938866,3.0567687,76.598312,7.3490815,33.14,66.86,68.873238,31.12676,25.275898,10,34,51,4,14.285714,7,8.2947664,15.592737,60.733356,0,18.084728,2.2783909,15.16554,1.0323958,2.7055893,1537,2.1442494,0,11.801242
192410,Larchmont,9.1208515,3947,14.922726,8.4367876,21.839371,15.758804,19.331137,10.53965,9.1715231,45.045044,59.173553,10.148761,72.679962,10.302307,33.47,66.53,60.909092,39.090908,36.230049,7,38,52,4,22.34763,1,10.80944,37.32555,39.34634,0,21.180643,5.447175,26.121105,0.17734988,7.7273879,1267,9.8062239,1.0186757,13.412563
192420,Larchmont,17.379051,4258,23.931423,10.051667,18.341944,19.234383,11.531236,10.310004,6.5993423,41.355141,31.127712,23.550339,70.244484,9.0407467,13.91,86.09,47.724258,52.275742,53.147018,6,46,46,2,8.4403667,6,25.34182,55.139084,10.850164,0,38.257397,5.6129637,45.091591,0,0.18788163,1199,13.983976,0,11.776251
192510,East Hollywood,22.367702,3666,20.185488,8.9198036,15.248227,18.466993,17.621386,5.8101473,13.747954,56.880733,30.511736,30.934975,66.861977,10.856865,16.01,83.99,42.328484,57.671516,65.602837,13,44,40,4,6.034483,29,21.30744,54.485775,5.3464265,0,37.097652,1.0365521,54.964539,1.3366066,0.2182215,1229,15.835521,0,27.297297
192520,East Hollywood,13.69863,4964,27.860596,10.495568,17.344883,15.290089,12.550363,11.66398,4.7945204,22.456814,24.673203,42.516338,73.402008,11.874775,7.21,92.79,32.366974,67.633026,54.895245,9,37,52,3,15.710382,0,31.466558,66.680099,7.816277,0,13.940371,1.4101532,74.979858,1.6921837,0.16116035,971,19.36937,0,49.602314
192610,East Hollywood,16.48237,4793,23.179638,9.4512835,22.428541,13.728354,12.53912,9.5973291,9.0757351,26.269316,13.409724,39.733665,69.448112,20.570343,6.46,93.54,39.26358,60.73642,57.229294,10,42,46,2,34.782608,0,29.573935,68.901421,8.4915504,0.81368661,9.4512835,4.777801,73.815979,0.47986647,2.169831,1035,23.045547,0,42.844284
192620,East Hollywood,31.524122,3648,25.24671,10.553728,19.517544,12.801535,13.843202,12.691886,5.3453946,27.792208,23.911186,33.646458,69.880363,14.3001,4.83,95.17,31.022062,68.977936,60.882675,12,34,53,0,21.6,15,29.196676,65.180054,8.0592108,0,22.478069,1.3432018,66.036186,0,2.0833333,994,20.660458,0,44.733986
192700,East Hollywood,22.048939,3719,16.671148,10.432912,20.22049,17.800484,17.020704,8.0397959,9.8144665,33.762886,25.009222,20.951679,66.876175,16.165413,11.43,88.57,46.975693,53.024307,47.566551,14,19,65,3,13.432836,239,33.01963,58.806129,10.271579,0.34955633,20.785158,3.06534,63.511696,0,2.0166712,1064,17.371737,0,52.258064
194101,Hollywood Hills West,31.448538,3148,11.817027,4.7331638,26.365946,20.775095,16.359594,9.2121983,10.736976,26.845638,66.920441,0.45679483,82.352943,7.3149743,31.18,68.82,56.009335,43.990665,27.223635,8,29,59,4,12.169312,NULL,8.0050821,19.949175,77.445999,0,6.797967,4.1613722,9.6886911,0,1.905972,1493,6.7745805,0,34.139786
194102,Hollywood Hills West,17.118778,3797,17.935211,5.8730578,17.48749,13.062944,16.170662,14.959178,14.511456,17.93722,66.367096,0.34566194,75.063293,7.7993255,72.57,27.43,82.938385,17.061611,22.228075,10,42,44,3,16.10487,NULL,6.5578089,19.094021,81.353699,0.31603897,6.0310774,2.4229655,6.0574136,0,3.8188043,2012,1.4402003,0,22.026432
194200,Hollywood Hills West,19.193857,3647,15.547025,3.0710173,9.7066078,17.438992,21.798738,17.768028,14.669592,54.464287,65.902962,2.3247979,76.756065,9.1514139,68.53,31.47,54.50597,45.49403,25.253633,11,44,41,4,20.121952,0,4.8533039,11.982451,81.299698,0,2.440362,3.4548945,5.4565396,2.3581026,4.9904032,2623,0.97087377,0,13.227513
194300,Hollywood Hills West,15.541265,3732,15.085745,6.4308681,11.548767,17.524117,22.454449,14.013933,12.942122,29.583334,60.566746,3.3117106,70.932755,10.353867,75.49,24.51,54.981548,45.018452,21.784565,15,36,42,7,10.211267,0,10.450161,15.192926,77.170418,0,3.8049304,1.0718113,14.255091,0.48231512,3.2154341,2079,0.52562416,0,17.22913
194401,Beverly Grove,23.133118,2464,5.965909,4.8701301,36.93182,17.167208,11.607142,8.6038961,14.853896,25,55.894402,6.2812924,74.751831,3.290993,15.94,84.06,68.478264,31.52174,26.136364,10,27,58,5,17.741936,NULL,4.7391305,19.47826,68.790581,0,5.3165584,5.1948051,16.517857,0,4.1801949,1449,13.125,0,47.619049
194402,Beverly Grove,26.395632,3296,6.7354369,10.92233,28.033981,24.211164,12.560679,9.7087383,7.8276701,24.444445,69.786293,1.8791451,86.759918,7.3865767,27.91,72.09,65.517242,34.482758,18.476942,7,22,69,2,29.752066,NULL,16.353155,30.946602,76.547333,0.6674757,10.800971,1.1225728,7.1298542,1.1225728,2.6092234,1745,6.4324594,0,39.639641
194500,Beverly Grove,77.70961,1956,12.678937,9.0490799,16.104294,21.421268,8.2822084,14.212679,18.251534,36.158192,56.629654,5.0947094,65.315575,13.475178,50.94,49.06,71.44886,28.551136,35.991821,14,38,39,10,14.871795,29,12.677538,24.355602,77.965233,0,9.8670759,2.1472392,4.0388546,0.20449898,5.7770963,1396,8.4905663,0,24.596775
195100,Silver Lake,10.117361,4942,15.681911,4.1278834,13.476325,19.32416,12.990692,16.309187,18.089842,30.882353,67.448906,6.838254,69.720833,9.9931555,61.94,38.06,70.390312,29.60969,15.034399,8,47,42,4,25.221239,0,7.7215991,13.391157,64.548767,0,14.528531,3.358964,13.577499,0,3.9862404,2034,3.3613446,0,13.419354
195201,Los Feliz,16.915422,3015,12.935324,2.5870647,27.82753,22.321724,11.741294,11.077944,11.509121,17.948717,63.133099,2.1986651,78.40181,8.4134617,20.89,79.11,63.328999,36.671001,25.505804,12,31,54,3,9.2592592,NULL,9.1210613,20.431177,59.369816,0,16.451078,0.76285243,18.242123,0,5.1741295,1445,8.6814623,0,43.333332
195202,Los Feliz,14.211137,3448,17.140371,6.2064967,17.227379,18.097448,17.836428,12.151972,11.339908,37.850468,65.380249,6.394249,78.573914,4.603807,55.72,44.28,77.586205,22.413794,21.86775,6,49,38,6,8.6206894,NULL,5.4046159,12.825007,75.754059,0,7.8016243,2.6102087,10.092808,0,3.7412994,1982,3.1380754,2.0304568,21.658207
195300,Los Feliz,13.421053,3800,12.473684,9.3947372,26.921053,18.447369,12.657895,8.6842108,11.421053,49.859943,57.056248,12.933648,74.482552,6.7090116,20.78,79.22,63.212437,36.787563,35.552631,13,27,55,6,10.070257,20,13.289474,35.578949,44.473682,0.28947368,16.236841,0.34210527,36.394737,0,2.2631578,1390,6.4077668,0,43.881855
195400,Silver Lake,24.847527,4427,7.5446124,2.3040433,30.426926,23.582561,10.887734,9.735713,15.51841,36.274509,66.098724,10.09772,70.553932,10.606061,35.4,64.6,71.112999,28.887001,26.586853,11,33,55,2,9.6000004,11,10.527508,22.503962,64.332504,0,15.02146,2.0555682,18.116106,0,0.47436187,1272,10.638298,0,12.307693
195500,Silver Lake,14.6282,4922,12.616822,6.0544496,23.262901,18.224298,12.799675,12.982528,14.059325,21.14094,47.164627,8.7934046,68.458702,4.6848669,43.01,56.99,47.673531,52.326469,26.635513,12,32,50,5,9.1743116,0,16.642696,27.141977,39.922794,0.42665583,14.364079,4.9573345,39.028851,0,1.3002844,1245,8.2581224,3.5426731,46.698872
195600,Echo Park,30.293941,3334,18.986202,6.658668,29.064188,18.296341,8.1283741,9.6580687,9.2081585,43.693695,40.701897,20.572811,75.25473,12.088975,27.48,72.52,49.449036,50.550964,43.551289,8,36,53,3,22.779922,92,23.291832,39.174004,23.905218,0,12.177565,0.95980805,60.707859,0,2.2495501,1091,13.541667,0,37.756714
195710,Echo Park,22.36622,4784,23.265051,14.862041,14.318562,16.429766,12.270067,8.3612041,10.493311,39.803093,21.351351,37.804054,65.681877,14.538153,12.2,87.8,29.61039,70.38961,48.285954,11,33,51,5,19.226118,135,33.857758,62.564655,13.837792,0,7.3787627,3.5953178,73.745819,0,1.4423077,1009,15.015244,0,56.816101
195720,Echo Park,27.440395,2223,17.498875,8.9518671,26.54071,17.049032,11.111111,9.1318035,9.7165995,50.753769,31.804281,29.663609,75.013405,12.651895,15.1,84.9,32.731647,67.268349,37.381916,14,29,53,4,16.810345,14,11.381017,41.880341,20.242914,0.40485829,9.3117409,0.71974808,68.78093,0,0.53981107,987,19.679634,0,61.953728
195802,Westlake,21.113943,2747,18.602112,10.010921,20.640699,14.124499,13.469239,10.811794,12.340735,38.545456,22.437532,29.780724,67.921227,14.690722,11.44,88.56,47.229553,52.770447,55.187477,9,38,48,5,17.868338,35,22.970512,58.536587,9.8289042,0.36403349,26.392427,2.3662176,58.354568,0.18201675,2.511831,1070,16.666666,0,41.291584
195803,Silver Lake,19.10828,2983,12.370097,6.4364734,29.265841,14.951391,13.241703,11.163259,12.571237,35.9375,41.82494,13.25351,71.180031,9.2986183,32.76,67.24,49.300156,50.699844,43.110962,11,33,51,5,13.513514,NULL,23.030506,46.563862,29.96983,0.23466308,20.952063,4.4921222,43.747906,0,0.60341936,1201,6.3464837,0,27.913279
195804,Silver Lake,13.104013,2442,13.104013,5.077805,26.658476,16.912367,21.294022,7.0024571,9.95086,37.096775,33.333332,16.116116,75.258217,12.227075,18.63,81.37,45.566288,54.433712,46.642097,16,25,55,4,17.424242,NULL,26.863226,47.338249,21.703522,0,15.601966,5.1597052,56.633907,0,0.9009009,1136,13.137255,0,45
195901,Silver Lake,16.471607,2307,11.876897,6.0251408,38.664932,12.743823,10.056351,8.2358036,12.397053,55.395683,51.795143,15.6283,74.370155,10.553746,14.39,85.61,40.567375,59.432625,30.559168,5,23,67,6,11.764706,NULL,21.555555,39.111111,45.730385,0,8.7993069,1.3437364,43.346336,0,0.7802341,1299,10.424355,0,57.299271
195902,Silver Lake,10.411502,2017,10.85771,6.5939512,34.705006,11.650967,19.781855,6.8418446,9.5686665,57.894737,57.717716,8.048048,74.205505,8.0656672,22.59,77.41,64.375,35.625,23.79772,7,31,60,2,14.285714,NULL,24.640554,36.192364,54.486862,0.8428359,15.220625,1.536936,25.830441,1.4377788,0.64452159,1402,12.139303,0,29.680365
195903,Silver Lake,16.407598,2316,17.40069,8.7219343,27.288429,17.098446,11.442142,11.139896,6.908463,53.465347,38.164814,17.708942,75.428574,10.261708,11.25,88.75,65.507248,34.492752,29.792746,10,38,50,3,16.883118,NULL,17.443869,40.889465,35.276337,0,23.57513,5.6563039,31.735752,0.17271157,3.583765,1017,10.075027,0,20.347395
197200,Elysian Valley,7.2258062,3875,16.516129,10.425806,17.729033,11.922581,14.064516,14.32258,15.019355,45.79208,18.120806,27.234194,62.032085,6.4176245,49.42,50.58,67.947311,32.052689,47.019356,10,41,41,8,22.24299,5,8.36129,36.232258,7.6903224,1.31612901,30.580645,0.33548388,59.819355,0,0.25806451,1086,7.8333335,0,26.40625
197300,Echo Park,17.629025,3914,12.161471,7.4603987,21.793562,17.194685,17.322432,13.260092,10.807358,43.835617,38.397964,19.675779,71.457199,9.0945511,26.64,73.36,49.259258,50.740742,41.389881,8,29,57,6,21.84874,10,20.107307,41.313236,35.615738,0,17.066938,1.8395504,44.37915,0,1.0986203,1201,10.849598,0,28.361345
197410,Echo Park,10.732617,4286,18.012133,7.1628556,23.051796,17.732151,15.772282,8.5627623,9.7060194,53.420197,58.777676,6.9535394,75.174339,4.8979592,44.72,55.28,54.141415,45.858585,23.098459,10,37,49,4,8.8669949,2,12.797758,24.007473,52.286514,0,11.782548,1.2832478,31.614559,0,3.0331311,1639,7.8711987,0,42.227978
197420,Echo Park,24.298525,3457,15.244431,11.310385,20.133064,20.24877,8.6201906,10.587214,13.855945,52.429668,36.510437,24.497833,61.174114,11.341331,32.47,67.53,61.120399,38.879601,34.59647,12,33,52,3,13.747229,60,20.983103,55.453148,24.877062,0.78102404,13.827018,4.2233152,54.613827,0.34712178,1.3306335,1114,12.319391,1.3282733,52.561668
197500,Echo Park,21.119593,3930,15.801527,10.38168,26.106871,18.346056,14.580153,4.6819339,10.101781,39.950981,40.985867,24.646673,78.769958,13.063063,18.55,81.45,41.418438,58.581562,35.877861,13,28,56,3,9.2783508,64,14.961832,44.580154,25.521629,3.0025446,12.951653,2.2391858,53.206108,1.8320611,1.2468194,1343,10.566038,0,59.259258
197600,Echo Park,19.777504,2427,17.346518,8.1994228,20.93119,19.118254,13.844253,11.330861,9.2295017,53.266331,36.745987,27.116768,70.201279,11.608392,26,74,54.331451,45.668549,43.757725,11,31,53,4,6.9565215,31,16.687267,41.244335,23.650597,0,29.460239,0.20601566,43.881336,0,2.8018129,1203,15.04606,0,14.489311
197700,Chinatown,15.289336,5167,16.334431,12.734662,21.482485,13.412038,13.31527,12.34759,10.373525,41.793312,31.814461,32.98772,64.897224,9.0845804,17.12,82.88,57.354576,42.645424,52.23534,8,38,51,3,13.648293,5,34.352623,58.331722,14.786143,0.58060772,50.512871,3.9094253,30.210955,0,0,1078,14.285714,0,42.293907
199000,Lincoln Heights,29.613579,5538,23.817263,8.8118458,18.689058,13.831708,13.94005,9.7146988,11.195377,40.163933,13.428036,46.448673,61.998215,7.8057556,29.62,70.38,45.059566,54.940434,51.534851,8,42,46,4,16.300129,22,32.538822,64.499817,5.0559769,0,28.367641,0.19862767,63.849766,0,2.5279884,1044,16.25709,0,34.116756
199110,Montecito Heights,15.2,2500,20.639999,8.6400003,13,17.280001,11.16,14.28,15,43.51852,11.990951,38.065609,63.155293,17.384495,52.42,47.58,54.594017,45.405983,37.439999,12,36,44,8,26.640926,33,21.68,49.560001,7.52,0.63999999,2.0799999,3.8399999,85.919998,0,0,1134,12.033195,0,58.52713
199120,Lincoln Heights,20.963425,4484,23.996431,12.176628,13.67083,12.466548,13.804639,11.083854,12.80107,48.534798,13.556953,46.715584,53.45805,11.558855,22.48,77.52,39.859833,60.140167,50.914364,7,42,43,8,8.3457527,52,48.267567,69.008659,2.1409457,0,24.598572,0,72.881355,0,0.37912577,968,20.166512,1.8674136,41.830067
199201,Lincoln Heights,15.772871,4121,26.255764,9.9733076,13.516137,16.452318,14.365445,10.361563,9.0754671,34.549877,9.6651449,50.076103,65.359062,15.488868,14.58,85.42,43.78801,56.21199,55.860229,13,33,49,6,17.843866,14,28.161478,61.770428,1.7471488,0,33.656879,0,63.309875,1.2860956,0,907,28.665569,0,54.621071
199202,Montecito Heights,17.73399,3045,25.155993,11.888342,12.577996,16.256157,11.724138,11.625616,10.771757,54.143646,18.988003,41.05373,64.545067,12.971542,44.47,55.53,43.778111,56.221889,43.809525,9,45,41,5,18.396227,4,23.61248,53.727421,8.3087025,0,9.4252872,0.19704433,80.62397,0,1.4449918,1051,10.225922,0,43.342037
199300,Montecito Heights,16.87289,3556,21.512936,5.6524186,14.454443,19.375704,12.570304,13.892014,12.542182,40.298508,27.104248,30.424711,63.705235,12.378378,56.98,43.02,42.118645,57.881355,33.183353,9,36,47,7,13.694267,20,22.052155,42.035149,19.853767,0.81552306,11.023623,2.1934757,64.763779,0.47806525,0.87176603,1067,6.6833749,0,15.163399
199400,Montecito Heights,21.271881,4513,22.579216,14.114779,13.73809,15.865278,9.8825617,12.430756,11.389319,19.309261,12.985649,56.947849,56.902172,13.085005,38.26,61.74,50.713013,49.286987,49.723022,10,38,47,4,28.121212,8,28.029295,64.647141,3.922003,0.39884776,23.886551,0.7090627,70.529579,0,0.55395526,1045,15.273312,0,23.81423
199700,Lincoln Heights,23.961176,3297,23.991507,12.314225,16.833485,12.223233,12.647861,9.8877764,12.101911,35.96059,20.047619,42.761906,70.200462,12.355848,18.16,81.84,36.005089,63.994911,47.67971,9,34,51,6,15.049505,116,35.426144,66.393692,9.9787683,1.0615711,15.832575,0.78859568,72.095848,0,0.24264483,1118,15.642458,0,46.0177
199800,Lincoln Heights,18.818819,4995,23.023024,9.1091089,15.595595,11.771771,14.894895,11.071071,14.534534,53.186813,6.6666665,51.415928,61.052368,12.28866,27.04,72.96,46.966946,53.033054,55.115116,8,44,39,9,13.356164,38,30.09009,63.703705,0.9009009,0,35.455456,0.020020019,62.942944,0.48048049,0.2002002,926,24.119602,0,29.652174
199900,Lincoln Heights,24.27363,2719,29.0548,11.511585,13.350496,15.336521,10.555351,9.6358957,10.555351,40.255592,11.386139,53.155941,59.371834,13.225256,19.17,80.83,38.076313,61.923687,46.26701,13,37,44,6,18.435755,15,36.594337,70.871643,1.0665686,0,19.0879,0.99301213,78.374405,0,0.47811696,940,22.53886,0,46.708862
201110,El Sereno,12.043658,2657,28.980053,7.1132855,16.597666,10.161837,15.807302,10.048927,11.29093,58.201057,14.369847,38.92815,61.209965,10.631229,61.76,38.24,64.199196,35.800808,27.963869,12,38,42,8,16.728624,12,14.414754,57.960106,9.8983812,0,7.2638316,0.18818216,82.386147,0,0.26345503,1202,6.9518719,0,42.337662
201120,El Sereno,12.212644,4176,24.281609,13.074713,15.229885,17.480843,12.308429,7.8544064,9.7701149,24.358974,14.334863,32.683487,72.463326,16.786165,32.18,67.82,45.567474,54.432526,42.409004,18,36,43,4,23.932926,10,27.418583,60.416668,5.6752872,0,6.7289271,2.8017242,82.902298,0,1.8917625,1110,11.729323,0,50.887573
201200,El Sereno,17.293234,2660,27.969925,10.075188,19.586466,13.796992,9.5112782,12.030075,7.0300751,26.492537,9.1019421,43.992718,70.89814,16.985138,28.12,71.88,41.860466,58.139534,37.18045,8,50,39,3,25.797102,24,21.602125,60.136673,2.1804512,0,4.7368422,0.2631579,92.81955,0,0,1055,10.66482,0,42.741936
201301,Montecito Heights,28.122166,3307,23.737526,9.7066832,11.248866,19.02026,14.151799,11.097672,11.037194,57.943924,19.854612,36.074512,63.677811,13.066826,44.65,55.35,36.23304,63.76696,37.889324,12,39,46,3,6.2645011,6,17.153284,58.789539,7.5294828,0,10.130027,1.1793166,81.130936,0,0.030238887,1151,9.1778202,0,31.082802
201302,Montecito Heights,11.500547,3652,11.363636,4.5180721,22.289156,13.554217,14.156627,14.156627,19.961664,81.21212,52.604168,11.523438,66.460396,9.357542,62.72,37.28,70.570572,29.42943,36.473164,18,37,38,7,3.030303,6,12.716763,30.690889,21.412924,0,32.393208,11.555312,29.107338,1.5607886,3.9704273,1603,8.9141006,0,12.439024
201401,El Sereno,16.578896,5127,27.286913,10.669007,18.100254,14.199337,13.048567,7.0021453,9.693778,60.877514,18.704809,36.529392,66.882446,14.789005,42.98,57.02,45.526932,54.473068,41.642284,13,38,46,3,14.516129,5,32.659073,54.340141,5.2077236,0.66315585,7.5287695,2.8866785,83.518623,0,0.19504583,1122,12.47216,0,55.396713
201402,El Sereno,13.424249,4693,18.176006,12.358832,11.101641,16.066483,10.164074,13.552099,18.580866,26.896551,14.693252,34.8773,62.872627,11.912226,69.79,30.21,57.763237,42.236763,35.819305,10,38,42,9,16.479401,7,13.812981,34.756618,7.9480076,0,19.347965,1.1719582,71.382912,0,0.14915831,872,10.598413,0,44.665886
201501,El Sereno,20.717722,5406,21.883093,14.502405,13.411025,13.743988,15.427303,9.7114315,11.320755,40.051022,10.526316,38.732189,65.090248,14.952615,44.55,55.45,51.0975,48.9025,36.237514,15,36,44,5,19.042553,0,25.115934,54.999073,7.4916759,0.20347762,6.8997412,0.18497965,84.998154,0,0.22197558,1056,9.6753244,1.6060863,48.43618
201503,El Sereno,26.788433,3285,29.497717,7.5799088,16.925419,13.089802,11.841704,9.7716894,11.293759,50.200802,9.1436863,41.461056,58.712914,15.516014,24.86,75.14,42.745098,57.254902,38.812786,12,34,51,3,13.803681,12,25.968874,68.324684,4.809741,0,2.7397261,0.060882799,92.237442,0,0.152207,1134,14.576271,0,56.449947
