Area,Immigrant_Citizen,Immigrant_Non-Citizen,Immigrant
237500,26.457726,73.542274,48.241913
237600,25.066668,74.933334,39.682541
237710,19.83346,80.166542,43.640568
237720,18.284229,81.715775,38.608231
237800,43.720932,56.279068,22.548506
237900,43.055557,56.944443,9.0270815
238000,28.174124,71.825874,15.140974
238100,55.303032,44.696968,14.354067
238200,54.637436,45.362564,10.854841
238310,11.837655,88.162346,37.537029
238320,19.082569,80.917435,27.834524
238400,39.203674,60.796326,12.468971
239201,13.547574,86.452423,42.626915
239202,24.78968,75.21032,35.603035
239310,20.046728,79.95327,50.081909
239320,24.276432,75.723564,43.837391
239330,21.094891,78.905113,43.783958
239501,28.34008,71.65992,40.054054
239502,23.40752,76.592476,37.048622
239601,31.410257,68.589745,37.802906
239602,22.394365,77.605637,40.490448
239701,20.875252,79.124748,40.414719
239702,27.61076,72.389244,34.450806
239801,18.451519,81.548477,39.395668
239802,30.991085,69.008911,40.029388
240010,22.445415,77.554588,30.929228
240020,24.640089,75.359909,32.377197
240200,33.136093,66.863907,34.983063
240300,30.640818,69.359184,37.394279
240401,22.626154,77.373848,34.780148
240402,21.022728,78.977272,32.696392
240500,26.840179,73.159821,37.553452
240600,32.771221,67.228783,35.054188
240700,31.89386,68.10614,31.252033
240800,14.895209,85.10479,26.989899
240900,27.474152,72.525848,34.06575
241001,18.00738,81.992622,30.80946
241002,21.717173,78.282829,28.393881
241110,24.695459,75.304543,28.85906
241120,25.819672,74.180328,32.275131
241201,36.217949,63.782051,32.286995
241202,16.067415,83.932587,36.105476
241300,22.778675,77.221321,27.933212
241400,17.956903,82.043098,37.016247
242000,36.145649,63.854351,27.564259
242100,14.558473,85.441528,30.068174
242200,37.182587,62.817413,29.641577
242300,26.45241,73.547592,33.415943
242600,18.169014,81.830986,28.791565
242700,17.048056,82.951942,33.862843
243000,31.483051,68.516953,34.035191
243100,20.971979,79.028023,34.60606
261101,60.659115,39.340885,24.961439
261102,82.437279,17.562723,27.630602
261200,74.492752,25.507246,25.88147
262100,73.333336,26.666666,27.245707
262200,79.95356,20.04644,27.407722
262301,72.768532,27.231468,22.084866
262302,84.190231,15.809769,25.080593
262303,79.813667,20.186335,21.668909
262400,68.315018,31.684982,18.019802
262501,56.074768,43.925232,7.8966789
262601,79.472954,20.527046,19.180634
262604,70.183487,29.816513,20.027561
262704,70.744682,29.25532,21.387941
262706,63.636364,36.363636,11.379311
262802,68.71508,31.284916,15.178066
264000,76.098419,23.901581,18.213829
264102,65.042976,34.95702,25.77548
264103,66.085793,33.914207,29.911789
264301,53.462837,46.537163,23.106947
264302,70.545456,29.454546,19.923927
265100,80.745338,19.254658,24.542683
265201,68.710091,31.289911,26.75094
265202,47.02869,52.97131,27.400337
265301,22.580645,77.419357,17.492838
265303,33.30241,66.697586,21.888325
265304,45.584045,54.415955,20.324263
265305,33.444817,66.555183,27.930874
265410,60.43956,39.56044,19.252468
265420,79.418884,20.581114,19.290051
265510,40.588535,59.411465,47.631706
265520,70.373024,29.626972,31.502825
265601,72.823532,27.17647,28.82333
265602,73.969284,26.03072,42.2617
265700,70.027626,29.972376,27.932098
267100,64.39357,35.60643,30.582453
267200,63.269142,36.730858,37.628136
267300,50.709484,49.290516,30.515041
267402,67.272728,32.727272,34.643787
267403,49.019608,50.980392,36.54723
267404,60.543133,39.456867,38.677788
267501,36.794426,63.205574,43.471676
267502,45.773525,54.226475,37.210682
267600,40.894569,59.105431,31.352253
267700,49.448818,50.551182,37.091122
267800,66.109787,33.890213,28.120806
267901,64.296997,35.703003,27.167381
267902,63.010967,36.989033,28.772232
269000,55.326462,44.673538,25.693096
269100,69.931442,30.06856,25.404329
269300,73.459717,26.540285,14.409287
269500,77.678574,22.321428,22.360868
269601,33.668732,66.331268,40.577888
269602,45.462879,54.537121,39.744991
269700,52.287582,47.712418,32.025116
269800,41.025642,58.974358,28.423929
269903,41.003136,58.996864,40.186443
269904,34.162304,65.8377,38.019409
269905,26.705013,73.294991,38.126568
269906,47.895336,52.104664,30.425753
269907,50.413223,49.586777,33.952999
270100,43.026154,56.973846,34.709316
270200,48.770279,51.229721,49.54628
270300,51.317829,48.682171,25.851704
271100,54.084969,45.915031,25.457571
271200,43.806648,56.193352,46.867256
271300,77.46479,22.535212,25.278149
271400,86.341461,13.658537,11.202186
271500,58.805031,41.194969,20.476498
271600,24.111822,75.888176,37.969925
271701,56.834171,43.165829,33.918526
271702,30.76923,69.230766,36.510128
271801,29.404388,70.595612,44.828556
271802,57.517792,42.482208,34.648582
271901,30.434782,69.565216,26.436781
271902,56.365742,43.634258,22.10284
272100,71.898735,28.101265,17.865219
272201,37.111111,62.888889,35.742653
272202,42.055267,57.944733,30.962566
272301,38.37838,61.62162,33.759125
272302,37.71645,62.28355,40.939301
273100,58.314857,41.685143,20.889301
273200,41.845764,58.154236,22.426992
273300,50.257732,49.742268,21.773289
273402,64.851486,35.148514,14.444047
273502,45.833332,54.166668,13.765182
273600,47.916668,52.083332,20.092089
273700,51.083031,48.916969,19.785715
273800,32.367973,67.632027,17.638222
273902,50.505051,49.494949,13.473054
274100,53.565216,46.434784,26.794035
274202,58.512932,41.487068,23.096067
275101,50.739956,49.260044,37.185535
275102,27.041645,72.958359,47.568821
275200,41.23193,58.76807,38.597767
275302,52.533531,47.466469,27.952511
275311,53.167702,46.832298,27.961098
275400,53.97039,46.02961,21.846516
275500,47.078384,52.921616,40.003799
275602,40.714787,59.285213,17.985884
275603,72.944695,27.055305,22.654926
276000,80.654335,19.345661,12.594052
276100,44.99358,55.00642,25.701088
276400,68.898491,31.101511,11.087165
276500,41.75655,58.24345,12.310319
276601,81.027664,18.972332,25.130369
276603,53.787151,46.212849,19.705271
276604,36.012363,63.987637,15.227112
277000,89.364037,10.635965,16.394032
277100,77,23,25
277200,43.082314,56.917686,22.613861
277400,38.975502,61.024498,26.257311
278001,65.686272,34.313725,12.171838
278102,72.569443,27.430555,9.2903223
291110,18.181818,81.818184,20.644258
291120,37.375965,62.624035,39.589699
291130,49.680626,50.319374,39.44569
291210,45.409317,54.590683,38.312252
291220,40.123806,59.876194,46.837112
291300,69.654091,30.345911,26.346313
292000,34.302326,65.697678,35.817345
293201,59.951458,40.048542,37.488625
293202,29.250084,70.749916,45.874844
293301,71.464333,28.535669,27.551723
293302,54.887936,45.112064,38.141144
293304,47.561646,52.438354,41.848202
293306,60.199715,39.800285,29.379715
293307,29.253731,70.746269,37.34671
294110,42.227043,57.772957,30.455847
294120,39.323467,60.676533,39.647945
294200,36.332653,63.667347,26.389639
294301,40.965347,59.034653,30.149254
294302,39.705013,60.294987,33.571003
294410,40.879478,59.120522,24.663588
294421,25.752018,74.247986,44.998348
294510,30.847458,69.152542,42.949253
294520,33.599419,66.400581,37.67086
294610,36.754585,63.245415,40.286442
294620,37.277489,62.722511,42.369122
294701,33.333332,66.666664,42.645241
294810,20.00935,79.990646,47.916668
294820,14.629049,85.370949,49.778934
294830,17.133066,82.866936,46.127502
294900,20.33543,79.664574,38.864746
295103,47.398029,52.601971,14.61159
296210,32.295273,67.704727,31.538742
296220,42.090195,57.909805,30.356367
296300,65.67411,34.32589,26.688742
296401,72.360619,27.639383,24.670763
296402,55.762081,44.237919,17.67992
296500,38.839943,61.160057,34.049999
296600,35.769501,64.230499,27.89649
296901,42.519684,57.480316,32.739628
296902,52.580402,47.419598,33.694557
297000,49.278847,50.721153,15.98156
297110,20.588236,79.411766,35.376465
297120,35.357494,64.642509,26.946424
297201,67.258598,32.741398,24.597324
297202,54.820629,45.179371,22.954195
297300,71.732521,28.267477,14.316797
297400,75.748032,24.251968,16.883808
297500,79.32692,20.673077,8.1568632
297601,75.757576,24.242424,1.2865497
297602,58.797329,41.202671,11.210986
300100,71.122391,28.877609,29.743332
300200,61.484802,38.515198,35.359409
300301,74.6922,25.307798,33.516735
300400,60.491493,39.508507,28.369682
300501,69.731804,30.2682,34.061989
300502,61.568172,38.431828,43.128437
300600,66.705811,33.294186,37.987953
300701,95.916283,4.0837164,29.858253
300702,90.42691,9.5730915,43.631233
300800,61.267605,38.732395,42.951077
300901,88.963806,11.036196,44.680515
300902,87.050362,12.94964,27.029655
301000,79.105843,20.894161,44.336571
301100,74.158936,25.841066,52.187073
301203,70.692497,29.307503,54.800091
301204,58.889565,41.110435,63.777088
301205,82.335327,17.664671,44.652405
301206,65.972656,34.027348,60.545624
301300,76.327118,23.672884,34.556271
301400,87.760414,12.239583,41.401619
301501,85.855263,14.144737,65.376343
301502,47.017269,52.982731,73.155327
301601,70.474037,29.525959,68.237831
301602,54.613735,45.386265,45.866142
301701,83.086517,16.913485,44.226128
301702,68.854713,31.14529,61.670055
301801,60.094532,39.905468,65.705414
301802,52.558895,47.441105,70.767464
301900,66.67347,33.32653,61.511425
302002,56.757931,43.242069,57.988911
302003,55.043327,44.956673,75.24778
302004,47.465439,52.534561,78.819527
302102,70.480469,29.519529,50.129959
302103,55.26379,44.73621,70.812012
302104,68.022438,31.97756,53.103275
302201,57.92683,42.07317,68.232994
302202,56.266666,43.733334,65.892227
302301,59.223675,40.776325,59.692589
302302,54.650768,45.349232,57.123394
302401,49.50185,50.49815,59.673859
302503,53.914143,46.085857,69.276184
302504,33.133167,66.866829,64.209572
302505,53.133732,46.866268,55.629581
302506,52.854897,47.145103,54.232956
310100,86.307228,13.692768,40.202991
310201,64.776787,35.223213,38.640675
310202,65.287354,34.712643,52.200001
310300,88.901604,11.098398,30.63442
310400,69.991402,30.008598,36.64146
310501,42.469296,57.530704,44.5308
310601,39.134842,60.865158,45.509075
310602,68.909828,31.090176,29.495832
310701,70.460472,29.539532,46.262058
310702,76.725426,23.274574,44.902065
310703,67.558655,32.441349,51.423187
310800,76.694328,23.305672,26.551598
310900,80.487808,19.512196,24.385147
311000,66.414139,33.585857,29.427794
311100,72.056076,27.943926,26.458952
311200,57.714287,42.285713,21.671827
311300,77.390182,22.609819,20.109119
311400,75.3507,24.649298,22.487608
311500,58.601288,41.398712,22.863443
311600,55.485352,44.514648,24.100222
311700,61.165047,38.834953,19.534483
311801,53.451328,46.548672,37.944931
311802,55.547897,44.452103,37.619911
320000,,,
320100,46.388607,53.611393,37.672459
320201,26.544468,73.455536,39.682114
320202,46.018894,53.981106,36.94532
320300,32.772766,67.227234,36.177475
400204,73.653198,26.346802,18.809374
400205,70.285713,29.714285,26.644337
400206,82.656097,17.343904,18.789572
400207,74.576271,25.423729,15.863495
400302,73.892403,26.107595,20.741713
400304,52.567238,47.432762,23.378109
400402,74.959351,25.040651,14.559659
400403,68.656715,31.343283,16.381418
400404,81.599998,18.4,11.436414
400501,92.13974,7.8602619,10.904762
400602,37.64706,62.35294,25.76959
400603,72.85817,27.141829,26.970873
400604,42.857143,57.142857,25.641829
400800,54.633472,45.366528,11.827253
400900,72.911049,27.088949,17.207792
401001,60.76923,39.23077,8.1224613
401002,49.228611,50.771389,17.780548
401101,53.803749,46.196251,16.289511
401102,62.154697,37.845303,12.393016
401201,91.257996,8.7420044,14.096784
401202,90.40554,9.5944605,21.387772
401203,67.502022,32.497978,22.109026
401303,77.251183,22.748816,34.308945
401304,82.741119,17.258883,16.889574
401311,87.559242,12.440759,13.210205
401312,74.04203,25.957973,14.247974
401500,56.653992,43.346008,13.222725
401601,46.60194,53.39806,20.003883
401602,56.680161,43.319839,12.424547
401603,84.615387,15.384615,7.8609223
401701,74.049583,25.950413,13.917645
401703,46.66161,53.33839,28.024666
401704,55.763603,44.236397,29.809874
401800,59.816303,40.183697,22.025541
401901,24.784853,75.215149,14.609002
401902,79.024841,20.975161,19.103691
402001,48.902439,51.097561,24.969549
402002,68.771332,31.228668,13.412681
402101,47.521866,52.478134,34.313725
402102,58.284763,41.715237,23.096153
402200,68.768997,31.231003,18.910763
402301,40.402477,59.597523,33.546825
402303,34.266212,65.733788,32.176586
402304,22.182037,77.817963,41.054195
402402,38.614719,61.385281,35.791756
402403,31.733654,68.26635,30.564724
402404,26.174496,73.8255,14.593535
402405,40.104168,59.895832,38.464108
402406,42.663437,57.336563,43.620617
402501,25.6654,74.334602,37.19286
402502,30.342634,69.657364,40.839584
402600,40.223465,59.776535,30.690098
402702,15.685328,84.314674,31.940805
402703,43.198406,56.801594,31.968605
402705,38.425926,61.574074,36.496761
402706,46.482578,53.517422,36.387558
402801,28.277153,71.722847,41.140217
402803,27.900146,72.099854,40.02351
402804,33.070454,66.92955,44.150417
402902,33.195488,66.804512,41.01141
402903,47.371334,52.628666,40.004429
402904,48.261925,51.738075,34.543423
403000,38.311459,61.688541,39.603821
403200,58.47953,41.52047,23.170732
403303,72.204727,27.795275,44.545773
403304,72.166534,27.833462,52.03611
403305,61.909008,38.090992,52.456715
403312,65.011162,34.988838,35.206287
403316,69.102859,30.897139,36.448204
403317,68.867218,31.132784,29.53035
403318,72.877357,27.122641,27.775959
403319,63.776382,36.223618,39.678589
403320,73.729729,26.270269,51.685604
403321,70.665985,29.334011,31.527489
403322,70.598488,29.40151,43.014248
403323,70.773216,29.226786,49.751518
403324,70.5606,29.439398,47.770798
403325,80.484917,19.515079,34.851608
403401,74.117233,25.882769,51.008644
403402,62.428078,37.571922,48.157383
403403,84.101288,15.898713,48.676498
403404,75.467468,24.532536,50.720791
403405,88.633286,11.366712,40.783665
403406,59.950859,40.049141,41.91555
403407,66.442955,33.557049,56.653992
403408,83.473808,16.52619,51.946835
403500,70.230263,29.769737,32.357635
403600,75.876663,24.123337,23.354984
403702,75.975975,24.024025,17.651735
403703,69.955948,30.044052,22.98036
403721,56.598984,43.401016,24.019508
403722,37.730629,62.269371,18.657488
403801,63.093288,36.906712,19.517649
403802,50.728363,49.271637,19.541193
403901,48.043819,51.956181,18.591795
403902,62.876579,37.123421,20.741785
404000,47.508774,52.491226,29.057913
404100,43.486156,56.513844,34.885193
404201,40.033222,59.966778,32.089554
404202,49.035088,50.964912,28.795151
404301,38.152077,61.847923,39.047127
404302,45.350735,54.649265,29.844206
404401,33.959045,66.040955,30.688662
404402,59.769451,40.230549,37.660084
404501,30.149813,69.850189,41.459629
404503,47.832371,52.167629,44.978874
404504,35.373886,64.626114,51.028076
404600,45.051193,54.948807,20.546984
404701,45.798149,54.201851,43.846966
404702,50.418201,49.581799,47.846966
404703,31.258551,68.741447,41.879116
404801,53.927254,46.072746,48.87286
404802,43.257442,56.742558,49.044449
404803,53.78788,46.21212,32.038834
404901,50.828541,49.171459,50.868744
404902,58.793194,41.206806,43.455849
404903,49.88781,50.11219,44.507324
405001,53.44492,46.55508,41.058014
405002,42.291668,57.708332,42.806183
405101,48.793697,51.206303,42.128189
405102,57.290264,42.709736,52.844952
405201,47.780796,52.219204,41.511562
405202,55.950752,44.049248,41.494797
405203,55.320599,44.679401,38.447418
405301,64.44249,35.557507,32.67355
405302,47.969315,52.030685,36.597855
405400,66.55629,33.44371,27.114384
405500,58.195927,41.804073,30.115379
405600,76.675789,23.324213,25.228645
405701,67.903709,32.096291,27.442884
405702,61.345852,38.654148,26.102942
405800,57.107841,42.892159,27.98354
405900,58.801498,41.198502,20.848516
406000,55.825649,44.174351,23.008678
406101,52.214764,47.785236,20.980005
406102,61.570683,38.429317,17.222723
406200,50.337662,49.662338,33.092659
406300,68.171761,31.828243,40.52018
406402,83.982681,16.017317,20.597414
406411,70.817123,29.182878,38.49226
406412,67.656769,32.343235,23.727486
406500,72.46566,27.534336,23.8608
406601,76.865158,23.13484,25.867563
406602,51.980675,48.019325,36.207802
406701,66.279068,33.720932,31.906393
406702,54.857998,45.142002,33.211979
406800,67.522552,32.477448,30.381615
406901,51.498501,48.501499,41.743118
406902,67.804428,32.195572,29.772041
407001,58.224796,41.775204,34.688755
407002,55.242661,44.757339,44.625668
407101,52.275131,47.724869,39.122334
407102,48.573601,51.426399,48.389473
407200,46.797672,53.202328,38.57925
407301,41.372673,58.627327,32.621887
407302,51.737453,48.262547,33.162613
407400,68.848167,31.151833,36.53754
407501,36.64706,63.35294,37.694012
407502,49.222797,50.777203,42.314251
407601,36.377098,63.622902,45.42601
407602,41.3839,58.6161,38.215103
407701,29.503366,70.496635,45.231297
407702,50.689934,49.310066,36.0392
407801,48.144382,51.855618,37.531006
407802,56.38126,43.61874,31.923672
407900,60.848644,39.151356,35.207146
408003,52.014462,47.985538,40.274601
408004,64.488014,35.511982,40.476189
408005,77.855072,22.144928,36.005009
408006,63.490471,36.509529,51.79221
408133,54.17495,45.82505,51.335262
408134,79.166664,20.833334,44.460911
408135,70.225082,29.77492,39.617836
408136,79.894974,20.105026,35.852608
408137,56.620731,43.379269,39.568516
408138,35.394371,64.605629,39.701023
408139,28.5956,71.404396,39.027073
408140,34.857483,65.142517,45.873058
408141,42.030743,57.969257,45.399448
408202,42.014744,57.985256,40.537849
408211,46.567719,53.432281,63.358521
408212,66.611435,33.388565,47.538403
408301,52.662434,47.337566,36.42997
408302,56.875,43.125,35.467979
408303,70.858116,29.141886,26.976851
408401,70.214149,29.785852,33.668343
408402,81.550484,18.44952,31.027411
408501,51.397655,48.602345,34.743107
408503,74.201279,25.798721,38.755611
408504,64.30883,35.69117,41.902363
408505,74.223038,25.776966,37.986111
408623,61.107361,38.892639,44.275036
408624,83.420708,16.579292,45.281898
408625,71.19072,28.809284,46.146683
408626,69.106316,30.893682,56.361267
408627,67.342209,32.657787,57.356361
408628,70.947716,29.052288,56.49926
408629,69.486626,30.513376,50.309204
408630,58.991436,41.008564,38.911514
408631,67.242104,32.757896,43.762669
408703,83.037071,16.962925,60.463688
408704,66.28878,33.711216,53.189465
408705,63.660046,36.339954,55.58371
408706,72.628723,27.371273,58.355297
408722,67.786125,32.213875,48.845242
408723,52.755375,47.244625,51.36348
408724,26.762632,73.237366,61.234035
408800,22.341858,77.658142,38.141685
430002,64.368294,35.63171,34.112675
430003,78.602623,21.397381,31.043833
430101,65.442619,34.557377,30.360342
430102,54.910294,45.089706,40.574711
430200,67.781158,32.218845,31.30352
430301,78.897636,21.102362,14.208995
430302,63.451233,36.548767,15.591578
430400,71.887321,28.112677,38.840263
430501,72.433456,27.56654,12.417375
430502,66.320168,33.679832,14.047897
430600,72.76786,27.232143,31.168831
430701,65.247475,34.752529,37.178471
430721,69.068253,30.931744,53.045979
430723,56.466515,43.533485,55.453575
430724,46.287624,53.712376,59.313629
430801,62.852539,37.147461,53.691952
430802,79.280823,20.719177,42.983318
430803,77.575508,22.424494,46.196484
430901,55.075939,44.924061,28.451218
430902,54.342724,45.657276,36.488224
431001,37.16814,62.83186,21.733755
431002,58.008659,41.991341,20.81081
431100,43.91066,56.08934,34.085033
431200,56.08934,43.91066,38.959122
431300,63.782051,36.217949,22.584148
431400,60.20874,39.79126,41.088181
431501,77.209862,22.790138,36.493305
431502,69.873421,30.126583,35.706215
431600,75.717758,24.282238,51.490856
431700,78.015144,21.984858,55.450592
431800,68.668236,31.331768,51.503109
431900,69.411247,30.588757,52.879215
432000,83.557587,16.442411,45.712879
432101,69.793167,30.206831,47.991692
432102,78.317436,21.682568,42.878395
432201,70.20636,29.793636,56.034691
432202,64.9925,35.007496,59.767025
432300,76.315788,23.68421,39.721256
432401,49.92382,50.07618,49.497234
432402,49.310345,50.689655,49.714287
432500,69.961021,30.038975,42.398491
432601,50.147667,49.852333,50.901985
432602,73.471222,26.528776,48.232487
432700,40.853657,59.146343,46.599735
432801,57.176472,42.823528,56.57238
432802,39.459778,60.540222,64.470947
432901,67.13974,32.860264,57.036114
432902,70.722832,29.27717,52.815159
433101,62.625484,37.374516,51.862236
433102,40.613289,59.386711,61.056793
433200,52.921864,47.078136,46.991669
433302,34.948097,65.051903,46.637978
433304,44.610222,55.389778,56.873142
433305,37.363876,62.636124,51.250961
433306,60.280373,39.719627,46.666668
433307,62.816132,37.183868,45.890842
433401,39.127728,60.872272,50.424129
433402,41.262135,58.737865,57.103256
433403,42.384682,57.615318,49.978252
433501,24.075924,75.924072,52.271542
433503,33.035049,66.964951,46.75732
433504,39.34708,60.65292,63.24712
433601,73.856209,26.143791,60.650948
433602,70.396873,29.603123,57.243946
433700,43.779423,56.220577,38.998165
433801,29.72167,70.278328,47.356033
433802,76.017319,23.982683,37.031101
433901,43.441761,56.558239,50.210747
433902,48.430813,51.569187,38.056461
434001,36.503361,63.496639,42.972137
434003,33.532169,66.467834,52.435211
434004,47.04142,52.95858,34.82143
460000,84.052925,15.947075,30.257059
460100,63.805969,36.194031,9.0296497
460200,72.055885,27.944111,8.7024488
460301,62.442749,37.557251,14.782216
460302,55.287819,44.712181,16.662949
460401,52.100842,47.899158,12.552743
460501,78.5662,21.433796,24.639509
460502,73.860466,26.139534,23.76741
460600,77.045692,22.954304,20.258343
460700,75.162338,24.837662,24.420218
460800,84.149857,15.850144,21.92733
460900,48.839508,51.160492,29.506046
461000,46.794209,53.205791,29.267555
461100,50.343773,49.656227,26.343328
461200,70.78891,29.211088,10.144928
461300,57.14819,42.85181,38.086437
461400,68.03653,31.96347,20.227833
461501,35.538593,64.461411,28.192253
461502,54.133064,45.866936,27.066849
461600,46.614712,53.385288,32.99052
461700,66.759773,33.240223,24.271187
461901,34.336678,65.663322,34.486736
461902,53.846153,46.153847,17.355371
462001,26.746849,73.253151,44.849731
462002,34.363297,65.636703,51.173935
462100,32.364342,67.635658,36.414963
462201,51.622417,48.377583,37.583149
462202,21.437271,78.562729,28.242174
462301,45.218418,54.781582,37.644444
462302,45.435017,54.564983,33.561646
462400,67.384918,32.615082,23.337143
462500,52.138603,47.861397,29.906088
462600,74.149658,25.85034,20.018158
462700,57.971863,42.028137,31.4007
462800,63.109756,36.890244,39.438877
462900,91.213387,8.7866106,25.138048
463000,81.776413,18.223583,30.259499
463101,61.27232,38.72768,37.271214
463102,69.036697,30.963303,35.747471
463200,71.823685,28.176317,34.281483
463300,59.82906,40.17094,17.549999
463400,55.571705,44.428295,36.216881
463500,43.862816,56.137184,34.766239
463601,46.419235,53.580765,31.984617
463602,47.516678,52.483322,27.186619
463700,59.314457,40.685543,24.320406
463800,82.040817,17.959183,19.215687
463900,51.302605,48.697395,14.793952
464000,59.379509,40.620491,22.492697
464100,83.491539,16.508461,32.020615
464200,76.364304,23.635693,46.871761
480002,80.153259,19.846743,37.980209
480011,55.588043,44.411957,55.300037
480012,71.001556,28.998447,49.980598
480101,70.029526,29.970472,46.05621
480102,66.219345,33.780659,47.265968
480201,85.2071,14.792899,25.567322
480202,74.355492,25.644505,27.916666
480302,57.026348,42.973652,35.56448
480303,49.622547,50.377453,49.219719
480304,58.049404,41.950596,58.553616
480400,74.945816,25.054182,42.083179
480500,77.461143,22.53886,22.303543
480600,51.409534,48.590466,24.36618
480702,76.804123,23.195877,29.898724
480703,68.071518,31.92848,23.813869
480704,57.048985,42.951015,33.682091
480802,67.820282,32.179722,47.65625
480803,60.532688,39.467312,42.489712
480804,60.755688,39.244312,45.048355
480901,58.405846,41.594154,58.465607
480902,61.125,38.875,57.156467
480903,63.329384,36.670616,55.217533
481001,66.759773,33.240223,53.273811
481002,75.485344,24.514656,46.209324
481101,47.809341,52.190659,51.321968
481102,41.551723,58.448277,63.301502
481103,62.580158,37.419842,53.674831
481201,61.667442,38.332558,57.560322
481202,62.712399,37.287601,55.183193
481300,68.421051,31.578947,57.558487
481401,58.035713,41.964287,69.399429
481402,60.064934,39.935066,63.812153
481500,74.028633,25.971371,56.453476
481603,46.334312,53.665688,63.148148
481604,56.784718,43.215282,59.890373
481605,64.855331,35.144672,46.627178
481606,63.097256,36.902744,59.055431
481711,49.742058,50.257942,82.449074
481712,52.989056,47.010944,68.113174
481713,54.285713,45.714287,64.544189
481714,67.723007,32.276997,69.212021
481800,72.345131,27.654867,46.629986
481901,84.598213,15.401786,39.660057
481902,61.904762,38.095238,47.796024
482001,79.296562,20.703438,45.706978
482002,71.820175,28.179825,38.929993
482101,68.553459,31.446541,55.377995
482102,71.495689,28.504307,42.809254
482201,61.680599,38.319401,58.522141
482202,68.327515,31.672485,65.727997
482301,59.138382,40.861618,58.317471
482303,60.608723,39.391277,55.104015
482304,49.874435,50.125565,53.781738
482401,63.220493,36.779507,53.096916
482402,55.016911,44.983089,48.088913
482502,62.824677,37.175323,58.685295
482503,59.449406,40.550594,65.866211
482521,69.340103,30.659899,50.61665
482522,61.3242,38.6758,46.241554
482600,76.301842,23.69816,48.539429
482701,64.985016,35.014984,41.40641
482702,87.862511,12.137486,38.155739
482800,64.289406,35.710594,43.768379
500100,92.016808,7.9831934,19.412724
500201,83.429115,16.570881,17.907375
500202,75.420876,24.579124,18.051054
500300,90.575081,9.4249201,19.073736
500402,49.707943,50.292057,38.239891
500403,62.059036,37.940964,30.983717
500404,74.946007,25.053995,28.787565
500500,43.418941,56.581059,44.059406
500600,42.557652,57.442348,39.51947
500700,55.953693,44.046307,28.024099
500800,63.438969,36.561031,30.320284
500900,48.48658,51.51342,29.134775
501001,50.794979,49.205021,37.996819
501002,59.829967,40.170033,19.208002
501200,70.697678,29.302326,20.078445
501300,63.338535,36.661465,16.799894
501400,40.759754,59.240246,25.006418
501501,79.399139,20.600859,9.8478441
501503,46.213291,53.786709,13.479167
501504,52.185791,47.814209,20.198675
501600,61.371841,38.628159,14.080569
501700,67.342339,32.657658,11.945117
501802,62.016808,37.983192,16.638702
501803,32.103825,67.896172,30.411301
501804,32.682926,67.31707,20.387867
501900,54.44265,45.55735,14.766221
502003,40.17857,59.82143,27.165627
502004,43.496216,56.503784,36.8969
502005,42.224152,57.775848,23.089268
502100,75.725342,24.274662,19.334332
502200,52.41077,47.58923,25.078518
502301,60.268524,39.731476,32.258583
502302,23.22357,76.776428,34.895676
502401,44.858688,55.141312,32.989487
502402,66.275658,33.724339,27.966103
502500,47.628082,52.371918,38.401749
502601,54.982208,45.017792,31.09697
502602,49.521988,50.478012,34.370209
502700,73.519165,26.480837,26.439428
502801,60.629921,39.370079,21.975487
502802,54.810497,45.189503,29.291204
502901,69.772118,30.227882,27.186588
502902,33.02412,66.975883,37.335487
503000,36.40036,63.59964,38.196468
503103,37.23597,62.76403,30.353544
503104,28.023256,71.976746,33.320419
503105,35.007072,64.992928,33.876377
503106,73.692551,26.307449,18.613569
503201,67.048347,32.951653,18.718742
503202,51.594204,48.405796,20.883778
503301,67.897728,32.102272,11.458333
503302,49.622845,50.377155,27.985525
503401,65.681236,34.318768,11.073157
503402,60.743801,39.256199,11.177829
503501,42.92717,57.07283,21.278498
503502,50.535713,49.464287,13.480982
503601,80.224403,19.775597,16.79623
503602,87.159531,12.840466,13.350649
503701,60.393257,39.606743,13.518132
503702,56.810631,43.189369,17.456022
503703,79.697701,20.302301,37.125366
503801,74.873352,25.126646,23.322306
503802,70.571831,29.428173,28.222792
503901,70.09346,29.906542,25.536993
503902,65.955055,34.044945,20.099367
504001,47.105965,52.894035,18.568121
504002,46.265938,53.734062,20.779713
504101,68.862274,31.137724,31.87023
504102,,,
530003,80.782509,19.217491,26.746691
530004,62.14539,37.85461,27.680981
530005,89.830505,10.169492,41.215073
530006,60.69405,39.30595,35.238335
530101,52.031116,47.968884,41.852055
530102,68.756027,31.243973,39.073097
530202,56.484642,43.515358,26.015539
530203,35.832607,64.167397,41.633392
530204,37.965614,62.034386,35.18145
530301,28.057554,71.942444,47.019028
530302,39.40197,60.59803,38.847229
530400,59.70266,40.29734,32.134773
530500,38.652481,61.347519,40.643768
530601,34.21875,65.78125,33.862434
530602,44.789761,55.210239,38.629944
530700,38.75124,61.24876,43.793404
530801,36.170212,63.829788,35.33202
530802,39.409985,60.590015,38.870922
530901,31.129654,68.870346,39.7449
530902,39.61039,60.38961,39.811985
531000,44.74263,55.25737,42.59745
531101,36.13271,63.86729,43.173679
531102,38.666668,61.333332,39.194588
531201,20.874472,79.125526,51.554264
531202,31.381733,68.618263,50.353775
531301,19.983686,80.016312,43.895454
531302,28.663033,71.336967,45.773407
