Area,Immigrant_Citizen,Immigrant_Non-Citizen,Immigrant
531502,35.897434,64.102562,42.667061
531503,23.669468,76.330536,45.033112
531504,26.055313,73.944687,46.345852
531602,22.093561,77.906441,43.309929
531603,30.751356,69.248642,38.331352
531604,30.886505,69.113495,44.397091
531701,30.389065,69.610939,53.019886
531702,32.335648,67.664352,39.514256
531800,27.743086,72.256912,44.055805
531901,25.128962,74.87104,39.413303
531902,50.219875,49.780125,28.90188
532001,49.510605,50.489395,37.897991
532002,38.778625,61.221375,42.422279
532101,39.037853,60.962147,39.575531
532102,47.455296,52.544704,38.794022
532200,34.803722,65.196274,38.423264
532302,49.463043,50.536957,34.050335
532303,53.494175,46.505825,27.27479
532304,44.61335,55.38665,33.348026
532400,75,25,19.512196
532500,25.011147,74.988853,54.680645
532603,33.310673,66.689323,44.50832
532604,24.982258,75.017746,50.519901
532605,27.391697,72.608307,55.234299
532606,21.985815,78.014183,51.376518
532700,20.694542,79.305458,47.604588
532800,21.960167,78.039833,43.551701
532900,14.875767,85.124237,44.436478
533001,32.245785,67.754211,44.249279
533002,35.127056,64.872948,49.90675
533103,23.27791,76.722092,48.279816
533104,24.980047,75.019951,55.016464
533105,19.618055,80.381943,48.751587
533106,29.411764,70.588234,43.948296
533107,34.168156,65.831841,47.709816
533201,25.958702,74.041298,46.122448
533202,35.778442,64.221558,51.622875
533203,27.5,72.5,46.103184
533300,22.419685,77.580315,42.677948
533401,33.359966,66.64003,47.048874
533402,29.905064,70.09494,44.78035
533403,24.328049,75.671951,48.970638
533501,23.215395,76.784607,48.39291
533502,36.390533,63.609467,47.118958
533503,38.225628,61.774372,41.556667
533601,37.001686,62.998314,37.034725
533602,24.066874,75.933128,47.567966
533603,36.510113,63.489887,43.720024
533701,32.635983,67.364014,43.454544
533702,29.754768,70.245232,49.972767
533703,35.569695,64.430305,40.472847
533803,47.453953,52.546047,41.967262
533804,31.377686,68.622314,45.01297
533805,31.38479,68.615211,46.344028
533806,39.679607,60.320393,41.690212
533901,29.308943,70.691055,39.626289
533902,23.514076,76.485924,46.205734
534001,30.103092,69.896904,46.580868
534002,40.221607,59.778393,40.580036
534101,33.373348,66.626648,41.21722
534102,22.119341,77.880661,44.316109
534201,27.441078,72.558922,37.706306
534202,22.44898,77.551018,42.227104
534203,28.407789,71.592209,48.716518
534301,24.613153,75.386848,44.520988
534302,20.247679,79.752319,40.577888
534403,34.171501,65.828499,51.442787
534404,31.512869,68.487129,46.715542
534405,25.694094,74.305908,49.463173
534406,17.798397,82.201599,46.645683
534501,48.919449,51.080551,43.108192
534502,49.158092,50.841908,47.712563
534700,41.258171,58.741829,50.746269
534802,37.237644,62.762356,47.799355
534803,35.640785,64.359215,49.697815
534804,46.733166,53.266834,52.240749
534900,34.122475,65.877525,50.325657
535001,23.200922,76.79908,40.320335
535002,26.060968,73.939034,47.555428
535101,27.864407,72.13559,38.163002
535102,22.82135,77.17865,37.816685
535200,21.341463,78.658539,41.815399
535300,29.7006,70.2994,41.604385
535400,28.350878,71.649124,41.776604
535501,33.819405,66.180595,44.177402
535502,34.849823,65.150177,46.345959
535503,41.659069,58.340931,45.218468
535603,32.602741,67.397263,45.047825
535604,34.661354,65.338646,45.646736
535605,33.993904,66.006096,45.127266
535606,20.782396,79.217606,42.917103
535607,48.575497,51.424503,45.852383
535701,34.693878,65.306122,42.207687
535702,52.931595,47.068405,41.006233
535802,45.689926,54.310074,46.683372
535803,25.031982,74.968018,51.914989
535804,31.555735,68.444267,46.408634
535901,61.571224,38.428776,37.378384
535902,56.966793,43.033207,36.521629
536000,34.167637,65.832367,43.770702
536102,57.455772,42.544228,35.915279
536103,45.621105,54.378895,50.724907
536104,50.740501,49.259499,36.949799
536200,45.943169,54.056831,38.419044
540000,31.907785,68.092216,40.55006
540101,51.27301,48.72699,37.139946
540102,45.297642,54.702358,42.398445
540201,24.421297,75.578705,42.477875
540202,28.192694,71.807304,42.638546
540203,34.528736,65.471268,38.776966
540300,37.026096,62.973904,40.636253
540400,25.598335,74.401665,36.890594
540501,35.257355,64.742645,36.781609
540502,20.387964,79.612038,36.940624
540600,30,70,23.792862
540700,24.295774,75.704224,26.207321
540800,50.349651,49.650349,20.091324
540901,35.734665,64.265335,30.431952
540902,29.893618,70.106384,18.478474
541001,65.818184,34.18182,26.987242
541002,58.485641,41.514359,26.143345
541100,58.89328,41.10672,25.224327
541200,36.646706,63.353294,13.456889
541300,32.36187,67.63813,27.482063
541400,21.943319,78.056679,34.862385
541500,21.585701,78.414299,39.350765
541603,23.982683,76.017319,34.518829
541604,26.514446,73.485558,34.346992
541605,30.305973,69.694023,36.584934
541606,28.262911,71.737091,43.204868
541700,46.021774,53.978226,38.244717
541801,41.609512,58.390488,39.249821
541802,31.366646,68.633354,31.979206
542000,26.876877,73.123123,34.466103
542103,23.703171,76.296829,33.681145
542104,26.719769,73.280235,39.34473
542105,31.508446,68.491554,36.719418
542106,22.14674,77.853264,41.937321
542200,20.72072,79.279282,34.550083
542401,32.475883,67.524117,24.038647
542402,45.473682,54.526318,28.761732
542501,34.38298,65.61702,24.581591
542502,27.657658,72.342339,25.795956
542601,25.300171,74.699829,37.906372
542602,28.190742,71.809258,37.671715
542700,30.071722,69.928276,33.459034
542800,32.960896,67.039108,22.229122
542900,40.501446,59.498554,35.770954
543000,44.95837,55.04163,23.773916
543100,44.209927,55.790073,25.677458
543201,30.998852,69.001144,22.801046
543202,36.170212,63.829788,33.966549
543304,59.630608,40.369392,6.1158624
543305,46.91943,53.08057,26.819193
543306,70.453583,29.546417,32.709373
543321,69.169098,30.830904,24.707365
543322,89.238098,10.761905,14.765856
543400,62.185429,37.814571,34.055031
543501,66.269623,33.730373,56.691223
543502,55.887524,44.112476,42.749813
543503,67.206093,32.793907,37.041607
543601,65.963242,34.036758,35.525997
543602,57.11132,42.88868,40.03788
543603,74.250259,25.749741,25.103842
543604,65.021889,34.978115,42.392036
543701,62.088299,37.911701,47.392891
543702,60.527088,39.472912,46.954491
543703,72.449867,27.550131,32.63158
543801,65.450737,34.549267,42.551292
543802,77.227722,22.772278,42.881405
543903,70.800003,29.200001,46.954655
543905,46.228123,53.771877,36.68364
544001,63.473465,36.526535,32.909958
544002,64.042305,35.957695,28.896435
550000,29.333334,70.666664,19.292604
550100,66.958595,33.041401,31.633295
550201,43.906654,56.093346,39.420784
550202,58.18182,41.81818,26.043493
550300,60.699665,39.300335,34.720249
550400,70.137527,29.862476,34.531887
550500,61.488674,38.511326,36.921974
550601,50.266525,49.733475,31.59845
550602,71.296295,28.703703,34.170006
550700,61.526947,38.473053,29.750593
550800,60.869564,39.130436,35.409378
550901,47.742413,52.257587,32.530701
550902,43.526039,56.473961,35.390598
551000,59.874493,40.125507,38.617249
551101,47.146935,52.853065,35.164284
551102,33.947369,66.052635,37.284145
551201,65.235458,34.764542,36.733654
551202,55.357143,44.642857,33.483921
551300,58.538082,41.461918,31.630075
551401,43.771275,56.228725,30.906796
551402,71.170517,28.829479,30.251366
551501,47.264904,52.735096,32.975273
551502,61.840122,38.159878,31.097561
551600,100,0,18.75
551700,51.482597,48.517403,36.755646
551800,50.447166,49.552834,39.111282
551900,63.0257,36.9743,31.41861
552001,60.723984,39.276016,27.645735
552002,45.016285,54.983715,38.558151
552100,65.931038,34.068966,35.302711
552200,32.508533,67.49147,38.169678
552301,51.035675,48.964325,36.028191
552302,61.115135,38.884865,36.738495
552400,47.923325,52.076675,35.581661
552601,44.766354,55.233646,39.158279
552602,51.128204,48.871796,41.577824
552700,48.976181,51.023819,33.799435
552800,50.13876,49.86124,35.47752
552900,55.957348,44.042652,31.898846
553000,74.483894,25.516102,25.500105
553100,61.097851,38.902149,24.929346
553200,62.831459,37.168541,28.982676
553300,58.083252,41.916748,30.845028
553400,59.250202,40.749798,33.820286
553502,44.853443,55.146557,35.832928
553503,39.439438,60.560562,37.220566
553504,41.657539,58.342461,42.703461
553601,41.186344,58.813656,37.660694
553602,39.523518,60.476482,31.348143
553701,39.921394,60.078606,44.918034
553702,32.461239,67.538757,41.140125
553801,28.263708,71.73629,35.895031
553802,40.26923,59.73077,44.391327
553901,36.928387,63.071613,32.7957
553902,33.004925,66.995071,32.114609
554001,72.8022,27.197802,28.646379
554002,46.482178,53.517822,36.160107
554101,20.792683,79.207314,37.857803
554103,45.744682,54.255318,34.944237
554104,50.834259,49.165741,33.886166
554105,40.215439,59.784561,26.248821
554201,55.199116,44.800884,22.828283
554203,51.923077,48.076923,23.002863
554204,37.898685,62.101315,25.254679
554301,38.621201,61.378799,36.263439
554302,51.842331,48.157669,30.987785
554403,44.479897,55.520103,26.296358
554404,47.723293,52.276707,27.524704
554405,49.491871,50.508129,31.92732
554406,44.870792,55.129208,26.850294
554511,63.983051,36.016949,46.941818
554512,81.977135,18.022865,49.418411
554513,68.372482,31.627518,46.929134
554514,66.714836,33.285164,42.768852
554515,87.542854,12.457143,44.158466
554516,89.044434,10.955569,44.166668
554517,69.299744,30.700256,54.050312
554518,74.415039,25.584963,47.503643
554519,85.194321,14.805676,46.235027
554521,80.705879,19.294117,34.916203
554522,81.287422,18.712574,38.754593
554600,44.790775,55.209225,50.868809
554700,50.342857,49.657143,34.462387
554801,41.868931,58.131069,48.257687
554802,59.158096,40.841904,51.158966
554900,56.957928,43.042072,50.885139
555001,50.728279,49.271721,36.431839
555002,42.159763,57.840237,21.813488
555102,44.279068,55.720932,46.62426
555103,66.279068,33.720932,36.254715
555104,40.833843,59.166157,40.713928
555202,68.955223,31.044777,10.10558
555211,34.3083,65.691696,45.275589
555212,32.547771,67.452232,33.101414
570001,74.62236,25.377644,22.466063
570002,71.816284,28.183716,15.382145
570003,79.141106,20.858896,20.546219
570100,72.439758,27.560242,21.126312
570202,49.48064,50.51936,34.33852
570203,36.152695,63.847305,34.530888
570204,58.738739,41.261261,28.483448
570301,28.898129,71.101868,36.591862
570303,39.69957,60.30043,33.533222
570304,35.842987,64.157013,30.814991
570402,48.267624,51.732376,24.46653
570403,37.083755,62.916245,36.280434
570404,45.28302,54.71698,34.837166
570501,38.962826,61.037174,31.411272
570502,56.448597,43.551403,32.766804
570601,52.986858,47.013142,29.219759
570602,48.812569,51.187431,39.352982
570603,63.13253,36.86747,16.487883
570701,65.710472,34.289528,24.08419
570702,83.850929,16.149069,20.302649
570800,80.530975,19.469027,13.746959
570901,81.536552,18.463446,13.673331
570902,64.055298,35.944702,17.476511
571000,83.516487,16.483517,7.8272839
571101,70.361992,29.638008,9.2526693
571102,56.448597,43.551403,13.170852
571200,82.46817,17.531832,12.483189
571300,66.928108,33.071896,17.129423
571400,91.717789,8.2822084,13.680235
571502,70.36364,29.636364,24.526199
571503,82.085022,17.91498,23.523809
571504,65.732964,34.26704,22.705109
571600,46.689896,53.310104,14.63539
571701,45.614975,54.385025,29.743916
571703,49.427483,50.572517,27.038183
571704,49.759449,50.240551,38.128929
571800,75.581398,24.418604,16.18062
571900,62.270271,37.729729,15.717927
572001,61.218838,38.781162,13.323491
572002,75.017693,24.982307,25.377155
572100,63.57143,36.42857,25.998142
572201,62.990089,37.009911,33.912918
572202,65.462959,34.537037,28.97773
572301,54.235294,45.764706,44.328552
572302,65.772758,34.227242,38.163212
572400,70.059883,29.940121,27.422003
572500,76.35659,23.643412,17.217216
572600,62.771137,37.228863,40.217197
572700,64.881439,35.118561,43.269062
572800,62.5,37.5,5.3794427
572900,31.996435,68.003563,40.740742
573002,26.889631,73.110367,39.951897
573003,48.605579,51.394421,24.900793
573004,31.352619,68.647377,28.606575
573100,41.082924,58.917076,34.989403
573201,44.202503,55.797497,37.208832
573202,33.516949,66.483047,35.563591
573300,55.808235,44.191765,37.129166
573401,64.705879,35.294117,27.190542
573402,60.451679,39.548321,28.640192
573403,53.326511,46.673489,29.129398
573601,79.6875,20.3125,12.625349
573700,62.408222,37.591778,13.782635
573800,78.37838,21.621622,6.7641683
573902,78.039215,21.960785,11.904762
574000,66.533867,33.466137,9.0060997
574100,79.29155,20.708447,6.9705601
574201,82.577568,17.422434,13.688337
574202,69.677422,30.32258,14.43203
574300,85.059174,14.940828,11.034933
574400,68.155342,31.84466,9.6986818
574500,73.535355,26.464647,8.0396299
574601,22.983871,77.016129,11.577965
574602,86.166008,13.833992,19.812059
574700,78.571426,21.428572,9.2105265
574800,65.342957,34.65704,9.4993143
574901,70.890411,29.109589,7.7783699
574902,40,60,22.618303
575001,58.807945,41.192055,20.499592
575002,52.566372,47.433628,23.664921
575101,38.82716,61.17284,37.656902
575102,57.808857,42.191143,40.215607
575103,37.434093,62.565907,22.778223
575201,50.388458,49.611542,38.98745
575202,44.499588,55.500412,48.389034
575300,34.117104,65.882896,41.880672
575401,13.005551,86.994446,48.277184
575402,15.235929,84.764069,41.672588
575500,0,100,40.540539
575801,14.452214,85.547783,37.964603
575802,25.646124,74.353874,38.091633
575803,27.637314,72.362686,39.771152
575901,29.738562,70.261436,27.280832
575902,37.926235,62.073765,30.580975
576001,57.142857,42.857143,29.952047
576200,26.89122,73.10878,32.548527
576301,37.788017,62.211983,32.443401
576302,33.818436,66.181564,32.173912
576401,21.7714,78.2286,42.449066
576402,33.770321,66.229683,39.061859
576403,40.039448,59.960552,36.357117
576501,37.648457,62.351543,26.815287
576502,42.650333,57.349667,18.96916
576503,44.876324,55.123676,20.18545
576601,31.451612,68.548386,11.111111
576602,53.429028,46.570972,14.707952
576700,53.195488,46.804512,12.962963
576801,55.831741,44.168259,24.78673
576802,58.921162,41.078838,18.862511
576901,36.665348,63.334652,37.93465
576903,17.429405,82.570595,22.980532
576904,58.747993,41.252007,19.777779
577000,51.745068,48.254932,18.297932
577100,62.148964,37.851036,11.315281
577200,68.551239,31.448763,10.721727
577300,48.96373,51.03627,7.0118074
577400,71.118011,28.881989,10.830811
577501,72.292191,27.707809,11.233729
577504,52.35294,47.64706,11.748446
577602,41.486809,58.513191,12.182296
577603,70.431213,29.568789,12.064908
577604,73.170731,26.829268,12.480974
599000,46.028709,53.971291,29.263512
599100,38.18182,61.81818,11.156187
600100,28.213507,71.786491,26.024096
600201,23.227549,76.772453,33.273422
600202,35.192307,64.807693,23.433979
600302,46.496815,53.503185,16.405434
600303,34.582943,65.417061,26.437067
600304,33.663368,66.336632,23.118742
600400,69.653183,30.346821,8.6478376
600501,84.134613,15.865385,15.034333
600502,41.666668,58.333332,22.69248
600601,85.245903,14.754098,4.5488443
600602,20.853659,79.146339,33.401222
600702,25.449871,74.550125,16.613281
600703,44.444443,55.555557,4.7619047
600704,75.746269,24.253731,8.0698586
600801,33.108109,66.891891,13.230036
600802,48.019802,51.980198,8.0961924
600902,41.140938,58.859062,22.993828
600911,48.41629,51.58371,25.8253
600912,48.661694,51.338306,40.747364
601001,58.704453,41.295547,24.924318
601002,40.805717,59.194283,28.515842
601100,38.674034,61.325966,35.682602
601202,39.408283,60.591717,43.167305
601211,36.547619,63.452381,27.477919
601212,27.46114,72.538857,39.099266
601301,66.666664,33.333332,22.606924
601302,45.398773,54.601227,19.257023
601303,50.359711,49.640289,20.161625
601401,39.301971,60.698029,25.394991
601402,52.94677,47.05323,41.646873
601501,27.231892,72.768105,44.838871
601502,35.401253,64.598747,42.093914
601600,31.093674,68.906326,49.168072
601700,27.152864,72.847137,43.580536
601801,32.02454,67.975464,44.329617
601802,31.980677,68.019325,50.352711
601900,28.797028,71.202972,40.477535
602002,42.179394,57.820606,44.01305
602003,30.270794,69.72921,41.178814
602004,35.873016,64.126984,38.209606
602103,41.831684,58.168316,43.588161
602104,38.020012,61.979988,32.224674
602105,34.424377,65.575623,39.377777
602106,51.950619,48.049381,36.552345
602200,45.74028,54.25972,28.871641
602301,75.824745,24.175259,30.469608
602302,74.835312,25.16469,19.874313
602402,61.420429,38.579571,35.657341
602403,34.089001,65.910995,43.356388
602404,47.981689,52.018311,38.914978
602504,42.827587,57.172413,34.392788
602505,33.542538,66.457458,34.797379
602506,33.981339,66.018661,29.387569
602507,36.518219,63.481781,29.723225
602508,37.840065,62.159935,34.926575
602509,48.007591,51.992409,38.655258
602600,52.937111,47.062889,16.837328
602700,57.653061,42.346939,10.403397
602801,18.950239,81.049759,38.312874
602802,43.554443,56.445557,20.888889
602900,40.517761,59.482239,39.613644
603001,49.326805,50.673195,34.869823
603004,51.451187,48.548813,49.934124
603005,47.52528,52.47472,33.250751
603006,51.828499,48.171501,38.29068
603101,52.307693,47.692307,31.777071
603102,65.463554,34.536446,37.800964
603200,64.2528,35.747204,47.291409
603301,58.470665,41.529335,42.256268
603302,53.523693,46.476307,36.700111
603400,60.240963,39.759037,29.60321
603500,80.129242,19.87076,40.391518
603600,64.285713,35.714287,29.942966
603702,74.418602,25.581396,33.646324
603703,61.452515,38.547485,33.508049
603704,36.472851,63.527149,31.926971
603801,30.945871,69.054131,38.231606
603802,46.031746,53.968254,39.873417
603900,42.256638,57.743362,36.668468
604001,47.175667,52.824333,32.743904
604002,46.280991,53.719009,31.245966
604100,43.229168,56.770832,44.251625
609900,57.823128,42.176872,32.710281
620001,35.330261,64.669739,15.854847
620002,72.570198,27.429806,13.945783
620101,48.76141,51.23859,13.65984
620102,68.623024,31.376976,11.394032
620201,52.777779,47.222221,7.4688797
620301,75.906738,24.093264,7.6648135
620303,66.349205,33.650795,7.1803055
620305,54.243542,45.756458,9.4260874
620400,80.808083,19.191919,15.236629
620501,59.788361,40.211639,18.040089
620521,59.095802,40.904198,24.117342
620522,64.317978,35.682022,23.498196
620601,62.596733,37.403267,20.887213
620602,64.928909,35.071091,23.191061
620701,78.366913,21.633085,13.999406
620702,54.594181,45.405819,18.971529
620800,71.235649,28.764349,17.734404
620901,81.164383,18.835617,10.406272
620904,44.565216,55.434784,6.9988589
621001,77.546776,22.453222,10.592381
621002,67.826088,32.173912,11.511512
621004,52.439026,47.560974,7.2824159
621102,73.493973,26.506023,10.682111
621104,50.350632,49.649368,10.81122
621201,65.279297,34.720699,14.615015
621204,39.034481,60.965519,23.615635
621301,47.878788,52.121212,18.059927
621324,52.790699,47.209301,21.414343
621326,63.694267,36.305733,15.457828
621400,56.790123,43.209877,12.572062
650001,45.454544,54.545456,33.393829
650003,66.338799,33.661201,29.364571
650004,55.626133,44.373867,28.787878
650101,58.565022,41.434978,18.3358
650102,66.26506,33.73494,22.182629
650200,66.838379,33.161621,25.239721
650300,67.013374,32.986626,29.911112
650401,67.722076,32.277924,24.631716
650501,69.41964,30.580357,14.303959
650502,74.521736,25.47826,26.20784
650602,40.231285,59.768715,42.438332
650603,59.264816,40.735184,34.462254
650604,54.533897,45.466103,39.764111
650605,42.464737,57.535263,45.863125
650701,45.860928,54.139072,24.643003
650702,76.483276,23.51672,19.602453
650800,49.241966,50.758034,48.117886
650901,51.302605,48.697395,24.53294
650902,55.193993,44.806007,25.941559
651001,54.576271,45.423729,19.19948
651002,58.836208,41.163792,28.419764
651101,64.518578,35.481426,24.663425
651102,65.316902,34.683098,28.854458
651201,80.96357,19.036428,17.957375
651221,67.903107,32.096897,39.813141
651222,38.004337,61.995663,36.927265
651302,82.033897,17.966103,18.414482
651304,84.754097,15.245902,13.701707
651401,72.120201,27.879799,23.836052
651402,56.294735,43.705265,36.884609
670001,41.420765,58.579235,26.009096
670002,56.010929,43.989071,18.00738
670003,59.313366,40.686634,24.424622
670100,34.949493,65.050507,29.053558
670201,60.170696,39.829304,18.504869
670202,80.871216,19.128788,19.483395
670324,68.376068,31.623932,13.435407
670326,70.816048,29.183956,20.72821
670328,80.947258,19.052746,18.955315
670403,66.030991,33.969009,31.505821
670405,58.65696,41.34304,40.873016
670406,78.32061,21.67939,34.840427
670407,61.093681,38.906319,37.220554
670411,72.111206,27.888792,26.170986
670413,63.446156,36.553844,33.149734
670416,78.899086,21.100918,34.235321
670500,87.811638,12.188366,19.835165
670602,78.58696,21.413044,24.2169
670701,83.65731,16.342693,19.654734
670702,90.79229,9.2077084,17.354143
700101,61.239315,38.760685,41.153709
700102,83.607727,16.392269,37.766964
700200,64.209778,35.790218,20.795874
700300,62.1875,37.8125,16.904385
700400,76.221802,23.778196,19.992483
700501,50.36232,49.63768,21.063343
700502,50.306747,49.693253,26.973995
700600,83.315277,16.684723,36.934772
700700,81.043045,18.956953,33.761879
700801,77.024422,22.975578,50.242168
700802,70.384918,29.615082,37.244003
700901,67.781158,32.218845,34.897903
700902,61.322262,38.677738,43.771843
701000,72.109322,27.89068,25.707079
701100,61.654137,38.345863,13.461538
701201,62.593143,37.406857,16.733168
701202,55.381603,44.618397,15.665236
701302,47.897434,52.102566,20.448826
701304,85.683914,14.316088,22.396826
701402,47.543159,52.456841,24.235598
701501,56.165615,43.834385,22.945065
701502,46.39397,53.60603,22.493946
701601,59.280304,40.719696,22.680412
701602,64.550262,35.449734,25.790312
701701,60.038059,39.961941,29.373953
701702,51.141552,48.858448,34.21875
701801,51.306622,48.693378,38.491199
701802,46.167099,53.832901,26.518959
701902,67.718666,32.281334,26.236101
702002,43.607113,56.392887,19.680054
702102,68.271713,31.728289,18.907495
702201,57.369942,42.630058,13.887217
702202,75.595917,24.404087,22.360407
702300,81.331596,18.668407,21.37575
702400,68.275864,31.724138,24.387314
702501,75.815216,24.184782,16.636528
702502,69.16951,30.83049,20.653196
702600,74.88372,25.11628,21.575514
702700,72.137932,27.862068,19.058886
702801,60.863308,39.136692,24.693552
702802,48.976379,51.023621,26.088743
702803,37.910797,62.089203,26.509024
702901,49.188728,50.811272,25.212618
703001,50.42683,49.57317,27.86746
703002,83.23896,16.761042,11.365685
703100,41.237114,58.762886,5.2679219
703200,62.987015,37.012985,10.058785
800101,63.518196,36.481804,20.432011
800102,69.710274,30.289728,16.569683
800202,70.464676,29.535328,25.695126
800203,69.237015,30.762987,22.920931
800204,76.373299,23.626698,35.344467
800324,80.605484,19.394512,16.479576
800325,86.855667,13.14433,11.233353
800326,64.87603,35.123966,18.873075
800327,44.399185,55.600815,26.04314
800328,53.703705,46.296295,29.782833
800329,72.749794,27.250206,17.991383
800330,42.477875,57.522125,10.492107
800331,66.497459,33.502537,23.094959
800332,91.959801,8.0402012,15.142292
800406,72.252747,27.747253,13.663664
800408,64.272728,35.727272,15.056118
800410,47.51553,52.48447,15.695832
800504,40.64838,59.35162,17.634125
800506,49.436935,50.563065,27.139364
900102,22.695036,77.304962,20.40521
900103,34.412472,65.587532,14.030955
900104,57.854076,42.145924,18.705845
900201,49.640289,50.359711,13.137997
900300,38.034866,61.965134,14.613247
900501,55.364239,44.635761,11.743662
900504,45.229683,54.770317,13.489038
900505,33.984375,66.015625,19.038176
900506,73.367699,26.632303,12.004951
900507,35.416668,64.583336,16.425856
900508,39.869282,60.130718,13.062037
900602,34.354069,65.645935,18.44986
900605,41.650101,58.349899,12.682804
900606,46.268658,53.731342,9.656498
900607,28.79257,71.207428,8.8420477
900608,66.459625,33.540371,9.0678682
900609,47.708897,52.291103,13.25
900701,38.73122,61.26878,13.952947
900703,68.099174,31.900826,16.224188
900704,44.25428,55.74572,14.300699
900705,73.497269,26.502731,8.8878098
900803,68.908119,31.091877,15.71294
900804,43.75,56.25,17.521902
900805,64.543892,35.456112,13.201545
900806,60.547947,39.452053,8.3908043
900900,67.540985,32.459015,8.465168
901003,13.953488,86.046509,14.620616
901004,67.493111,32.506886,11.690822
901007,79.901962,20.09804,9.864603
901008,62.004662,37.995338,14.572011
901009,47.494305,52.505695,15.227194
901010,31.354982,68.64502,14.794566
901011,68.978104,31.021898,10.907643
901101,53.57143,46.42857,10.13269
901102,54.813358,45.186642,9.2951059
901205,69.617897,30.382107,9.216629
901209,39.805824,60.194176,8.6773376
901210,46.391754,53.608246,6.2419562
901213,65.800865,34.199135,6.3253012
910001,46.148602,53.851398,24.692812
910002,64.389923,35.610081,21.123407
910101,31.657356,68.342644,31.945271
910201,53.291138,46.708862,21.745113
910202,65.91449,34.08551,15.286856
910205,59.885387,40.114613,25.624083
910206,68.391869,31.608133,31.217543
910207,59.237724,40.762276,26.095753
910208,65.523575,34.476425,24.908482
910209,50.628365,49.371635,25.82889
910210,75.78125,24.21875,16.197975
910301,82.46154,17.538462,7.6923075
910302,70.212769,29.787233,18.108582
910401,60.257328,39.742672,20.489162
910402,27.578476,72.421524,24.902288
910403,14.920274,85.079727,36.266006
910404,60.469482,39.530518,28.7062
910501,29.213484,70.786514,20.241428
910502,21.321321,78.67868,26.344936
910504,46.513298,53.486702,28.811102
910505,49.126892,50.873108,28.173172
910601,36.206898,63.793102,31.364393
910602,55.615944,44.384056,27.836611
910603,50.514904,49.485096,27.204365
910605,54.921803,45.078197,22.855341
910606,37.338261,62.661739,32.144978
910705,47.989056,52.010944,28.298235
910706,46.525383,53.474617,32.879597
910707,52.777779,47.222221,23.524286
910709,39.575974,60.424026,16.617733
910711,55.961166,44.038834,28.620651
910712,58.287796,41.712204,21.320389
910713,43.910431,56.089569,30.14488
910714,42.232632,57.767368,31.160301
910715,50.317123,49.682877,29.59487
910716,58.711372,41.288628,26.858555
910804,81.25,18.75,12.72036
910805,56.633663,43.366337,10.481527
910807,75.878006,24.121996,17.336966
910808,75.983437,24.016563,13.887292
910809,90.760872,9.23913,16.765375
910810,68.85714,31.142857,12.127512
910811,,,0
910812,100,0,8
910813,62.05357,37.94643,5.922792
911001,39.388794,60.611206,14.411549
920011,50,50,12.363636
920012,80,20,9.4621515
920013,65.054291,34.945705,20.66925
920015,76.884918,23.11508,16.171988
920016,80.511185,19.488817,12.148263
920017,72.013649,27.986347,18.304873
920018,50.442478,49.557522,9.6539936
920020,54.826256,45.173744,18.114422
920023,33.807106,66.192894,32.605099
920026,51.612904,48.387096,8.2666664
920028,79.029602,20.970394,18.985168
920029,56.292908,43.707092,25.303995
920030,51.984734,48.015266,21.649315
920031,87.516426,12.483574,14.415609
920032,82.48175,17.518248,16.965944
920033,19.101124,80.89888,12.059621
920034,75.407776,24.59222,21.264675
920035,46.160301,53.839699,29.463402
920036,52.934784,47.065216,27.511961
920037,36.112148,63.887852,34.627831
920038,54.507915,45.492085,31.334915
920039,78.8162,21.1838,15.469879
920040,60.173698,39.826302,22.839331
920041,63.99287,36.00713,18.22612
920042,77.024651,22.975351,16.061077
920043,70.562294,29.437706,29.103161
920044,76.427254,23.572744,18.762959
920045,75.971733,24.028269,17.214111
920102,51.554405,48.445595,27.361332
920104,80.825958,19.174042,11.315086
920106,46.040726,53.959274,27.025375
920107,75.071022,24.928978,29.85581
920108,48.460773,51.539227,22.659765
920109,69.230766,30.76923,19.08646
920110,56.055901,43.944099,18.222977
920111,84.221748,15.778252,14.702194
920112,77.931038,22.068966,14.503626
920114,65.284607,34.715389,20.883474
920115,46.688206,53.311794,15.463403
920116,89.828575,10.171429,17.20409
920118,78.579002,21.420998,15.044671
920119,81.543625,18.456375,14.593535
920200,14.05868,85.941322,13.518427
920303,82.476639,17.523365,30.419333
920312,43.53804,56.46196,19.757334
920313,59.724953,40.275047,18.185066
920314,69.052223,30.947775,17.561142
920322,89.884392,10.115607,11.626344
920326,69.336777,30.663221,17.456022
920328,56.735752,43.264248,18.477741
920329,54.490105,45.509895,11.26157
920330,66,34,21.555441
920331,78.947365,21.052631,15.46152
920332,76.966293,23.033709,14.401295
920334,60.18137,39.81863,19.367716
920336,16.401516,83.598488,41.496384
920337,26.948389,73.051613,38.243477
920338,66.53595,33.464054,23.861509
920339,55.273548,44.726452,24.62842
930101,87.878784,12.121212,21.019108
930200,66.666664,33.333332,14.285714
930301,57.142857,42.857143,8.8607597
980001,,,
980002,,,
980003,,,
980004,,,
980005,,,
980006,,,
980007,,,
980008,42.857143,57.142857,39.516129
980009,,,
980010,58.208954,41.791046,48.201439
980013,,,
980014,,,0
980015,61.224491,38.775509,14.121037
980018,,,
980019,100,0,7.4766355
980020,,,
980021,,,
980022,,,
980023,,,
980024,72.413795,27.586206,11.788618
