Area,Median_Household_Income
310702,43551.547
310703,50605.656
310800,70899.195
310900,75696.586
311000,79383.625
311100,98070.977
311200,65776.547
311300,85003.18
311400,81164.633
311500,82839.695
311600,80590.391
311700,77882.32
311801,56505.977
311802,55731.488
320000,
320100,68156.172
320201,35801.352
320202,65262.691
320300,43486.918
400204,124362.31
400205,179036.42
400206,123523.2
400207,121734.77
400302,70191.461
400304,72762.852
400402,109347.16
400403,87255.664
400404,127817.32
400501,125814.88
400602,54253.492
400603,78634.563
400604,78831.625
400800,63695.703
400900,76627.883
401001,97057.039
401002,60871.09
401101,60331.809
401102,59304.102
401201,101681.73
401202,80041.57
401203,74911.5
401303,107216.52
401304,111584.82
401311,80164.469
401312,72431.227
401500,63325.938
401601,59206.625
401602,71515.828
401603,56443.469
401701,70137.422
401703,54623.258
401704,54914.617
401800,96570.734
401901,58934.336
401902,72840.195
402001,52731
402002,66458.859
402101,57457.402
402102,66322.188
402200,60692.035
402301,48727.176
402303,39263.777
402304,34718.551
402402,56744.363
402403,60920.887
402404,
402405,63404.34
402406,41894.5
402501,38533.785
402502,42379.746
402600,49502.723
402702,35395.566
402703,60920.887
402705,70523.078
402706,66433.43
402801,32040.148
402803,41055.379
402804,45318.785
402902,53181.285
402903,50976.48
402904,64503.035
403000,53987.563
403200,
403303,91315.641
403304,86997.148
403305,76126.742
403312,91411
403316,86682.477
403317,90111
403318,93574.484
403319,70676.703
403320,93909.281
403321,100155
403322,101000.48
403323,91883.531
403324,105850.84
403325,110805.03
403401,82062.023
403402,104294.44
403403,133571.44
403404,123018.88
403405,129031.5
403406,77674.664
403407,139058.55
403408,101585.31
403500,110364.28
403600,72430.164
403702,100462.25
403703,88536.594
403721,79422.828
403722,55623.418
403801,73692.023
403802,60130.504
403901,77535.867
403902,68988.93
404000,65920.641
404100,62093.746
404201,41108.355
404202,51776.398
404301,48968.738
404302,59844.441
404401,56230.508
404402,71815.664
404501,51939.559
404503,76371.484
404504,39755.383
404600,53335.973
404701,52947.137
404702,44261.41
404703,44423.512
404801,46178.031
404802,50624.727
404803,48707.043
404901,76610.93
404902,65052.914
404903,60365.711
405001,58754.223
405002,65062.449
405101,55805.652
405102,45479.828
405201,53444.039
405202,60996.113
405203,75419
405301,52734.18
405302,69579.07
405400,88232.516
405500,77022.016
405600,93266.172
405701,82248.492
405702,52886.746
405800,69421.203
405900,69873.609
406000,74694.305
406101,67749.328
406102,51446.895
406200,40451.469
406300,96053.695
406402,93765.195
406411,76862.031
406412,99185.563
406500,76585.5
406601,87362.672
406602,73949.484
406701,64326.102
406702,66999.203
406800,77501.961
406901,58629.203
406902,78490.469
407001,69386.242
407002,70191.461
407101,52880.391
407102,59628.305
407200,55292.855
407301,67152.828
407302,66273.453
407400,82861.945
407501,60423.984
407502,62834.332
407601,52613.398
407602,59506.465
407701,58720.32
407702,69964.727
407801,65721.453
407802,71200.094
407900,86966.422
408003,96590.859
408004,58846.398
408005,88783.453
408006,57385.355
408133,67288.445
408134,85799.922
408135,70663.992
408136,65344.273
408137,65547.695
408138,48453.824
408139,61362.695
408140,57723.336
408141,64724.469
408202,49773.953
408211,43567.441
408212,64869.621
408301,63936.207
408302,81176.289
408303,88608.633
408401,73020.305
408402,90719.148
408501,60590.324
408503,107070.31
408504,74826.742
408505,100273.66
408623,67821.367
408624,104229.81
408625,106021.41
408626,66085.922
408627,100693.22
408628,77953.305
408629,92223.625
408630,64115.262
408631,70943.695
408703,103754.1
408704,42139.242
408705,58682.176
408706,134865.08
408722,77780.609
408723,56586.5
408724,44535.816
408800,34890.188
430002,63448.84
430003,109278.3
430101,49464.582
430102,63761.391
430200,86911.328
430301,131206.64
430302,106201.53
430400,132135.81
430501,129953.26
430502,84582.563
430600,126637.05
430701,95744.328
430721,70776.297
430723,69529.273
430724,59222.52
430801,67285.266
430802,102466.81
430803,101301.37
430901,63612
430902,80124.211
431001,68769.617
431002,45621.797
431100,57862.129
431200,60689.918
431300,90835.695
431400,60081.77
431501,39077.305
431502,68289.664
431600,99327.531
431700,87359.492
431800,66005.398
431900,61362.695
432000,66523.492
432101,81219.727
432102,75202.859
432201,46531.902
432202,49984.793
432300,57673.539
432401,43761.328
432402,39206.563
432500,49142.496
432601,38919.441
432602,71217.047
432700,38383.336
432801,27194.025
432802,31227.518
432901,61851.121
432902,59596.52
433101,46154.723
433102,37010.234
433200,42058.723
433302,28289.541
433304,34136.887
433305,43976.406
433306,36441.285
433307,53741.758
433401,52974.684
433402,31954.33
433403,33449.277
433501,27555.313
433503,43162.715
433504,37072.742
433601,48406.148
433602,31964.926
433700,54729.207
433801,41329.789
433802,63671.332
433901,28816.109
433902,45690.664
434001,43425.469
434003,39452.367
434004,52361.238
460000,129388.55
460100,130555.05
460200,101534.46
460301,89262.344
460302,86383.703
460401,90719.148
460501,184154.84
460502,148329.13
460600,159619.08
460700,198032.08
460800,208081.39
460900,72823.242
461000,63155.359
461100,72178.008
461200,116875.93
461300,91504.234
461400,68646.719
461501,71295.453
461502,52729.941
461600,55914.781
461700,110024.18
461901,53118.777
461902,38406.648
462001,42583.172
462002,38015.691
462100,54931.57
462201,26670.635
462202,66549.977
462301,53159.035
462302,80091.367
462400,100084.02
462500,111411.06
462600,115265.5
462700,60553.242
462800,64656.664
462900,105695.09
463000,115302.58
463101,71275.32
463102,87329.828
463200,73328.617
463300,92926.07
463400,84965.039
463500,79983.297
463601,82687.125
463602,65889.914
463700,124887.82
463800,167942.47
463900,100067.06
464000,119855.23
464100,153089.42
464200,118625.15
480002,102528.27
480011,62733.68
480012,72972.625
480101,82285.578
480102,60403.855
480201,98815.797
480202,102682.95
480302,67277.852
480303,53636.867
480304,39811.535
480400,65857.07
480500,101856.55
480600,71124.875
480702,98647.336
480703,97641.883
480704,84150.289
480802,60381.605
480803,85853.953
480804,57578.184
480901,60943.137
480902,42627.668
480903,54299.051
481001,38539.082
481002,55417.879
481101,45930.109
481102,51305.98
481103,56225.211
481201,56191.309
481202,65120.719
481300,54248.195
481401,44934.188
481402,45795.555
481500,48368.008
481603,48383.898
481604,53526.68
481605,62944.52
481606,45630.273
481711,43928.727
481712,41285.289
481713,45028.48
481714,31122.627
481800,81202.773
481901,80960.148
481902,60838.246
482001,109019.78
482002,69901.156
482101,60038.328
482102,66438.734
482201,47133.695
482202,44463.773
482301,43919.191
482303,42777.059
482304,33624.094
482401,50408.59
482402,54543.797
482502,42335.25
482503,41929.465
482521,58272.152
482522,68349
482600,79393.164
482701,72377.195
482702,55623.418
482800,67727.078
500100,129745.6
500201,113850.02
500202,144931.33
500300,111982.13
500402,41407.133
500403,62047.129
500404,75765.453
500500,44863.199
500600,50347.141
500700,66733.273
500800,63672.395
500900,54527.902
501001,56707.281
501002,82883.133
501200,79241.656
501300,78999.031
501400,49362.871
501501,98571.055
501503,57885.438
501504,39637.777
501600,101717.75
501700,81757.953
501802,71206.453
501803,35797.113
501804,43851.383
501900,76151.109
502003,60293.668
502004,61141.262
502005,63085.434
502100,56586.5
502200,67130.578
502301,70563.336
502302,42379.746
502401,60755.605
502402,78317.773
502500,39281.789
502601,73803.273
502602,54748.277
502700,55205.98
502801,81982.563
502802,28965.498
502901,90498.773
502902,49501.664
503000,51685.281
503103,74438.969
503104,60479.078
503105,71231.883
503106,54126.355
503201,75829.023
503202,69711.508
503301,86324.367
503302,64452.18
503401,81994.219
503402,92465.195
503501,58639.797
503502,75210.281
503601,92635.773
503602,94926.398
503701,72962.031
503702,73859.422
503703,77602.617
503801,94512.133
503802,81109.539
503901,91295.516
503902,95170.078
504001,74205.883
504002,87408.227
504101,64171.414
504102,
530003,79609.297
530004,59524.477
530005,71405.641
530006,60510.863
530101,32489.375
530102,43978.523
530202,68015.258
530203,44074.938
530204,44744.539
530301,53471.586
530302,53410.137
530400,28757.838
530500,28135.914
530601,54828.797
530602,55021.625
530700,50491.23
530801,45915.277
530802,51564.5
530901,48371.184
530902,24469.008
531000,44638.59
531101,34066.961
531102,37849.352
531201,46554.152
531202,45419.434
531301,32994.754
531302,41187.816
531502,43407.457
531503,37817.566
531504,36036.559
531602,33343.324
531603,46118.699
531604,34963.293
531701,36379.836
531702,37992.383
531800,44586.672
531901,41811.859
531902,42889.363
532001,33564.762
532002,43322.695
532101,37759.297
532102,60283.074
532200,47573.387
532302,47917.723
532303,49368.168
532304,46163.199
532400,
532500,46630.438
532603,40582.848
532604,37114.063
532605,26254.254
532606,29948.709
532700,36333.219
532800,36018.547
532900,35431.59
533001,33550.988
533002,37356.688
533103,30000.623
533104,24230.621
533105,27272.428
533106,35285.379
533107,36440.227
533201,39466.141
533202,50427.66
533203,40393.195
533300,33109.18
533401,52864.496
533402,41937.938
533403,33043.488
533501,39903.711
533502,47511.934
533503,34369.977
533601,37868.422
533602,37016.59
533603,43829.137
533701,32650.418
533702,35561.906
533703,38191.57
533803,37452.043
533804,39644.137
533805,41550.164
533806,36917
533901,43886.348
533902,39689.695
534001,39865.57
534002,55928.555
534101,43373.555
534102,37195.645
534201,37250.738
534202,35564.023
534203,42680.645
534301,37333.379
534302,44991.398
534403,40162.227
534404,32199.072
534405,36997.52
534406,42309.82
534501,46608.188
534502,53744.938
534700,64957.559
534802,46058.309
534803,29564.111
534804,42315.117
534900,40358.234
535001,38054.895
535002,35379.672
535101,37703.145
535102,35168.832
535200,38216.996
535300,33219.367
535400,29798.26
535501,36544.055
535502,44955.379
535503,33579.594
535603,47607.289
535604,40206.727
535605,33771.363
535606,29798.26
535607,44716.992
535701,55813.07
535702,35325.641
535802,47134.754
535803,41428.324
535804,49369.227
535901,55039.637
535902,70916.148
536000,44896.047
536102,51224.402
536103,54510.949
536104,38333.543
536200,50197.75
540000,51077.133
540101,63039.875
540102,50915.027
540201,28233.389
540202,32976.742
540203,38214.879
540300,48491.969
540400,41566.059
540501,49833.285
540502,38026.289
540600,31122.627
540700,42349.023
540800,56602.391
540901,43914.953
540902,49558.879
541001,39667.445
541002,53555.289
541100,50395.879
541200,50814.379
541300,45235.082
541400,37964.836
541500,43296.211
541603,31978.699
541604,31919.367
541605,43909.656
541606,38442.668
541700,55339.477
541801,47996.125
541802,55419.996
542000,43938.262
542103,41520.5
542104,61656.176
542105,47346.656
542106,33581.711
542200,45566.703
542401,49947.711
542402,60963.266
542501,47298.977
542502,31974.461
542601,34921.973
542602,47879.578
542700,51401.336
542800,56780.387
542900,44667.195
543000,59414.289
543100,62337.43
543201,48781.207
543202,43111.859
543304,93297.953
543305,58512.66
543306,87573.508
543321,94605.367
543322,81012.07
543400,84759.492
543501,62076.797
543502,60703.691
543503,71473.445
543601,90498.773
543602,70223.242
543603,69937.18
543604,96678.797
543701,72928.133
543702,75118.102
543703,79362.438
543801,76901.234
543802,75352.25
543903,69228.375
543905,53107.121
544001,57581.363
544002,85671.719
550000,74496.18
550100,78983.133
550201,61252.508
550202,58934.336
550300,60992.934
550400,77475.477
550500,81612.797
550601,69926.586
550602,81363.82
550700,94122.242
550800,72037.094
550901,48276.891
550902,54563.926
551000,77265.695
551101,39928.078
551102,46272.328
551201,65755.359
551202,72372.953
551300,45704.438
551401,55375.496
551402,67514.117
551501,64315.504
551502,71556.086
551600,
551700,64603.688
551800,64442.645
551900,63921.375
552001,69245.328
552002,60580.789
