Area,Opportunity_Youth
231900,12.526539
232110,11.985019
232120,15.620998
232200,25.434782
232300,18.979057
232400,14.368932
232500,24.261873
232600,22.189348
232700,23.036093
232800,17.169811
234000,18.382353
234200,21.925133
234300,22.711864
234501,22.605364
234502,42.016808
234600,23.956932
234700,17.344173
234800,18.024263
234901,10.474308
234902,26.771654
235100,15.958816
235201,23.341524
235202,39.183674
236000,0
236100,17.150761
236202,20.341881
236203,9.3821507
236204,22.891565
236400,18.130312
237101,27.469135
237102,22.041763
237201,23.035715
237202,25.027443
237300,15.310078
237401,10.583941
237402,10.356537
237500,17.327766
237600,12.569316
237710,24.685139
237720,18.97436
237800,27.443609
237900,24.198717
238000,14.392524
238100,15.254237
238200,9.5634098
238310,16.245007
238320,23.046093
238400,27.403847
239201,20.360361
239202,14.397322
239310,25.759768
239320,21.140472
239330,21.760798
239501,27.1012
239502,28.350515
239601,22.613066
239602,19.364599
239701,24.0634
239702,35.36404
239801,14.065934
239802,16.462585
240010,19.58457
240020,38
240200,17.147709
240300,18.402283
240401,20.05571
240402,24.781851
240500,10.295729
240600,28.77828
240700,12.829324
240800,21.536524
240900,15.802172
241001,24.899057
241002,36.238533
241110,20.79002
241120,19.2607
241201,28.735632
241202,31.924883
241300,22.701149
241400,33.333332
242000,20.762712
242100,21.538462
242200,15.771812
242300,18.056919
242600,36.476685
242700,29.866989
243000,20.81448
243100,28.16754
261101,7.7181206
261102,3.1128404
261200,7.2192512
262100,2.8708134
262200,6.4425769
262301,0.17123288
262302,4.2857141
262303,0.95238096
262400,1.0471205
262501,14.411765
262601,13.654618
262604,7.1999998
262704,8.7323942
262706,10.357142
262802,1.0471205
264000,5.3941908
264102,9.2050209
264103,10.15625
264301,10.332104
264302,12.917595
265100,10.309278
265201,0.26548672
265202,5.9347181
265301,0
265303,1.3731631
265304,1.4690075
265305,1.3807532
265410,3.7735848
265420,1.1019284
265510,2.9545455
265520,17.391304
265601,10.288066
265602,5.9259257
265700,5.8510637
267100,21.039604
267200,5.7312255
267300,8.3710403
267402,23.636364
267403,6.7272725
267404,16.027874
267501,10.526316
267502,9.2643051
267600,10.56338
267700,15.410959
267800,19.254658
267901,25
267902,3.7800686
269000,17.183098
269100,3.5381751
269300,11.068703
269500,8.0808077
269601,32.777779
269602,18.736841
269700,6.5934067
269800,13.989637
269903,10.051993
269904,8.0586081
269905,11.524822
269906,15.104167
269907,13.08642
270100,30.650154
270200,15.242495
270300,17.5
271100,7.4349442
271200,8.9622641
271300,12.962963
271400,16.444445
271500,10.169492
271600,7.394958
271701,10.016694
271702,6.1983471
271801,15.257353
271802,7.8319006
271901,24.871796
271902,14.583333
272100,7.9575596
272201,21.12676
272202,12.57485
272301,19.424461
272302,13.043478
273100,7.1428571
273200,20.56962
273300,13.483146
273402,12.110726
273502,15.416667
273600,4.9019608
273700,17.228464
273800,7.8358207
273902,25
274100,8.5284281
274202,9.6774197
275101,18.018019
275102,11.697248
275200,26.763111
275302,14.929578
275311,15.227273
275400,12.5
275500,18.800461
275602,1.7777778
275603,4.33213
276000,8.474576
276100,11.058824
276400,2.3129251
276500,0.61794734
276601,9.7674417
276603,18.87324
276604,3.7807183
277000,6.1302681
277100,3.0837004
277200,6.329114
277400,14.726027
278001,4.1666665
278102,9.1954021
291110,13.636364
291120,21.012659
291130,29.960318
291210,10.6
291220,4.5801525
291300,5.8064518
292000,21.072088
293201,15.700483
293202,19.565218
293301,9.2178774
293302,7.5320511
293304,17.378498
293306,7.0833335
293307,14.344262
294110,19.656786
294120,11.747851
294200,15.364583
294301,17.675545
294302,22.235023
294410,10.340909
294421,14.780601
294510,17.154812
294520,9.963768
294610,14.691943
294620,24.770641
294701,9.4488192
294810,15.848527
294820,14.354838
294830,20.578232
294900,18.84273
295103,9.5238094
296210,31.609196
296220,12.674651
296300,7.7803202
296401,19.140625
296402,12
296500,21.964285
296600,8.6526575
296901,9.8501072
296902,21.95122
297000,5.9945502
297110,26.875
297120,7.0116863
297201,12.103746
297202,7.2727275
297300,5.1546392
297400,4.6109509
297500,4.6321526
297601,24.880383
297602,9.9447517
300100,2.4711697
300200,5.4140129
300301,8.609271
300400,5.451448
300501,3.7037036
300502,17.049809
300600,7.5883574
300701,3.3663366
300702,5.0108933
300800,6.2289562
300901,4.4444447
300902,10
301000,19.006479
301100,6.9984446
301203,4.693141
301204,10.810811
301205,11.004785
301206,8.8414631
301300,9.160305
301400,7.5555553
301501,12.133891
301502,11.645963
301601,16.216217
301602,16.847826
301701,14.328359
301702,24.9226
301801,3.0674846
301802,6.3888888
301900,10.863095
302002,35
302003,18.095238
302004,9.6711798
302102,15.961538
302103,12.009804
302104,15.481172
302201,15.938303
302202,23.691099
302301,12.38938
302302,10.283159
302401,18.831169
302503,8.94526
302504,27.118645
302505,21.525885
302506,12.997348
310100,2.0512822
310201,8.8842974
310202,9.8169718
310300,11.231884
310400,8.2677164
310501,11.827957
310601,13.751169
310602,17.785234
310701,2.8571429
310702,9.8143234
310703,35.023041
310800,20.373833
310900,12.152778
311000,11.371238
311100,5.152225
311200,9.4827585
311300,6.9565215
311400,15.137614
311500,12.086093
311600,8.7621698
311700,2.7548208
311801,10.880829
311802,15.778252
320100,9.5762711
320201,8.8114758
320202,8.9430895
320300,13.793103
400204,7.9896908
400205,12.398922
400206,10.191083
400207,10.104012
400302,10.616438
400304,3.3453889
400402,7.0444102
400403,9.0712748
400404,8.4249086
400501,3.7288136
400602,6.7092652
400603,15.456239
400604,11.320755
400800,0.17165276
400900,11.793612
401001,14.138818
401002,11.978221
401101,12.581063
401102,6.1371841
401201,15.659341
401202,7.8236132
401203,18.816568
401303,9.5940962
401304,3.3921304
401311,11.284916
401312,6.0568604
401500,10.15625
401601,5.9471364
401602,6.1968408
401603,15.151515
401701,2.8350515
401703,7.8909612
401704,17.407408
401800,1.4432989
401901,0.056947608
401902,21.097046
402001,10.862619
402002,2.1912351
402101,18.165138
402102,13.450293
402200,20.431473
402301,22.335026
402303,18.111111
402304,20.211361
402402,16.777779
402403,1.5532941
402404,0.050916497
402405,12.451362
402406,15.053763
402501,15.851449
402502,27.437641
402600,10.543478
402702,18.60465
402703,17.481663
402705,13.519313
402706,12.820513
402801,17.152103
402803,17.164179
402804,15.210843
402902,20.850708
402903,32.07547
402904,8.1377153
403000,19.333334
403303,7.2625699
403304,9.2178774
403305,12.252964
403312,6.9732938
403316,8.3818398
403317,5.6878309
403318,8.6244545
403319,5.9925094
403320,8.8983049
403321,7.7519379
403322,8.548708
403323,5.1987767
403324,5.7342658
403325,13.56784
403401,13.253012
403402,9.0189877
403403,5.0335569
403404,11.357341
403405,1.5544041
403406,6.1946902
403407,2.4316111
403408,5.3952322
403500,8.7649403
403600,17.387127
403702,11.80867
403703,7.2761192
403721,12.302284
403722,16.99115
403801,10.446247
403802,17.146776
403901,25.365854
403902,9.6726189
404000,12.351544
404100,14.904862
404201,9.973753
404202,1.9480519
404301,12.573674
404302,27.18894
404401,15.245009
404402,7.9831934
404501,25
404503,20.100502
404504,14.700705
404600,22.439024
404701,13.392858
404702,9.7689075
404703,17.960426
404801,11.501597
404802,19.586206
404803,8.7136927
404901,12.936345
404902,17.363344
404903,12.878788
405001,13.397483
405002,10.368664
405101,12.207792
405102,10.638298
405201,14.857142
405202,13.382353
405203,7.0607553
405301,14.902808
405302,17.571884
405400,14.442013
405500,5.2826691
405600,9.0285711
405701,9.375
405702,29.680998
405800,8.3769636
405900,19.7318
406000,10.767468
406101,6.5335755
406102,22.466961
406200,12.368024
406300,6.0818715
406402,9.2485552
406411,6.7114096
406412,2.0689654
406500,6.732348
406601,9.2888241
406602,14.235706
406701,19.485294
406702,12.661499
406800,11.094453
406901,2.3659306
406902,24.015009
407001,16.808769
407002,24.232634
407101,11.71875
407102,18.298368
407200,16.683218
407301,12.847966
407302,17.179024
407400,20.357143
407501,17.975567
407502,10.10101
407601,6.7019401
407602,13.735343
407701,12.345679
407702,10.652921
407801,21.518988
407802,16.244411
407900,18.335901
408003,17.228464
408004,14.503817
408005,13.957055
408006,10.752688
408133,10.204082
408134,18.831169
408135,25.679012
408136,10.135135
408137,30.873787
408138,29.321663
408139,19.162437
408140,16.07445
408141,23.958334
408202,13.747229
408211,7.2983356
408212,4.5662103
408301,18.865435
408302,4.7531991
408303,12.252253
408401,19.424461
408402,9.5840864
408501,5.381166
408503,4.0229883
408504,8.9574156
408505,12.142858
408623,15.759313
408624,10.791367
408625,10.42654
408626,6.6666665
408627,12.835821
408628,12.732096
408629,8.8607597
408630,19.791666
408631,20.146521
408703,8.8275862
408704,9.2838192
408705,8.333333
408706,7.0588236
408722,12.007874
408723,11.174785
408724,15.092166
408800,15.532734
430002,10.584678
430003,11.894273
430101,13.636364
430102,8.3116884
430200,5.8139534
430301,4.359673
430302,14.624506
430400,4.0899796
430501,12.087913
430502,5.1282053
430600,10.731708
430701,12
430721,13.063063
430723,6.9711537
430724,4.1125541
430801,6.3101606
430802,2.6578074
430803,5.6856189
430901,18.324608
430902,10.158013
431001,9.9702377
431002,4.2105265
431100,9.1036415
431200,18.510639
431300,8.4656086
431400,0.29498526
431501,13.989637
431502,6.8817205
431600,2.8720627
431700,6.4039407
431800,3.6088474
431900,2.1479714
432000,10.227273
432101,17.80822
432102,11.5
432201,13.827161
432202,12.302839
432300,10.132158
432401,9.89011
432402,7.3333335
432500,16.203703
432601,9.4801226
432602,10.643016
432700,16.427105
432801,17.111111
432802,19.97534
432901,9.4855309
432902,9.3816633
433101,7.7319589
433102,18.758257
433200,19.616686
433302,12.121212
433304,8.5399446
433305,17.443609
433306,17
433307,15.022422
433401,14.345115
433402,22.083334
433403,9.1743116
433501,18.571428
433503,13.402061
433504,16.068377
433601,6.1682243
433602,6.1302681
433700,17.254902
433801,13.806706
433802,4.9603176
433901,24.421965
433902,32.129276
434001,15.995975
434003,13.071896
434004,9.7902098
460000,6.7114096
460100,5.1685395
460200,9.4616642
460301,7.0175438
460302,10.76716
460401,1.3157895
460501,4.029304
460502,8.661417
460600,7.8039927
460700,3.5582821
460800,1.6483517
460900,14.285714
461000,14.703557
461100,26.222221
461200,6.9825435
461300,9.383378
461400,5.3072624
461501,17.532467
461502,17.228104
461600,12.365064
461700,4.0404038
461901,20.193237
461902,20.895523
462001,17.5
462002,14.644809
462100,13.111888
462201,15.742794
462202,23.574144
462301,23.162939
462302,9.7902098
462400,10.299004
462500,15.521065
462600,5.8823528
462700,12.834225
462800,16.818182
462900,18.430035
463000,8.2417583
463101,11.320755
463102,5.5555553
463200,18.90411
463300,1.7857143
463400,6.3063064
463500,1.47651
463601,11.349693
463602,12.385321
463700,14.179105
463800,13.615024
463900,14.393939
464000,5.8536587
464100,6.1068702
464200,4.0856032
480002,11.153846
480011,12.653779
480012,8.8154268
480101,3.2448378
480102,9.090909
480201,1.5209125
480202,8.2568808
480302,12.080537
480303,16.241299
480304,8.6538458
480400,7.9787235
480500,5.6644878
480600,11.835335
480702,7.2131147
480703,18.677042
480704,11.044177
480802,12.702079
480803,17.073172
480804,6.9620252
480901,8.4233265
480902,8.5158148
480903,14.361702
481001,12.951807
481002,26.726343
481101,7.5546718
481102,3.5087719
481103,14.693877
481201,9.0373278
481202,10.453649
481300,17.857143
481401,1.3595166
481402,8.3143511
481500,4.6568627
481603,15.560166
481604,8.6319218
481605,13.422819
481606,14.035088
481711,20.902613
481712,9.469697
481713,12.068966
481714,18.636364
481800,1.010101
481901,8.7751369
481902,8.7939701
482001,3.9603961
482002,10.111111
482101,9.7087383
482102,12.648221
482201,17.087379
482202,7.826087
482301,13.414634
482303,7.0464768
482304,25.965666
482401,16.07445
482402,12.862547
482502,13.319239
482503,16.049383
482521,9.9290781
482522,18.693285
482600,7.3333335
482701,8.8699875
482702,5.3658538
482800,7.0769229
500100,7.536232
500201,5.8072009
500202,9.7323599
500300,11.510792
500402,14.505119
500403,8.3743839
500404,12.430427
500500,9.1346149
500600,14.227642
500700,14.960629
500800,14.509246
500900,20.946915
501001,12.031558
501002,17.910448
501200,13.388625
501300,7.4626865
501400,11.463414
501501,6.3725491
501503,21.174864
501504,8.7378645
501600,3.2796319
501700,16.898609
501802,6.2770562
501803,13.950457
501804,22.028986
501900,5.483871
502003,10.479042
502004,20.508743
502005,20.853859
502100,17.637541
502200,15.026455
502301,14.398734
502302,18.306637
502401,6.8656716
502402,18.575851
502500,18.309858
502601,18.540268
502602,11.136891
502700,10.657597
502801,8.7697926
502802,8.4249086
502901,10.237204
502902,9.89011
503000,18.258766
503103,12.5
503104,22.727272
503105,6.5817409
503106,8.6746988
503201,6.3394685
503202,13.975155
503301,7.9670329
503302,8.1918077
503401,12.6071
503402,10.071942
503501,8.4623327
503502,9.5860567
503601,18.677042
503602,6.5116277
503701,11.416185
503702,9.4476748
503703,11.654527
503801,10.31746
503802,16.081331
503901,17.753624
503902,8.1560287
504001,1.8266475
504002,12.1875
504101,13.055954
530003,7.90378
530004,11.111111
530005,3.5714285
530006,21.907217
530101,13.723404
530102,15.039577
530202,12.5
530203,11.25
530204,16.63405
530301,10.182768
530302,11.764706
530400,13.408724
530500,17.663422
530601,21.129326
530602,6.425703
530700,23.208191
530801,15.619047
530802,16.838995
530901,16.485226
530902,18.504436
531000,18.202765
531101,23.551638
531102,13.707865
531201,20.3125
531202,14.652568
531301,10.344828
531302,14.390468
531502,15.109035
531503,12.605042
531504,17.940718
531602,18.743343
531603,11.788618
531604,20.559441
531701,16.35021
531702,14.202561
531800,14.850136
531901,15.256257
531902,16.366907
532001,26.818182
532002,14.438502
532101,10.265283
532102,10.536044
532200,13.984674
532302,12.104539
532303,11.627907
532304,12.5
532500,12.869565
532603,13.613445
532604,17.256638
532605,16.568914
532606,16.876574
532700,12.844037
532800,16.430019
532900,10.695652
533001,13.959391
533002,16.27907
533103,13.682432
533104,12.754159
533105,17.632242
533106,9.8113203
533107,18.75
533201,16.389549
533202,20.089285
533203,13.605442
533300,13.990826
533401,10.852714
533402,29.44079
533403,16.371681
533501,16.240875
533502,18.362284
533503,19.023136
533601,16.84322
533602,14.732725
533603,20.966084
533701,15.9375
533702,15.384615
533703,11.675127
533803,20.322887
533804,14.175654
533805,20.299501
533806,15.855354
533901,14.708692
533902,24.796085
534001,10.78125
534002,14.554794
534101,22.477064
534102,16.101694
534201,17.315435
534202,22.620171
534203,14.468864
534301,13.693901
534302,15.18797
534403,9.7251587
534404,17.463236
534405,18.268089
534406,17.524645
534501,20
534502,15.652174
534700,8.5967131
534802,19.134396
534803,21.865444
534804,21.748878
534900,26.963102
535001,18.010075
535002,14.285714
535101,18.81259
535102,21.485411
535200,23.541887
535300,21.209017
535400,24.777449
535501,14.262023
535502,15.929204
535503,16.519823
535603,21.834862
535604,15.062761
535605,21.709633
535606,10.884354
535607,9.262166
535701,9.7029705
535702,16.765755
535802,12.189616
535803,19.863014
535804,13.421342
535901,15.783133
535902,17.45636
536000,14.867256
536102,9.782609
536103,15.896885
536104,18.367348
536200,17.68
540000,12.798092
540101,11.809318
540102,16.695059
540201,20.062696
540202,23.03969
540203,23.279816
540300,12.653563
540400,25.814537
540501,26.035032
540502,24.46916
540600,30.379747
540700,27.54491
540800,17.661098
540901,16.106195
540902,21.89781
541001,11.210762
541002,18.723404
541100,20.232557
541200,14.665127
541300,22.64151
541400,24.781342
541500,14.227226
541603,22.295082
541604,23.504723
541605,21.375311
541606,24.925816
541700,10.625
541801,17.607224
541802,14.83871
542000,21.747572
542103,13.93534
542104,14.046122
542105,10.424242
542106,13.69863
542200,25.93775
542401,26.086956
542402,14.931238
542501,25.126263
542502,26.96011
542601,11.191336
542602,19.736841
542700,21.406729
542800,24.867725
542900,19.767443
543000,22.670807
543100,15.019763
543201,12.912482
543202,25.10965
543304,19.548872
543305,26.623377
