Area,Ages_18-24,Ages_25-34,Ages_35-44,Ages_45-54,Ages_55-64,Ages_65_&_Older,Under_Age_18
143901,5.1657858,9.7549257,12.157617,17.635752,16.506487,17.731859,21.047573
143902,4.7952046,16.083916,18.148518,18.381618,10.989011,13.353313,18.248419
181000,5.1760507,11.763751,15.4957,14.83044,16.339445,20.055168,16.339445
181300,8.713376,11.388535,15.898089,13.452229,13.426751,19.872612,17.248407
181400,10.002165,12.491881,14.656852,15.977485,11.257848,16.432129,19.181641
181500,6.3369398,14.270994,13.936115,14.554354,14.786193,17.722824,18.392582
181600,36.420551,10.837651,10.060449,10.319516,9.5639029,8.0310879,14.766839
183101,9.4200926,14.347944,15.736455,16.852709,12.877757,11.952083,18.81296
183103,10.275519,19.738031,13.821138,10.749774,14.092141,6.2782292,25.045168
183104,7.5707154,15.806989,13.810316,12.895175,11.56406,15.848586,22.50416
183220,10.929451,18.029116,13.7514,14.244121,7.5251961,12.519597,23.00112
183221,6.5464897,15.14864,18.216318,8.9184065,12.681847,9.4876661,29.000633
183222,7.0520229,15.144508,11.907515,13.236994,18.439306,17.080925,17.138729
183300,13.105497,20.178307,11.352155,12.897474,11.649331,13.818722,16.998514
183401,11.152264,16.296297,16.584362,10.781893,16.255144,10.823046,18.106997
183402,17.539267,14.626964,13.514398,12.5,9.0641365,12.009162,20.746073
183510,9.6390324,14.240381,18.20706,15.906386,8.8853626,9.2026978,23.919079
183520,10.72365,15.076035,16.229681,12.63765,9.8059778,8.3114843,27.215521
183610,11.937322,16.324787,17.578348,11.994302,10.797721,7.3789172,23.988604
183620,11.18797,18.105263,14.165414,12.932331,5.8345866,8.5112782,29.263159
183701,11.99581,22.315348,18.622314,9.4814043,9.1671028,9.6123629,18.805658
183702,9.9938498,16.666666,18.111931,13.92989,7.1340714,13.161132,21.00246
183810,8.0304108,22.641958,13.447374,11.784272,10.144928,8.6006174,25.350439
183820,7.5749998,19.15,13.825,11.55,10.175,4.8499999,32.875
185100,5.486671,16.026039,18.195908,14.212647,11.996281,15.266584,18.81587
185202,9.9608421,19.627998,13.852179,12.016643,12.359276,10.107685,22.075378
185203,13.070284,16.553637,15.25894,12.114674,9.9876699,10.542541,22.472256
185204,7.3428421,8.2408876,18.541996,10.248283,14.368727,24.722662,16.534601
185310,9.9096289,18.603926,15.300716,10.626364,11.031474,8.226862,26.301029
185320,11.867427,15.680684,11.261582,14.967926,11.047755,12.758375,22.41625
186100,5.1165805,12.219344,21.049223,12.046632,15.457685,15.695164,18.415371
186201,5.8001823,17.096872,10.932281,14.454905,10.658974,19.435165,21.621622
186202,9.9458399,8.8626289,19.793205,16.395864,9.5027084,14.475628,21.024126
186203,10.41384,13.500678,13.466757,13.80597,15.705564,15.603799,17.503391
186301,12.27844,16.532389,15.630035,13.922011,8.3467607,7.6699967,25.620367
186302,6.9679852,17.4095,17.744297,12.429379,12.868801,14.166143,18.413895
186401,10.420121,16.39027,14.234384,14.455501,9.5632944,8.8999443,26.036484
186403,9.9066048,15.577051,13.108739,17.011341,11.407605,12.87525,20.113409
186404,10.363289,16.711281,15.296367,16.099426,8.7954111,7.9158702,24.818356
187101,7.7002764,18.162983,13.294199,16.401934,10.082873,19.267956,15.089779
187102,5.7669439,18.281807,15.041617,18.133175,9.4233055,12.663496,20.689655
187200,13.259073,18.613008,13.36687,12.827884,10.312613,10.959396,20.661158
187300,5.8058376,20.939087,23.76269,15.260152,9.8667517,9.1053295,15.260152
188100,9.2528582,20.499866,20.393513,15.128955,8.9603825,12.071258,13.693167
188201,5.5587392,33.467049,17.13467,14.813753,7.5071635,9.5702009,11.948424
188202,1.4279532,22.025097,17.957594,11.466897,13.933362,20.034616,13.154479
188300,3.6585367,21.396896,19.068737,11.779379,12.888026,19.290466,11.91796
189101,4.8887124,30.484898,17.130365,11.565978,7.5119238,19.952305,8.4658184
189102,5.6633291,21.339174,24.31164,15.331665,8.5732164,12.453066,12.327909
189201,8.6149158,34.733639,15.64688,11.506849,11.354642,10.228311,7.9147639
189202,4.1229095,25.63205,11.746402,15.519253,9.8794241,20.847919,12.252042
189300,6.5239553,9.1743116,14.101257,14.441047,21.780497,21.032959,12.945973
189400,2.0210645,21.690863,22.459436,15.6846,15.28608,13.606604,9.2513523
189500,5.6165752,32.775837,24.638042,11.258113,11.357963,7.4638042,6.8896656
189600,5.1051893,33.464237,20.196354,10.182328,12.398317,10.014026,8.6395512
189701,11.201044,17.702351,21.56658,14.778068,11.096605,9.0600519,14.595301
189702,2.0997376,22.414698,25.35433,12.073491,12.808399,15.433071,9.8162727
189800,5.351759,28.994974,25.201006,11.080402,9.2211056,13.190955,6.9597988
189902,8.0107317,37.236488,18.915293,10.636259,12.648524,10.94289,1.6098121
189903,13.041453,30.740568,17.373079,17.885422,12.435957,6.8001862,1.7233349
189904,16.123907,33.955521,16.83876,13.89992,5.5202541,9.3328037,4.3288326
189905,14.771784,22.365145,21.659752,9.1701241,13.983402,11.037344,7.0124483
190100,17.850449,31.680901,20.141638,12.01833,5.9154344,6.7902522,5.6029992
190201,29.021244,26.403643,7.663126,12.177542,5.9939303,12.974203,5.7663126
190202,17.577354,39.993416,12.508229,9.6115866,4.2462144,13.824884,2.2383146
190301,12.98321,32.253025,14.994143,14.525576,8.6294413,11.011324,5.6032801
190401,2.4061034,35.446011,13.673709,13.820422,15.316901,10.534038,8.8028173
190402,4.8105578,28.65049,20.476799,13.580247,6.811409,15.708813,9.9616861
190510,12.371744,22.651934,16.535122,12.884768,10.576164,5.8208365,19.159431
190520,6.3963737,20.322336,14.127424,13.800051,14.832536,14.656258,15.865022
190700,16.966967,27.087088,14.864865,9.0090094,11.051051,12.702703,8.3183184
190801,15.441176,17.524509,14.297385,9.1911764,12.785948,22.794117,7.9656863
190802,10.111111,25.111111,17.333334,15.481482,12.037037,7.5925927,12.333333
190901,13.563115,19.740376,15.2641,10.004477,9.1987467,8.1692028,24.059982
190902,9.4370098,22.819567,14.490079,13.520997,11.6982,8.6063681,19.42778
191000,12.605708,34.090908,14.93129,11.918605,5.206131,6.4217758,14.825582
191110,9.3306284,14.691394,14.169806,14.662416,21.993626,19.704433,5.4476962
191120,9.9104996,17.114166,15.673433,15.78258,12.224405,11.591355,17.703558
191201,8.4885693,16.10923,16.553768,12.764606,16.828959,18.839966,10.414903
191203,14.49328,15.401381,14.202688,7.264802,17.689793,13.367236,17.58082
191204,11.508704,18.665377,16.972921,13.152804,13.491296,11.895552,14.313346
191301,7.1457086,20.399202,16.167665,12.614771,10.698603,15.848304,17.125748
191302,10.769231,28.523909,12.515593,12.681912,7.0686069,14.802495,13.638253
191410,10.399842,17.352768,14.161906,13.66949,8.1347256,8.5680523,27.713217
191420,8.2256784,24.307936,15.423148,12.575797,8.7793303,7.3029265,23.385183
191500,13.584374,20.042231,15.308816,12.810136,9.7131796,7.8303714,20.710892
191610,13.740284,19.821674,15.2492,14.746227,10.631001,7.315958,18.495657
191620,10.97561,21.95122,10.052735,13.216875,9.030982,16.677652,18.094925
191710,14.802183,18.894953,11.937244,15.416099,9.9931784,9.1405182,19.815825
191720,9.9767981,18.020109,14.101573,14.101573,9.8994589,7.6566124,26.243877
191810,14.795773,22.422165,18.737503,12.482148,6.8837476,3.2276492,21.451014
191820,8.4957705,23.501287,18.131666,16.734093,7.3188672,9.6358957,16.182421
191901,13.458262,33.219761,18.767746,10.448608,5.8205566,7.609313,10.675753
191902,1.7252821,21.831453,22.362309,11.048441,13.404114,10.119443,19.508959
192001,6.1133604,26.761133,20.526316,6.5182185,10.566802,17.773279,11.740891
192002,5.1016493,23.820484,19.831224,18.411968,10.164941,13.92405,8.7456846
192300,7.0131721,26.450695,19.508722,11.676753,8.8999643,14.98754,11.463154
192410,8.4367876,21.839371,15.758804,19.331137,10.53965,9.1715231,14.922726
192420,10.051667,18.341944,19.234383,11.531236,10.310004,6.5993423,23.931423
192510,8.9198036,15.248227,18.466993,17.621386,5.8101473,13.747954,20.185488
192520,10.495568,17.344883,15.290089,12.550363,11.66398,4.7945204,27.860596
192610,9.4512835,22.428541,13.728354,12.53912,9.5973291,9.0757351,23.179638
192620,10.553728,19.517544,12.801535,13.843202,12.691886,5.3453946,25.24671
192700,10.432912,20.22049,17.800484,17.020704,8.0397959,9.8144665,16.671148
194101,4.7331638,26.365946,20.775095,16.359594,9.2121983,10.736976,11.817027
194102,5.8730578,17.48749,13.062944,16.170662,14.959178,14.511456,17.935211
194200,3.0710173,9.7066078,17.438992,21.798738,17.768028,14.669592,15.547025
194300,6.4308681,11.548767,17.524117,22.454449,14.013933,12.942122,15.085745
194401,4.8701301,36.93182,17.167208,11.607142,8.6038961,14.853896,5.965909
194402,10.92233,28.033981,24.211164,12.560679,9.7087383,7.8276701,6.7354369
194500,9.0490799,16.104294,21.421268,8.2822084,14.212679,18.251534,12.678937
195100,4.1278834,13.476325,19.32416,12.990692,16.309187,18.089842,15.681911
195201,2.5870647,27.82753,22.321724,11.741294,11.077944,11.509121,12.935324
195202,6.2064967,17.227379,18.097448,17.836428,12.151972,11.339908,17.140371
195300,9.3947372,26.921053,18.447369,12.657895,8.6842108,11.421053,12.473684
195400,2.3040433,30.426926,23.582561,10.887734,9.735713,15.51841,7.5446124
195500,6.0544496,23.262901,18.224298,12.799675,12.982528,14.059325,12.616822
195600,6.658668,29.064188,18.296341,8.1283741,9.6580687,9.2081585,18.986202
195710,14.862041,14.318562,16.429766,12.270067,8.3612041,10.493311,23.265051
195720,8.9518671,26.54071,17.049032,11.111111,9.1318035,9.7165995,17.498875
195802,10.010921,20.640699,14.124499,13.469239,10.811794,12.340735,18.602112
195803,6.4364734,29.265841,14.951391,13.241703,11.163259,12.571237,12.370097
195804,5.077805,26.658476,16.912367,21.294022,7.0024571,9.95086,13.104013
195901,6.0251408,38.664932,12.743823,10.056351,8.2358036,12.397053,11.876897
195902,6.5939512,34.705006,11.650967,19.781855,6.8418446,9.5686665,10.85771
195903,8.7219343,27.288429,17.098446,11.442142,11.139896,6.908463,17.40069
197200,10.425806,17.729033,11.922581,14.064516,14.32258,15.019355,16.516129
197300,7.4603987,21.793562,17.194685,17.322432,13.260092,10.807358,12.161471
197410,7.1628556,23.051796,17.732151,15.772282,8.5627623,9.7060194,18.012133
197420,11.310385,20.133064,20.24877,8.6201906,10.587214,13.855945,15.244431
197500,10.38168,26.106871,18.346056,14.580153,4.6819339,10.101781,15.801527
197600,8.1994228,20.93119,19.118254,13.844253,11.330861,9.2295017,17.346518
197700,12.734662,21.482485,13.412038,13.31527,12.34759,10.373525,16.334431
199000,8.8118458,18.689058,13.831708,13.94005,9.7146988,11.195377,23.817263
199110,8.6400003,13,17.280001,11.16,14.28,15,20.639999
199120,12.176628,13.67083,12.466548,13.804639,11.083854,12.80107,23.996431
199201,9.9733076,13.516137,16.452318,14.365445,10.361563,9.0754671,26.255764
199202,11.888342,12.577996,16.256157,11.724138,11.625616,10.771757,25.155993
199300,5.6524186,14.454443,19.375704,12.570304,13.892014,12.542182,21.512936
199400,14.114779,13.73809,15.865278,9.8825617,12.430756,11.389319,22.579216
199700,12.314225,16.833485,12.223233,12.647861,9.8877764,12.101911,23.991507
199800,9.1091089,15.595595,11.771771,14.894895,11.071071,14.534534,23.023024
199900,11.511585,13.350496,15.336521,10.555351,9.6358957,10.555351,29.0548
201110,7.1132855,16.597666,10.161837,15.807302,10.048927,11.29093,28.980053
201120,13.074713,15.229885,17.480843,12.308429,7.8544064,9.7701149,24.281609
201200,10.075188,19.586466,13.796992,9.5112782,12.030075,7.0300751,27.969925
201301,9.7066832,11.248866,19.02026,14.151799,11.097672,11.037194,23.737526
201302,4.5180721,22.289156,13.554217,14.156627,14.156627,19.961664,11.363636
201401,10.669007,18.100254,14.199337,13.048567,7.0021453,9.693778,27.286913
201402,12.358832,11.101641,16.066483,10.164074,13.552099,18.580866,18.176006
201501,14.502405,13.411025,13.743988,15.427303,9.7114315,11.320755,21.883093
201503,7.5799088,16.925419,13.089802,11.841704,9.7716894,11.293759,29.497717
201504,15.117416,13.013699,13.209394,14.530333,12.915852,10.469667,20.743639
201601,5.8482141,20.848215,8.0803576,15.133928,12.5,15.580358,22.008928
201602,13.666093,14.182444,17.590361,12.977625,10.877797,10.223752,20.481928
201700,28.656666,17.78043,12.018412,11.012615,8.7282648,6.3757243,15.42789
203100,16.74131,12.390701,11.942845,12.689273,6.0993814,9.1703987,30.966091
203200,11.23872,16.570959,15.730106,11.300246,8.0188675,8.9212465,28.219852
203300,11.360382,14.463007,3.293556,10.310263,5.1073985,9.928401,45.536991
203500,14.732142,14.572704,12.78699,13.903061,8.6096935,10.905612,24.489796
203600,10.630408,14.194479,14.627111,14.029666,7.3959622,8.6526575,30.469715
203710,12.406015,12.897629,14.835165,10.323887,10.844419,7.2585311,31.434355
203720,11.959411,16.356607,13.868084,12.829185,9.205122,8.5527906,27.2288
203800,11.696022,12.151197,17.019592,10.58777,8.4900055,9.2222443,30.833168
203900,9.1055861,19.599613,14.013561,8.6858253,9.5253468,8.7504034,30.319664
204110,13.158735,12.679655,10.124561,13.478122,9.8371124,12.456084,28.26573
204120,16.284153,11.948998,13.515483,14.426229,10.892532,8.852459,24.080145
204200,11.088114,17.001774,11.975163,12.566528,7.3920755,6.6232996,33.353046
204300,13.071488,15.9601,11.408978,11.783042,10.286783,13.424771,24.064838
204410,14.44391,16.562349,12.806933,9.0515165,9.7737122,8.6181993,28.74338
204420,9.6253004,17.394293,11.378481,13.853558,11.034719,5.568924,31.144724
204600,18.799913,18.022879,10.900064,9.6265917,7.0148931,5.5255775,30.110081
204700,13.096976,14.494265,17.664234,10.88634,11.553701,8.0709076,24.233576
204810,14.741451,14.574646,18.286072,9.6121769,9.1534615,7.4645538,26.167639
204820,10.261652,14.717907,13.246116,12.510221,11.283729,11.283729,26.696648
204910,13.439259,14.035088,12.545515,12.578616,10.360807,9.5001659,27.54055
204920,12.101168,10.933852,15.291829,10.272373,11.867704,11.245136,28.287937
205110,13.355986,14.532148,16.283325,8.729744,8.1547308,4.861474,34.082592
205120,14.628954,11.587591,13.686131,13.959854,8.9720192,7.6034064,29.562044
206010,8.8058281,15.837821,11.84669,14.634147,10.89642,14.634147,23.344948
206020,20.530413,32.840744,22.166513,16.110304,6.953424,1.0159652,0.38263622
206031,4.9615879,38.476311,22.31114,9.6030731,12.067862,6.2419972,6.338028
206032,13.169686,13.267096,10.4812,14.513929,6.7212157,11.90337,29.943502
206050,14.618086,9.8770847,7.243196,14.925373,8.4723444,23.529411,21.334503
206200,5.7680631,18.943533,9.714633,17.547056,17.091682,25.166969,5.7680631
206300,4.5339136,10.700036,13.85564,28.944506,28.200943,11.606819,2.1581428
207101,12.240994,28.976728,11.412177,6.6624165,7.0130696,18.712145,14.982468
207102,4.8235822,10.495757,14.292094,9.0218849,6.118803,37.51675,17.731131
207103,8.3000441,10.785619,17.399023,8.4331999,15.002219,20.239681,19.840214
207301,1.1096884,35.33931,21.895006,13.316261,12.270594,13.358941,2.7102005
207302,7.4475608,41.032288,21.376385,13.71671,8.1310396,3.3938251,4.9021916
207400,10.393542,25.731585,31.685167,20.282543,5.0454087,6.8617558,0
207501,8.5526314,30.122181,23.402256,4.6522555,10.996241,17.904135,4.3703008
207502,5.4712462,16.972843,13.21885,8.7060699,3.3546326,51.198082,1.0782747
207710,8.7582111,38.254612,16.296528,8.0075073,8.7894897,12.918361,6.9752893
207900,15.258266,30.948778,18.067863,7.9533176,5.1221094,8.1478281,14.501837
208000,16.659719,24.065582,13.15826,7.1835489,10.629429,4.918716,23.384743
208301,10.935382,24.85314,14.731134,10.122006,6.9588795,1.1748757,31.224583
208302,10.980304,21.530451,14.557392,10.301109,9.1012001,6.9051394,26.624405
208401,13.377243,16.942993,14.353849,12.082671,4.6104927,15.830116,22.802635
208402,12.807017,15.719298,12.666667,14.070175,14.280702,9.8245611,20.631578
208501,9.8853302,14.907078,14.946619,17.398182,11.625148,14.195334,17.042309
208502,9.5569801,12.789078,17.02424,10.643633,11.08944,10.8944,28.00223
208610,11.616991,12.414927,17.46069,15.254635,12.203708,12.978174,18.070875
208620,6.6004415,20.993378,17.63797,11.545254,13.112583,9.5364237,20.573952
208710,5.3991694,20.189201,20.258421,12.436548,14.905399,7.1758189,19.635441
208720,8.307827,26.082203,17.031046,8.264101,8.351552,5.1158724,26.847399
208801,9.4710951,24.477245,16.143911,10.947109,7.5338254,13.468635,17.958179
208802,10.199411,21.183393,12.912717,13.599216,14.351095,9.9705782,17.78359
208902,13.724728,22.667185,19.401245,6.7262831,7.9315705,5.2099533,24.339035
208903,12.644862,23.564255,22.405357,6.9533868,5.9232554,8.8848829,19.624002
208904,7.4614539,15.556168,17.235683,8.6729078,8.78304,11.646476,30.644274
209102,12.345937,22.122416,16.335909,10.006267,7.4994779,9.2751198,22.414873
209103,17.811634,17.423822,21.440443,8.0609417,5.2631578,3.3518004,26.648199
209104,10.448375,16.865488,16.49527,10.859729,8.2682028,8.1859322,28.877005
209200,16.208792,28.296703,16.971916,7.7838826,8.333333,7.2344322,15.17094
209300,16.37044,21.16464,16.300282,11.810102,7.3199253,6.5481758,20.486437
209401,6.8889971,21.71373,16.333982,12.706913,4.9415774,11.319377,26.095423
209402,9.6346416,25.41272,17.104195,11.150203,6.8741541,5.4939108,24.330175
209403,9.1111727,17.553637,15.185288,11.95319,7.4951239,17.163555,21.538033
209510,8.4328356,22.38806,10.671641,12.537313,13.992537,9.8507462,22.126865
209520,9.6522083,21.805393,15.084017,12.309496,9.4177418,7.6201639,24.110981
209810,11.936531,13.198702,16.155788,13.234764,8.9794445,18.031013,18.463758
209820,10.496689,14.933775,15.860928,12.483443,7.3178806,4.7682118,34.139072
210010,10.588235,12.380953,19.971989,8.9915962,11.988795,13.165266,22.913166
211000,1.7750214,10.906758,13.793841,14.114628,14.884517,18.691189,25.834045
211120,10.552764,28.140703,15.094705,14.630847,10.591418,7.8082724,13.181291
211121,12.746781,20.472103,11.158798,13.948498,16.008583,10.515021,15.150214
211122,9.2420855,24.752159,18.388231,12.98369,8.0588427,9.497921,17.07707
211201,9.3262529,24.858944,18.718885,16.329241,7.9654827,3.2525723,19.548622
211202,11.967779,19.716148,17.453011,12.351361,10.893747,9.1676254,18.450327
211310,16.154562,13.105214,13.803538,17.341713,10.917132,7.3324022,21.345438
211320,11.376702,13.857791,17.972769,14.704992,14.251135,5.3252649,22.511347
211410,5.4491901,18.114874,15.243005,17.820324,11.156112,12.371134,19.845362
211420,8.3730631,22.765196,10.935637,14.600715,15.256257,9.2073898,18.86174
211500,6.7533021,15.487857,12.547934,14.614402,18.385172,12.888794,19.32254
211701,4.0226064,15.19282,19.847075,12.101064,13.962766,9.2420216,25.631649
211703,11.445179,19.041893,16.816998,17.999599,10.402886,8.9997997,15.293646
211704,12.009553,28.215626,13.306039,13.783691,6.0388947,14.773115,11.873081
211802,5.4118204,21.148825,19.036316,16.544031,13.197247,10.135296,14.526465
211803,6.903821,22.108036,20.632412,16.62714,8.616601,6.0342555,19.077734
211804,14.798061,19.289177,13.182552,16.122778,9.9515343,12.180937,14.474959
211910,16.803537,20.80438,19.098757,13.118551,6.780375,3.8744998,19.519899
211921,8.9918261,20.526794,21.752953,17.847412,5.4950047,7.8564939,17.529518
211922,6.8218732,35.327557,15.971847,8.8251219,4.3584189,4.1959934,24.499187
212101,9.3565216,30.434782,17.530436,11.652174,8.5913048,7.4434781,14.991304
212102,13.304536,14.384449,9.5464363,11.490281,13.304536,21.987041,15.982721
212202,10.691145,22.273218,12.607991,12.311015,10.529158,10.097192,21.49028
212203,10.689768,16.345211,23.864008,8.630271,2.8440666,11.474338,26.152338
212204,7.5286417,22.258593,17.484997,11.020185,6.7103109,6.2193127,28.77796
212303,11.13831,22.276621,17.288862,16.860466,5.477356,5.4161568,21.542227
212304,14.515265,30.798071,12.747724,10.069631,4.3920727,9.2126408,18.264595
212305,9.8349838,20.39604,19.075907,11.221122,9.60396,4.7524753,25.115511
212306,7.64744,19.831497,14.646792,11.860013,14.419961,7.8094621,23.784834
212410,11.124547,30.302298,13.542926,11.922612,9.5042324,5.5380893,18.065296
212420,9.2128801,18.187239,18.813356,11.776982,11.270125,7.9606442,22.778772
212501,9.1288233,26.830399,20.342911,14.318813,6.4874883,7.2752547,15.616311
212502,11.541219,23.440861,16.487455,17.060932,8.3512545,8.9605732,14.157706
212610,9.506587,18.186516,17.954018,12.968225,14.673211,11.573236,15.138207
212620,7.1382079,17.964851,18.116728,11.824691,11.933174,13.842483,19.179865
212701,8.2532053,12.099359,15.665064,15.264423,13.020833,20.112179,15.584936
212702,3.7273695,15.894568,18.530352,16.001064,14.030884,15.867945,15.947817
212800,9.0421638,10.528881,18.352425,18.157446,9.2127714,11.62564,23.080673
212900,7.4806361,20.66857,13.330616,15.796984,9.5597229,9.7839384,23.379536
213100,10.992419,14.989662,21.330116,12.439696,9.0971746,10.578911,20.57202
213201,10.518226,16.512955,12.406675,16.732542,9.5081244,11.242864,23.078611
213202,11.687986,16.428392,14.39679,11.888638,13.74467,10.709806,21.143717
213310,8.17873,14.18866,13.666057,16.20068,10.243011,12.777633,24.745232
213320,9.4374714,17.852161,9.0655508,13.482101,18.131102,15.481172,16.550442
213401,11.093305,18.144587,17.361111,15.491453,9.170228,6.6417379,22.097578
213402,14.611671,16.761738,14.896885,13.317245,10.991663,8.6002636,20.820536
214000,4.4381003,13.418116,13.521931,9.96626,12.483779,12.769271,33.402542
214100,4.0169134,12.520555,18.440216,17.805967,9.1848717,14.540756,23.490721
214400,6.0766182,39.49802,23.877146,11.492735,3.8969617,4.8546896,10.303831
214501,5.3613844,24.465559,23.345776,10.756701,9.53512,9.9083815,16.627079
214502,18.87858,34.872932,14.400969,11.819282,6.6962485,4.759984,8.5720053
214503,9.763402,18.358789,18.149147,13.536987,11.171009,9.4938602,19.526804
214600,7.1557646,20.672209,21.395012,9.6494398,9.1434765,17.275026,14.709071
214700,4.6718144,22.123552,15.173745,13.590734,12.779922,19.459459,12.200772
214800,8.1761007,26.282688,25.455147,8.7719297,11.850381,10.062893,9.4008608
214901,2.6899798,39.744453,9.2804308,13.920646,11.566914,18.190989,4.6065903
214902,12.617637,33.461136,16.765423,8.2258625,8.9578247,11.885674,8.086441
215101,10.814928,45.049503,21.325209,6.4737244,5.3313022,6.1309977,4.8743334
215102,11.03057,40.75008,15.852506,16.671919,5.9565082,5.2946739,4.4437442
216100,4.9982147,10.639057,17.386648,16.137094,10.246341,17.029633,23.563013
216200,7.525537,18.51157,26.454033,17.344173,8.0675421,11.319574,10.77757
216300,5.4423113,20.245399,20.146448,13.397982,10.488818,13.120918,17.158123
216401,8.8988476,29.769526,18.758003,9.0268888,5.8685446,14.041826,13.636364
216402,6.4369311,28.088427,12.548764,13.816645,8.3550062,20.676203,10.078023
216700,8.633275,18.827084,18.273346,12.912157,9.5393906,14.296501,17.518248
216800,5.2007298,25.456203,20.072992,12.074209,11.465937,8.9416056,16.788321
216900,4.2101197,17.381227,18.829664,14.793357,17.033604,15.334105,12.417922
217001,4.0316772,11.663067,12.562995,10.187185,15.478762,14.326854,31.74946
217002,10.541045,17.444031,15.130597,14.272388,13.171641,14.272388,15.167911
217100,8.0211086,15.725594,21.442392,16.55233,10.958663,10.079156,17.220757
217200,8.5063801,17.81336,19.564674,12.484364,11.883913,7.7307982,22.016512
218110,8.9758339,16.714615,14.758343,14.499425,13.176064,12.140391,19.735329
218120,16.373926,14.773614,13.290399,16.139734,7.7673693,8.391881,23.263075
218210,11.350538,16.837885,14.081684,13.154598,9.8220997,7.7424207,27.010775
218220,8.8196859,16.659409,14.263937,11.367596,14.481708,12.216899,22.190767
218300,10.638298,16.727209,11.901055,16.087183,11.278325,10.949663,22.418266
218400,10.699301,14.405595,16.806526,13.030303,9.1841488,7.7156177,28.158508
218500,8.0879745,16.849947,16.566158,11.067755,12.131962,9.9680738,25.328131
218600,16.13372,14.389535,16.27907,8.430233,9.5930233,10.319767,24.85465
218701,12.742719,12.702266,13.996764,14.765372,15.65534,10.153722,19.983818
218702,8.7235994,13.95776,12.304867,16.896235,11.570248,12.396694,24.150597
218800,8.1882181,15.857725,14.709151,13.338273,14.11634,11.485736,22.304558
218900,11.599176,15.888813,15.116678,10.415236,11.78792,7.910089,27.282087
219010,13.845583,10.764662,11.952487,15.812918,13.511507,10.616184,23.496658
219020,13.473684,17.380117,14.385965,13.356725,11.111111,10.877193,19.415205
219300,15.835777,13.173923,16.038799,14.256711,7.8953304,6.8351002,25.964357
219500,9.4383326,13.72322,12.912565,14.881297,13.202085,20.787493,15.055009
219700,13.157895,16.172249,13.349282,19.784689,10.239235,9.6650715,17.631578
219800,11.309524,11.739418,15.906085,14.914021,9.0277777,9.2923279,27.810846
219901,10.992435,18.202047,15.887851,10.792168,12.416555,3.693814,28.015131
219902,16.178659,16.550869,18.138958,12.307693,9.8263025,8.6352358,18.362284
220000,10.132082,16.214808,16.892597,14.494265,10.740355,10.253736,21.272158
220100,7.5315628,13.62647,6.486722,16.935133,17.631693,16.543318,21.245102
221110,10.691824,19.742958,14.547443,11.457479,10.527755,11.101996,21.930544
221120,11.837399,14.861789,14.569106,14.894309,10.536586,7.8373985,25.463415
221210,9.5301123,19.854401,12.078094,13.964262,12.673726,8.2726669,23.626738
221220,8.3024855,21.760973,12.929667,9.8360653,14.436806,9.1485987,23.585405
221302,13.853765,18.673264,13.120762,15.576324,11.288254,6.9085579,20.579073
221303,11.595867,17.030233,20.359739,11.748947,11.481056,7.7688479,20.015308
221304,9.4385023,14.679145,15.347593,15.588235,9.9197865,8.0748663,26.951872
221401,4.8595772,12.212054,14.51562,7.5102558,8.9302616,26.727674,25.244556
221402,10.526316,22.077923,8.7491455,10.150376,15.003418,16.883118,16.609707
221500,12.258064,13.290322,16.490322,11.535484,13.780645,8.2838707,24.36129
221601,10.585198,17.584623,13.396443,16.551922,9.7246132,8.4050484,23.752151
221602,11.562696,20.037807,15.248898,9.0422182,8.0025206,7.5614367,28.544424
221710,19.414894,20.440729,12.348024,11.588146,7.598784,13.715805,14.893617
221810,37.17765,16.224928,8.1661892,8.6318054,4.4412608,8.6676216,16.690544
221820,53.404121,24.453466,3.1230481,5.4965649,4.0287318,3.6851966,5.8088694
221900,58.853008,11.525613,3.6469934,1.9209354,4.1759467,7.5723829,12.305122
222001,10.592519,15.491559,11.519364,13.042039,14.200596,9.7980804,25.355843
222002,11.158433,17.142248,11.712095,13.181431,12.116695,10.519591,24.169506
222100,11.466218,20.016821,11.718531,12.559574,10.933558,9.8962717,23.409027
222200,19.749216,13.117916,14.082469,13.76899,9.7902098,6.1490235,23.342175
222500,11.082474,13.862297,15.997791,12.444772,6.6826215,7.3269515,32.603092
222600,28.245932,19.873417,9.6925859,8.5352621,6.5099459,6.7088609,20.433996
222700,96.839607,1.0271267,0.26336581,0.10534633,0.23702924,0,1.5275217
224010,13.399621,19.507576,13.210227,16.193182,7.6704545,15.151515,14.867424
224020,14.223282,19.467621,17.282478,13.825983,6.8335319,3.4564958,24.910608
224200,12.208112,14.952888,20.442442,12.085211,6.6775913,8.7668991,24.866858
224310,12.928278,16.217451,13.88762,12.699862,4.1114664,7.4463224,32.709
224320,12.857142,22.040817,11.341108,10.379008,6.5306125,7.8425655,29.008747
224410,24.418947,28.478964,8.4730806,5.5310388,6.9137983,8.1200352,18.064137
224420,20.528456,16.829268,10.609756,10.081301,10.081301,9.105691,22.764227
224600,12.022505,14.154575,12.318626,13.295825,10.156944,6.7219424,31.329582
224700,85.04142,8.6683035,0.98189628,0.92052776,1.4881866,1.0739491,1.8257134
226001,11.603189,15.589017,15.013286,10.40744,5.7130203,8.414526,33.259521
226002,7.6971216,31.289112,17.58448,15.644556,10.325407,3.5669587,13.892365
