Area,Ages_18-24,Ages_25-34,Ages_35-44,Ages_45-54,Ages_55-64,Ages_65_&_Older,Under_Age_18
123204,10.84051,18.71102,14.760915,15.978616,8.969409,4.0689039,26.670628
123205,10.095799,17.501842,17.05969,12.269712,10.243183,7.2218127,25.607958
123206,14.1516,13.560501,14.464534,12.308763,11.995828,8.344924,25.173853
123301,12.536119,16.336964,15.047789,13.691932,13.069571,10.869082,18.448544
123303,12.308635,16.840172,13.227189,13.012859,11.267606,11.665646,21.677893
123304,11.410142,16.725979,8.0516014,12.967082,13.834519,18.727758,18.282919
123410,9.9636364,16.363636,11.660606,14.084848,12.169697,12.436363,23.321213
123420,11.85853,17.198336,14.586223,13.476653,10.63338,7.7669902,24.479889
123510,11.553068,14.071557,11.772936,13.971617,12.732361,12.93224,22.966221
123520,14.96,10.2,14.52,14.08,12.04,9.7600002,24.440001
123601,8.6031628,16.26506,16.076807,16.698042,13.685994,12.951807,15.719127
123602,11.882845,13.807531,13.612273,11.743375,14.114366,14.086472,20.753138
123700,10.239183,17.952164,6.4498792,20.451492,12.550389,14.70035,17.656544
123800,9.6445789,20.557241,15.252724,13.895338,14.877657,10.019647,15.752813
123901,10.862029,13.1731,16.085047,14.467299,10.076265,10.076265,25.259995
123902,6.835722,22.454979,17.126057,16.90555,10.584344,9.8860712,16.207277
124000,10.426075,12.075397,14.608286,12.134302,14.804634,13.999607,21.951698
124102,7.8525643,27.430555,19.631411,11.591881,7.104701,7.9594016,18.429487
124103,9.9863825,19.291874,16.931458,8.8061733,9.5324554,8.6699953,26.781662
124104,13.384672,24.972498,15.511551,11.074441,8.617528,7.5540886,18.885221
124105,11.247216,23.682257,16.518188,10.616184,8.7602081,7.5723829,21.603563
124201,8.9858789,20.121952,11.777921,20.378691,10.494224,12.16303,16.078306
124203,13.256591,19.494987,13.962124,14.296324,10.582993,8.8377275,19.569254
124204,13.852115,16.725864,18.534065,13.755247,8.7504034,5.3277364,23.054569
124300,6.1105208,21.625931,16.126461,14.612115,7.5982995,10.069076,23.857597
124400,10.093677,16.651054,13.653396,12.95082,10,13.911007,22.740047
124500,6.5916901,19.837551,14.932834,11.84005,15.432677,10.809122,20.556076
124600,8.5245905,17.078987,15.201192,12.757079,16.274218,12.518629,17.645306
124700,8.0510168,23.136707,14.487844,17.756079,11.219609,8.3897963,16.958948
124902,7.617775,21.984631,9.3551617,14.567324,11.794187,17.407284,17.273638
124903,8.0660229,24.758642,16.381189,12.519464,19.184055,12.239178,6.8514481
125100,6.7547722,20.949583,19.024311,12.710067,11.323217,9.8221569,19.415892
125200,5.8900867,19.852747,26.873522,13.410465,7.4940834,5.9689717,20.510124
125310,17.793303,19.128826,17.402918,10.108896,11.485515,7.6844053,16.396137
125320,20.34296,30.722021,11.33574,11.137184,7.3104692,10.505415,8.6462097
125401,7.7905159,39.473682,22.772278,10.213653,6.2272015,3.6737885,9.8488798
125402,10.645162,35.583126,19.354839,7.9404469,10.942928,6.2779155,9.2555828
125501,10.329067,32.480194,16.026814,11.761121,9.1407681,6.459476,13.80256
125502,4.8264184,27.998871,15.834039,18.571833,8.6649733,8.8907709,15.213097
125600,3.0214016,15.652539,13.008812,20.100714,14.351658,18.170374,15.694503
127102,12.749081,14.04527,11.627007,20.719675,7.6804023,5.9005609,27.278004
127103,9.8713732,21.53754,11.725995,10.200418,10.94825,6.7005682,29.015854
127104,11.649485,17.087629,15.386598,13.634021,9.1494846,9.0721645,24.020618
127210,12.637642,16.533966,15.39895,13.128918,8.0467558,8.1314583,26.122311
127220,6.1224489,13.754251,15.986395,10.629251,14.158163,14.285714,25.063776
127300,9.6900921,18.441729,15.888258,11.392406,12.068966,13.225666,19.292885
127400,11.122064,16.559881,15.62346,13.931329,10.169213,5.6842451,26.909807
127520,10.962702,21.421371,16.834677,11.491936,4.0574598,8.3669357,26.86492
127603,8.7359362,22.170748,15.420252,10.125745,5.3937788,6.9159498,31.237591
127604,8.2674332,17.864845,13.371675,13.731129,6.7936735,16.067577,23.903666
127605,9.4902916,20.242718,18.422331,8.9805822,7.3058252,5.4854369,30.072815
127606,11.505348,16.097052,14.531698,14.036003,10.513958,7.7745891,25.541351
127711,9.8742304,19.106236,13.70083,14.236018,10.436179,7.305325,25.341183
127712,8.4634066,16.094347,18.10614,12.348248,17.65522,6.9025321,20.430107
127803,7.3146539,13.86065,19.885941,12.596083,10.860402,12.620878,22.861393
127804,9.8218584,18.46413,16.658642,13.336543,8.5700531,7.2460279,25.902744
127805,8.925189,15.601326,13.375947,17.613636,8.641098,12.026515,23.816288
127806,14.272417,19.112629,13.372634,16.568415,11.076636,8.2531805,17.34409
127910,19.77379,12.656006,15.366614,12.480499,8.9703588,6.1232448,24.629486
127920,6.9025664,19.312235,15.200598,13.87989,10.465985,7.301271,26.937454
128101,10.842646,16.913319,18.57445,14.557535,12.201752,10.329206,16.581093
128102,10.015012,23.654301,14.196869,14.111087,8.7068415,6.7338624,22.582029
128210,11.384051,19.321724,17.195234,11.109075,6.1594868,3.8496792,30.980751
128220,6.9001389,20.423023,14.181692,19.45215,10.194175,8.8765602,19.972261
128302,14.398309,16.743561,12.610535,16.955017,8.1122646,5.478662,25.701653
128303,12.055911,20.297029,11.99767,12.085032,5.6493883,5.7949915,32.119976
128400,6.2664433,18.344894,16.718489,15.02033,11.026071,10.643387,21.980387
128500,8.9558954,18.136814,18.496849,12.961296,10.846085,11.09361,19.509451
128601,8.380744,23.93873,13.829322,11.838075,9.2560177,7.3304157,25.426697
128602,4.1881442,18.588917,14.787371,16.91366,11.791237,15.850515,17.880156
128702,4.2085533,19.918215,21.605043,11.97819,9.677969,15.760777,16.851252
128801,8.242754,23.641304,16.908213,15.519323,10.960145,11.413043,13.315217
128802,4.3532858,16.471327,22.729176,10.946003,8.4135618,15.278359,21.808289
128910,8.4575901,13.737473,17.281837,18.699585,13.90858,10.877536,17.037399
131010,12.618896,18.151554,12.25428,17.073557,6.6106529,7.5459733,25.745085
131020,11.2,13.208889,15.857778,16.195555,11.591111,8.3911114,23.555555
131100,10.907504,12.972658,11.431065,17.94648,12.158232,13.205352,21.378708
131200,10.589378,10.718912,13.277202,17.033678,15.705958,15.544042,17.130829
131300,11.696736,14.332049,13.683357,16.217312,13.561728,13.338739,17.170078
131400,10.564168,18.858877,11.539076,14.783442,13.904427,9.6691704,20.680838
131600,15.543458,13.121832,11.638821,16.05031,12.802703,10.81284,20.030035
131701,5.9454627,14.237819,15.288333,17.948145,13.522574,11.622709,21.434958
131702,12.793877,10.251504,11.72772,19.245489,11.290322,11.83707,22.854019
131800,10.556521,17.965218,17.026087,13.217391,9.5304346,10.521739,21.18261
131900,7.0548234,13.960901,17.467064,12.558436,10.114747,10.858479,27.98555
132001,5.5690074,8.1416464,19.249395,18.129539,9.3825665,13.317191,26.210653
132002,10.919204,11.504683,14.051522,12.324356,15.807962,14.69555,20.696722
132101,6.8483891,17.368776,18.855598,10.633025,10.835773,10.790719,24.667719
132102,6.2872024,17.243303,16.071428,13.095238,11.904762,12.444197,22.953869
132300,11.975643,13.328823,19.147497,12.124493,9.2286873,8.4438429,25.751015
132501,11.102923,10.857284,12.724147,12.945222,12.404815,22.451487,17.514124
132502,11.626734,15.283732,11.954603,13.165195,11.349306,11.702396,24.918034
132700,13.378109,12.053004,13.359957,16.790707,8.5859499,8.0595388,27.772736
132900,8.6834736,14.031067,16.908581,12.885154,11.89203,13.827349,21.772345
133000,10.71816,9.438056,14.363202,19.874159,10.609676,10.935127,24.061619
133100,10.661385,14.261109,11.884257,13.193249,15.105063,19.962109,14.932828
134001,9.5153513,20.477036,15.427556,10.834813,10.149708,6.5465617,27.048973
134002,11.658654,18.245192,11.730769,12.548077,12.259615,10.360577,23.197115
134101,9.2936172,16.987234,12.731915,18.51915,10.434043,13.259575,18.774467
134103,7.9147983,13.094171,18.430492,12.331839,14.125561,11.278027,22.825111
134104,11.893848,17.104946,17.249699,14.330519,8.9264174,10.422195,20.072376
134201,5.6236482,20.620043,15.404951,12.641192,14.563807,10.83874,20.307619
134302,8.7441616,16.917488,10.015568,18.162947,14.634147,13.18111,18.344578
134303,10.292417,13.183545,15.942508,17.710226,9.0368414,14.918222,18.916241
134304,8.529705,12.578825,15.532692,10.88616,14.603385,19.382675,18.486559
134305,12.846843,16.080402,17.150972,10.356129,9.3948002,4.3259778,29.844877
134306,8.8106928,15.902891,18.87616,12.684124,5.319149,13.966176,24.440807
134421,6.5311651,5.8265581,9.485095,20.081301,15.094851,19.07859,23.902439
134422,6.7494493,10.574804,16.44302,17.184057,10.434608,17.484478,21.129581
134423,9.5322676,5.2693901,15.097691,17.22913,14.328005,19.804619,18.738899
134424,7.9266057,7.0091743,8.1467886,13.688073,25.21101,19.449541,18.568808
134520,13.602942,18.382353,13.161765,13.180147,7.1875,8.1066179,26.378677
134521,13.398693,26.601307,10.751634,10.947712,7.0588236,1.6666666,29.575163
134522,6.6025476,19.053808,18.507929,11.983364,8.786067,7.2524047,27.813881
134710,12.978759,16.624853,18.949657,13.129286,6.7235322,5.318615,26.275297
134720,11.81313,22.288536,13.871167,12.965631,10.495987,9.8991566,18.666391
134800,10.689763,12.265918,17.41573,10.081148,16.214108,12.156679,21.176655
134901,7.8698225,13.964497,16.065088,14.881657,8.9349108,14.64497,23.639053
134903,14.173228,30.965424,15.080452,10.9038,4.296474,3.6631291,20.917494
134904,9.3122597,16.445963,17.27894,12.686886,14.310123,9.6967106,20.269115
134905,7.5151167,30.290815,19.205297,8.8396196,12.496401,10.855168,10.797582
135102,12.069381,9.997591,12.984823,16.863407,12.743917,16.188869,19.152012
135111,6.9076824,14.912847,18.269852,14.590058,11.297611,11.32989,22.692059
135113,7.225338,18.47575,25.140217,7.3573079,8.1161337,12.141208,21.544044
135114,12.110947,29.197544,13.06373,6.0554733,9.803091,15.668008,14.101207
135201,6.7553,10.168882,13.259073,16.277399,14.660439,17.606899,21.272009
135202,8.9833479,9.2243643,13.365469,20.946539,10.736197,13.40929,23.334793
135203,8.0634136,7.708077,11.234113,17.821512,18.955856,15.334153,20.882875
137000,8.1926203,4.7946634,11.507192,21.179905,16.030853,17.719408,20.575359
137103,5.5916228,19.308901,17.089005,14.973822,10.827225,13.759162,18.450262
137104,10.132312,8.8091927,10.306407,18.10585,13.544568,19.951254,19.150417
137201,5.6145158,18.230059,13.214652,14.720986,13.574119,10.886683,23.758987
137301,9.4024601,9.578207,10.369068,15.246046,14.543058,17.530756,23.330404
137302,10.309734,4.3362832,9.7566376,16.946903,15.575221,25.176991,17.89823
137401,5.3795304,8.5479822,15.477548,19.307043,11.465694,14.10987,25.712332
137402,6.5335436,6.0956383,11.595726,10.754949,17.358557,22.87616,24.785427
137501,11.64451,16.592812,14.278681,12.358444,9.1088133,15.484982,20.531757
137502,5.6351714,7.1168327,18.387175,13.942191,15.739616,19.358757,19.820257
137504,7.4494328,11.445486,5.8707447,16.576221,19.240257,24.46966,14.948199
138000,5.954392,12.584459,13.724662,16.089527,15.751689,18.496622,17.398649
139001,3.197556,23.360489,20.142567,8.2077389,12.505092,11.710794,20.875763
139200,7.2909222,20.032166,14.867763,12.812723,11.436741,10.650465,22.909222
139301,5.5283556,8.3843327,15.136679,16.054672,12.586699,21.603428,20.705833
139302,6.9224176,23.939135,14.616374,13.887698,10.437205,9.0227175,21.174454
139303,8.0451975,20.20339,14.033898,15.728813,9.9435024,11.932203,20.112995
139401,10.345953,14.882506,19.549608,15.502611,7.0822453,14.164491,18.472586
139402,4.6624913,8.0375786,12.491302,13.604733,14.4746,18.580376,28.148922
139502,5.0395255,11.198946,19.960474,10.638999,15.41502,20.256916,17.490118
139503,11.114935,21.403992,9.2567101,13.764625,14.538885,17.222986,12.697866
139504,9.4024353,15.661285,11.243274,13.45228,16.510904,19.824413,13.905409
139600,4.5081968,19.866264,12.618637,8.9516821,15.422778,20.750647,17.881794
139701,6.2349157,11.786001,10.901046,16.391794,10.961384,23.913918,19.810942
139702,3.5460992,3.7770081,14.068943,14.596734,15.850239,23.94854,24.212437
139703,4.5061283,10.778659,9.3006487,19.069935,15.284787,20.511896,20.547945
139801,4.5745921,3.7004662,10.052447,15.879953,15.996504,30.944056,18.851982
139802,6.1890087,6.4201336,11.06831,18.875193,17.437082,21.545969,18.464304
141101,8.6902027,24.566534,19.364946,10.068936,10.215166,11.364111,15.730103
141102,5.2385721,15.749083,24.45779,10.610611,12.645979,11.945278,19.352686
141201,10.229445,22.251434,18.690248,14.244741,8.0305929,9.2973232,17.256214
141202,2.6223776,20,16.713287,15.454545,13.776224,13.881119,17.552448
141302,8.0181284,24.071815,14.432631,15.757364,9.4125853,16.698624,11.608855
141303,3.9457071,31.470959,19.760101,9.848485,7.8282828,14.172979,12.973485
141304,2.5483575,17.408659,20.264046,15.873504,9.5179615,13.447958,20.939514
141400,4.7871165,11.559673,15.530554,9.0006618,19.016104,22.501654,17.604235
141500,2.3434885,3.5487111,12.554402,14.596585,20.187479,23.468363,23.30097
141600,7.2631073,7.1669073,13.323713,17.171717,15.488215,22.582973,17.003366
141700,7.154367,7.5088625,14.598775,16.306799,18.884951,18.98163,16.564615
143100,4.7303472,21.503656,17.687386,15.287934,16.247715,13.939671,10.603291
143200,6.1229672,25.685976,21.824186,14.583333,10.162601,6.3262196,15.294716
143300,7.2283878,16.705608,15.99007,19.582359,9.9007006,11.784463,18.808411
143400,6.3823161,21.341843,18.072851,12.951432,14.290162,11.332503,15.628892
143500,3.313509,15.930331,18.181818,20.199659,12.914188,9.0271873,20.433306
143602,2.9393106,17.086065,16.197927,16.303658,12.603087,17.297525,17.572426
143603,8.0551844,24.477081,23.141968,14.285714,12.060525,7.5211391,10.458389
143604,16.949152,36.499123,20.105202,8.3576851,5.0555229,5.3477497,7.685564
143700,5.9845562,17.788197,19.884171,17.043573,12.658577,14.726972,11.913955
143800,4.4637995,18.962076,15.695881,16.095083,10.615133,11.667574,22.500454
