Area,College_Graduation_Rate,Less_Than_High_School
310100,48.554104,11.637127
310201,40.328728,7.7894235
310202,45.396561,11.702718
310300,41.199226,5.5609283
310400,42.157265,10.951009
310501,30.897703,21.085594
310601,36.398106,14.952606
310602,43.979057,3.4322281
310701,30.426065,14.786967
310702,37.65324,12.381786
310703,29.575249,13.712638
310800,38.115185,15.445026
310900,33.500111,9.0928869
311000,36.011276,8.3861876
311100,32.637638,14.897445
311200,35.523434,10.556286
311300,37.103397,7.764091
311400,42.199017,7.1867323
311500,41.179386,7.0118928
311600,46.657028,5.8005061
311700,39.728767,9.5375719
311801,33.473587,18.606825
311802,26.448261,23.252098
320000,,
320100,14.607646,32.877262
320201,14.405595,46.853146
320202,11.718952,43.583096
320300,7.7712612,47.311829
400204,50.220947,5.0596552
400205,66.39785,4.3906808
400206,59.609207,4.7644539
400207,40.668098,3.7695372
400302,29.840548,11.799544
400304,37.20129,8.4176531
400402,38.138355,3.6943138
400403,41.420536,6.1533051
400404,50.791466,4.3702683
400501,50.633804,3.3802817
400602,20.469084,23.027719
400603,38.389832,7.5988703
400604,36.052124,16.409266
400800,36.929222,5.7648401
400900,33.965347,9.839817
401001,47.803497,2.5035427
401002,37.765152,6.25
401101,27.166212,10.299727
401102,23.054754,19.164265
401201,41.123188,6.4764495
401202,22.183764,14.852108
401203,30.978405,10.397227
401303,45.336349,5.7659693
401304,44.382969,5.9658408
401311,28.379913,6.5439672
401312,30.259581,9.0234861
401500,32.920258,14.170259
401601,32.554634,8.0130625
401602,29.499727,11.283306
401603,37.708721,11.038961
401701,36.462749,10.781344
401703,30.584192,14.536082
401704,30.442804,22.851871
401800,58.805088,4.1674352
401901,45.243618,16.473318
401902,71.415359,3.9315448
402001,33.257713,17.286751
402002,41.70665,12.405757
402101,16.909523,38.224331
402102,14.243028,25.464808
402200,26.77051,18.795431
402301,14.00849,33.747726
402303,11.38535,37.778664
402304,3.1588874,49.976425
402402,27.709961,16.162109
402403,18.038597,20.795589
402404,30.120481,0
402405,9.3238821,48.582333
402406,16.250891,34.889523
402501,5.1253271,52.450432
402502,6.5295382,49.174839
402600,23.608805,30.440199
402702,6.8270483,46.716515
402703,15.154749,30.771967
402705,12.018234,26.937422
402706,11.013538,31.357483
402801,1.8250951,57.110268
402803,7.3590503,45.87537
402804,8.5244484,50.108177
402902,11.995836,38.095238
402903,9.0584879,36.661911
402904,5.8687615,40.942699
403000,16.698841,40.299229
403200,14.763231,42.479107
403303,31.121399,13.323046
403304,57.645794,9.0567055
403305,51.769604,3.7473977
403312,36.594204,13.238573
403316,47.332054,7.9846449
403317,43.462429,7.8781862
403318,39.431095,7.7734184
403319,47.930489,5.1184835
403320,54.121307,6.8947639
403321,46.610168,10.451978
403322,54.641113,5.7121382
403323,54.39875,8.6673603
403324,60.462795,4.8075004
403325,54.40271,5.7881775
403401,48.572872,8.9416523
403402,47.114594,9.6867275
403403,61.399109,2.7034559
403404,55.942947,5.9165344
403405,57.119999,3.76
403406,37.843552,8.9323463
403407,63.562752,3.6437247
403408,51.171211,8.8160133
403500,35.611237,7.3652239
403600,28.41081,15.524324
403702,35.360188,14.833463
403703,27.383368,11.561866
403721,24.42494,10.623487
403722,19.587629,14.138439
403801,24.794418,11.961126
403802,19.745897,15.325569
403901,20.745131,16.723116
403902,14.575375,15.016162
404000,18.202539,14.653208
404100,11.215455,31.982828
404201,13.861893,31.560102
404202,16.284403,22.247707
404301,11.744777,30.773575
404302,8.5949183,19.581465
404401,8.7133179,27.449209
404402,8.3711872,28.520441
404501,9.2964821,31.78392
404503,12.540193,26.420151
404504,11.674608,38.257317
404600,7.5934582,27.336449
404701,14.298119,45.962372
404702,10.995185,37.132156
404703,8.418231,38.337803
404801,14.107467,34.010868
404802,6.6666665,36.474693
404803,10.408922,39.21933
404901,13.029046,31.092669
404902,12.396694,37.046352
404903,16.80806,35.790031
405001,4.6974521,40.153927
405002,8.7505846,40.898457
405101,9.5375719,40.622993
405102,14.141765,35.892982
405201,11.863391,37.866985
405202,10.163732,42.292248
405203,11.928512,29.717373
405301,24.261202,19.065777
405302,12.87487,18.69183
405400,12.951807,27.245344
405500,19.016468,20.685766
405600,24.108793,10.747293
405701,24.501551,22.286221
405702,26.791695,17.481581
405800,14.135703,27.194399
405900,22.330889,20.741646
406000,19.231915,15.361714
406101,23.516386,18.246235
406102,21.251701,9.8503399
406200,19.321148,28.250652
406300,43.334217,10.283594
406402,26.914968,12.016866
406411,20.618557,17.083946
406412,26.380043,11.995753
406500,29.856281,10.407974
406601,24.961241,14.470284
406602,14.497937,29.105915
406701,24.818512,13.430127
406702,20.293209,21.965021
406800,21.005156,23.002577
406901,11.800405,34.120026
406902,12.64274,31.035889
407001,8.2871466,36.342041
407002,11.767135,37.861271
407101,10.170068,33.741497
407102,8.9897261,40.981735
407200,3.7401574,40.026245
407301,7.9302402,36.722607
407302,6.8382945,35.237328
407400,21.875,22.708334
407501,8.2712107,37.202698
407502,8.6906586,39.050537
407601,8.6611328,43.810898
407602,10.322048,41.123039
407701,5.496336,54.630245
407702,17.042093,29.806599
407801,11.794871,31.704374
407802,13.751558,27.336933
407900,19.315624,24.988745
408003,29.927008,24.058393
408004,33.790848,10.261438
408005,37.210758,12.226392
408006,37.363876,12.054074
408133,30.583143,25.006367
408134,37.942913,11.712599
408135,38.890984,10.826103
408136,20.649738,15.272592
408137,26.807888,17.750183
408138,5.4881268,43.007915
408139,4.7929449,50.230061
408140,6.1016951,44.309929
408141,7.5837741,41.416813
408202,14.224507,29.562983
408211,24.711153,23.084179
408212,31.234186,18.920439
408301,7.7444882,43.018654
408302,19.986097,18.526243
408303,20.179661,15.399423
408401,24.480215,20.389
408402,33.616913,14.127353
408501,12.118073,30.605904
408503,42.212002,10.53732
408504,35.607174,12.731549
408505,34.433086,15.566915
408623,32.411232,15.97853
408624,36.809338,6.9260702
408625,42.948719,10.993589
408626,53.819141,6.5847235
408627,41.494301,12.19924
408628,53.205582,5.5121837
408629,50.693802,5.6429234
408630,17.366413,32.824429
408631,25.52948,20.721237
408703,55.206612,7.6652894
408704,22.805508,20.35284
408705,38.028515,8.2104225
408706,62.729843,4.5968881
408722,31.997608,17.793062
408723,24.506115,18.720602
408724,13.27212,31.942125
408800,25.415358,36.057476
430002,37.276134,14.244065
430003,50.605694,4.754694
430101,18.111753,18.882465
430102,13.847555,35.074402
430200,54.391891,7.9954953
430301,56.719952,2.8419182
430302,46.60931,4.7317815
430400,59.51709,2.6340547
430501,70.812439,1.0698763
430502,59.678925,1.8293821
430600,54.862263,6.2064385
430701,56.116085,4.8006511
430721,50.46225,8.2049303
430723,52.480499,4.5241809
430724,48.966442,10.120806
430801,47.902721,7.3181615
430802,58.278603,9.9896297
430803,52.966423,7.3213835
430901,29.648895,12.483746
430902,33.016422,12.762893
431001,28.072338,13.604604
431002,39.959999,10.12
431100,21.900196,21.442579
431200,12.116716,34.174084
431300,34.365162,10.335782
431400,36.941265,13.261913
431501,27.859327,21.46789
431502,29.222696,11.282388
431600,51.93018,7.6200066
431700,49.303619,13.627598
431800,44.528492,14.523449
431900,36.555698,12.227913
432000,40.682503,10.839746
432101,32.212887,20.572674
432102,37.483479,13.084853
432201,21.56673,22.437138
432202,23.449368,24.43038
432300,17.030567,23.647968
432401,13.275667,35.878151
432402,7.7442498,41.633255
432500,14.029026,27.159641
432601,12.789661,42.290554
432602,19.56852,27.894257
432700,9.3576965,36.240311
432801,6.7745199,57.431747
432802,10.079051,48.221344
432901,17.68202,25.854383
432902,19.718309,27.973396
433101,13.083605,44.571117
433102,13.520409,51.5625
433200,13.854563,46.126427
433302,4.0622301,53.846153
433304,14.431295,35.996056
433305,11.171401,38.174274
433306,16.170635,42.063492
433307,19.767443,32.511627
433401,9.2574253,52.029701
433402,16.411379,50.583515
433403,5.5575223,51.292034
433501,1.8650088,61.367672
433503,4.3141594,55.862831
433504,6.1756191,60.855579
433601,13.734872,35.068954
433602,16.230097,44.273239
433700,7.134593,44.581566
433801,7.2631869,59.15493
433802,11.241535,36.839729
433901,11.533923,48.525074
433902,1.7358171,36.706181
434001,6.7761087,43.765282
434003,10.047497,56.923637
434004,10.881697,42.96875
460000,52.119129,8.8201599
460100,65.153542,1.8914108
460200,52.475704,4.3267007
460301,48.573219,8.3098154
460302,30.816326,9.1836739
460401,38.709679,11.213517
460501,76.414055,2.9379461
460502,73.102982,2.5745258
460600,78.63472,2.2973416
460700,75.256798,1.8126888
460800,80.490852,1.4975041
460900,24.371035,23.539707
461000,17.593699,25.471474
461100,36.144577,16.485455
461200,64.199707,3.729809
461300,49.812382,14.371482
461400,44.47279,7.9506803
461501,37.627464,18.524813
461502,15.621809,30.712681
461600,22.276716,29.323696
461700,68.313461,2.2146509
461901,25.032133,24.068123
461902,61.987862,2.8831563
462001,19.760231,36.544025
462002,9.4478531,38.732105
462100,35.660782,26.163723
462201,36.313667,20.007328
462202,70.632462,3.0075188
462301,26.570513,21.378204
462302,61.402649,5.0024524
462400,45.069992,9.7078514
462500,60.039413,4.5106196
462600,58.483532,7.2094469
462700,42.183937,15.581454
462800,46.373058,9.2227983
462900,50.581394,8.9389534
463000,62.309101,6.4141722
463101,41.14381,15.269295
463102,44.721687,6.5642996
463200,49.722443,4.7581286
463300,72.117798,3.8220551
463400,61.694538,5.2396879
463500,78.327644,0.41443199
463601,77.275604,0.78141499
463602,71.247612,6.9550672
463700,65.646965,4.6713519
463800,77.482994,0.95238096
463900,68.798866,7.071784
464000,71.698112,1.2781497
464100,68.961449,6.0778913
464200,73.693008,4.7027931
480002,56.63166,10.9296
480011,41.455772,16.437696
480012,49.679829,6.4567771
480101,36.268555,10.020243
480102,35.422825,14.311059
480201,53.451881,7.2524409
480202,57.656677,3.5422344
480302,44.940662,13.710181
480303,31.047686,11.242603
480304,30.157104,19.77459
480400,56.089993,8.2234287
480500,71.151215,4.6486192
480600,56.008545,3.8098629
480702,55.860199,4.2181382
480703,53.333332,2.700422
480704,58.127934,7.2476525
480802,26.136829,24.498156
480803,31.162325,24.983299
480804,35.290699,13.430233
480901,31.486076,19.851116
480902,22.288956,22.956289
480903,24.177271,28.609039
481001,33.98967,26.049065
481002,34.960987,16.083565
481101,32.467083,10.01386
481102,35.755814,11.954942
481103,22.921986,30.978724
481201,31.642694,15.140045
481202,30.879885,20.786383
481300,17.783001,35.644341
481401,28.689884,27.632669
481402,22.802147,28.354618
481500,37.30793,22.095882
481603,27.928257,20.351391
481604,30.550034,21.73625
481605,23.877918,33.931778
481606,25.121464,27.150614
481711,22.639425,35.367199
481712,25.401762,28.071539
481713,28.995756,21.92362
481714,20.116156,24.498417
481800,33.51474,14.331066
481901,35.768261,14.037096
481902,26.227592,14.614185
482001,54.037266,10.514641
482002,40.258366,16.836086
482101,28.84148,22.738319
482102,37.093277,16.008677
482201,31.545065,21.566525
482202,29.851158,28.031973
482301,13.772291,36.213993
482303,14.672091,33.987553
482304,12.314854,51.290733
482401,11.026904,45.888596
482402,23.738819,25.062613
482502,7.9096045,41.807911
482503,8.7889271,41.6609
482521,20.909506,30.850092
482522,32.717243,14.068966
482600,33.850079,15.286499
482701,22.408964,20.230314
482702,24.199474,18.110237
482800,22.918615,17.804802
500100,45.279526,2.3694928
500201,41.9505,9.2379322
500202,44.901558,7.6990891
500300,41.099365,6.6384778
500402,5.567452,37.080658
500403,14.047535,31.784321
500404,23.654943,19.537121
500500,9.2217484,40.565033
500600,9.7494555,47.03159
500700,12.563276,29.866545
500800,11.684708,31.418262
500900,10.121257,32.219749
501001,9.2747908,43.561913
501002,21.84053,15.978569
501200,21.12676,15.242566
501300,26.41173,16.504854
501400,16.681944,33.593033
501501,40.938042,3.5900404
501503,29.903749,10.985728
501504,16.885626,18.46986
501600,32.243187,15.366877
501700,27.881041,8.7154064
501802,26.307257,17.186867
501803,7.5849056,30.867924
501804,16.386183,23.560673
501900,17.879906,12.378397
502003,12.897527,31.213192
502004,10.875764,38.207741
502005,14.107085,16.639948
502100,11.511936,27.40053
502200,11.802379,27.538883
502301,9.9624062,32.424812
502302,8.8967972,38.790035
502401,8.9463844,21.571072
502402,11.700845,28.266989
502500,4.5889101,38.164436
502601,10.339671,28.32728
502602,9.5910244,33.876221
502700,13.61295,29.28624
502801,14.986911,14.572426
502802,15.965346,25.680693
502901,15.563268,21.890017
502902,7.9676676,39.645882
503000,9.2215567,38.952095
503103,13.312597,22.363918
503104,8.855155,38.456673
503105,14.054257,25.772419
503106,9.9297009,23.945518
503201,21.448965,19.093504
503202,13.058419,24.086224
503301,20.201536,7.1017275
503302,14.81219,25.773684
503401,22.442589,8.6012526
503402,30.825687,10.568808
503501,24.212034,22.56447
503502,15.611511,15.539568
503601,25.933681,10.471204
503602,42.791519,5.6890459
503701,20.824862,11.182109
503702,14.06518,13.379074
503703,44.104877,9.0988016
503801,23.728813,11.148776
503802,31.264172,11.394558
503901,21.771038,10.909981
503902,23.992002,9.8967009
504001,31.956774,4.7857971
504002,30.409176,10.229386
504101,10.140148,26.325914
504102,,
530003,34.955936,12.421318
530004,27.172365,17.41453
530005,37.448219,16.017675
530006,24.325296,17.596258
530101,11.84874,40.700279
530102,11.934374,31.410425
530202,17.128464,25.944584
530203,13.448661,26.004465
530204,18.034826,27.6534
530301,8.2474222,54.77663
530302,12.527328,41.626587
530400,17.805384,33.333332
530500,9.8679094,45.376846
530601,8.1558676,46.850929
530602,8.1111107,42
530700,7.5383587,46.430954
530801,11.136,53.375999
530802,7.3361082,50.936523
530901,4.4821582,54.395126
530902,2.8899279,61.495964
531000,5.1740355,54.782063
531101,5.5787477,57.950665
531102,7.4498568,49.617954
531201,4.5144043,63.558064
531202,3.0419714,64.805542
531301,5.4941373,59.229481
531302,4.4678054,62.181339
531502,3.1182795,56.881721
531503,3.6240091,61.041904
531504,7.8847613,54.814255
531602,4.1710854,61.187698
531603,7.6054955,51.668301
531604,7.5615211,55.615211
531701,4.0233417,51.535625
531702,4.8126502,50.395325
531800,4.3793216,52.716496
531901,3.0996661,51.478302
531902,7.4210744,36.613365
532001,8.7293892,39.524734
532002,9.1039772,41.974125
532101,8.7518644,39.482845
532102,17.674971,26.492685
532200,8.0221996,37.083755
532302,4.7685833,52.279102
532303,11.103832,37.995415
532304,7.5302243,42.037998
532400,18.181818,27.272728
532500,7.7303886,49.504951
532603,5.9940653,54.065281
532604,3.8132808,67.52137
532605,1.5879828,54.420601
532606,3.2258065,69.319778
532700,0,65.534279
532800,2.4400871,62.875816
532900,6.5839181,58.148949
533001,4.7896709,64.681381
533002,3.8922155,52.994011
533103,4.9864497,67.588074
533104,5.1415796,63.040237
533105,9.9683542,67.40506
533106,6.184586,66.603233
533107,12.413452,49.357071
533201,6.6081872,59.883041
533202,5.4742203,58.561424
533203,4.4221106,59.095478
533300,2.6158037,61.253407
533401,6.6178918,56.468243
533402,5.1867218,50.290455
533403,8.693182,58.06818
533501,6.274292,64.575233
533502,6.8627453,55.718956
533503,0.86880976,66.637703
533601,4.8231511,53.255627
533602,7.9055119,58.456692
533603,8.7674055,53.635895
533701,3.7463977,61.143131
533702,2.0793037,62.137329
533703,3.6754818,64.67952
533803,4.4861765,54.903496
533804,7.7714286,40.990475
533805,9.680171,52.110874
533806,6.3929315,58.991684
533901,2.4691358,52.962963
533902,6.3928876,48.772228
534001,6.967351,53.719288
534002,8.9253836,51.874332
534101,7.4669189,52.646503
534102,5.394774,60.775497
534201,4.0251575,61.341721
534202,4.2972536,59.96769
534203,3.5121951,56.195122
534301,8.530612,54.530613
534302,4.1892557,62.789551
534403,4.6524663,56.894619
534404,4.7875204,46.960732
534405,2.4516737,59.21735
534406,3.0791788,60.667156
534501,5.859375,46.768467
534502,6.3392544,52.908394
534700,7.8998075,52.697495
534802,5.206738,52.833076
534803,4.4911265,54.364361
534804,4.8582997,54.574898
534900,2.2819886,59.358871
535001,4.4736843,60.657894
535002,4.3746781,65.465775
535101,7.6390605,61.285538
535102,5.9985371,49.70739
535200,6.0836501,51.647655
535300,1.9439133,54.238369
535400,2.8588097,59.684948
535501,2.8169014,53.563808
535502,6.1006064,56.867641
535503,5.830904,56.122448
535603,7.2085891,49.897751
535604,4.3689322,60.962784
535605,3.6992359,55.408123
535606,4.9853373,53.958942
535607,7.4610648,51.358204
535701,5.5786195,50.700569
535702,4.8111191,51.35424
535802,7.509613,45.102917
535803,6.9835467,53.126144
535804,6.0044713,49.632706
535901,11.857594,37.726097
535902,8.0668163,38.398861
536000,3.878943,46.462063
536102,10.325582,33.44186
536103,6.5417781,47.130539
536104,8.6457872,41.861492
536200,18.339254,41.030197
540000,5.5081649,46.136974
540101,9.5896835,39.601406
540102,7.591876,44.970985
540201,5.9945502,55.040871
540202,5.6355209,53.061722
540203,5.1117129,47.020988
540300,7.5666075,60.603909
540400,1.5532545,56.06509
540501,2.4444444,43.733334
540502,4.6363373,49.348015
540600,4.2908764,48.599819
540700,10.550725,33.971016
540800,14.070214,24.904005
540901,10.81944,37.601986
540902,11.443779,27.44511
541001,14.528593,28.284389
541002,24.630802,11.339663
541100,7.0887446,32.575756
541200,12.862453,21.338289
541300,5.2631578,37.447067
541400,3.0927835,58.595711
541500,2.0689654,55.402298
541603,1.6470588,56.529411
541604,3.5319409,56.29607
541605,5.7310324,49.52784
541606,4.6657381,49.721447
541700,7.5753307,43.339905
541801,5.4981675,46.017994
541802,5.8458166,46.80307
542000,6.9042315,35.412025
542103,4.1608877,52.380951
542104,4.0528235,41.985428
542105,4.124579,56.734005
542106,4.6666665,51.5
542200,4.7755742,45.92902
542401,6.5288715,31.102362
542402,12.651822,37.5
542501,9.8454027,33.970707
542502,7.2476273,40.940464
542601,6.4578004,48.145779
542602,7.4085364,44.298782
542700,8.3872862,41.701
542800,10.094013,25.185553
542900,4.9729729,46.432434
543000,10.477601,21.806738
543100,7.6674562,29.54986
543201,9.5825424,27.371916
543202,6.9963813,48.170486
543304,32.09095,8.9779654
543305,10.549259,19.747166
543306,29.266863,19.765396
543321,34.016495,9.9975004
543322,34.507042,10.954617
543400,16.970501,28.770302
543501,26.042114,27.718092
543502,25.899765,19.441641
543503,34.746956,19.77507
543601,27.676241,16.038792
543602,39.318939,13.691417
543603,33.687355,7.4344506
543604,27.623762,18.861385
543701,17.478655,33.55098
543702,17.91403,25.703688
543703,20.840408,23.429543
543801,21.637716,21.836227
543802,20.658932,17.157066
543903,28.152719,15.349016
543905,11.463918,38.680412
544001,13.162119,31.099518
544002,15.998019,28.875681
550000,10.452418,41.497662
550100,16.115284,26.222855
550201,14.522821,28.786306
550202,13.094502,26.528721
550300,22.196062,23.416096
550400,15.809894,14.839961
550500,24.605999,24.521267
550601,19.881557,26.565144
550602,23.183279,23.63344
550700,31.604538,20.838158
550800,24.65003,23.838507
550901,22.187981,20.762712
550902,28.124178,22.651934
551000,31.228956,19.52862
551101,9.9954147,30.903255
551102,8.3066072,35.086594
551201,19.313467,20.143343
551202,20.48801,22.612537
551300,9.4322882,30.159668
551401,19.754768,27.758856
551402,18.640133,13.266998
551501,25.614534,13.929462
551502,23.69754,19.826338
551600,0,59.375
551700,11.334057,30.097614
551800,23.371336,27.178339
551900,16.530613,23.35277
552001,18.652849,16.540455
552002,11.430793,25.155521
552100,9.9463568,27.514528
552200,9.8480425,35.417885
552301,21.941679,19.167852
552302,22.43346,14.60076
552400,7.2112317,37.587746
552601,8.9108915,43.873764
552602,22.050224,22.015823
552700,13.983629,21.737154
552800,12.891047,28.991369
552900,16.742407,21.789045
553000,20.363037,21.947195
553100,20.051716,14.315938
553200,19.701429,19.238855
553300,11.767627,26.961271
553400,16.768293,27.221254
553502,12.872517,33.567883
553503,6.9235401,33.594219
553504,8.7007647,45.002941
553601,5.813098,48.565121
553602,11.861559,36.626343
553701,3.5346756,56.107384
553702,2.9188778,58.68082
553801,3.1236808,44.575771
553802,8.666667,39.944443
553901,12.114428,36.840797
553902,9.5326529,32.900032
554001,19.186047,19.23077
554002,14.32092,27.820372
554101,11.533303,31.828342
554103,16.587677,19.620853
554104,13.894456,24.048096
554105,14.371258,19.201597
554201,22.539949,25.189234
554203,16.470589,20.770792
554204,12.236944,26.578333
554301,10.09772,34.43462
554302,12.027027,23.333334
554403,10.899344,28.767124
554404,12.49501,25.508982
554405,18.534254,16.516197
554406,31.756561,9.4317856
554511,53.151184,9.5446262
554512,57.84156,5.4879451
554513,62.305122,6.5701561
554514,39.488117,11.730652
554515,44.396858,7.4589577
554516,46.887093,7.7383046
554517,53.873699,3.092448
554518,48.274986,8.7519026
554519,48.606339,6.4910269
554521,38.786102,11.462094
554522,44.201031,10.876288
554600,20.386591,30.38357
554700,8.7241716,36.536568
554801,13.032827,39.245468
554802,31.252796,17.673378
554900,27.789978,21.261728
555001,22.364752,23.675404
555002,22.113289,13.071896
555102,20.085287,26.140724
555103,27.595018,15.649952
555104,27.918398,22.516056
555202,36.837814,10.309698
555211,5.078125,49.21875
555212,7.0288754,44.338905
570001,24.317705,10.636809
570002,21.529888,12.259372
570003,21.44873,14.016933
570100,24.129822,18.955786
570202,9.0187778,33.879925
570203,7.4440618,32.099827
570204,14.485559,26.037907
570301,7.3111649,49.87888
570303,11.7281,31.929153
570304,8.333333,36.889366
570402,14.967563,22.706209
570403,5.9373875,47.175243
570404,12.831169,38.649349
570501,14.814815,26.741207
570502,10.714286,37.066326
570601,11.885641,37.102474
570602,17.570553,29.717791
570603,11.958405,17.954939
570701,37.313782,6.4013038
570702,28.211143,8.3870964
570800,28.963083,10.124865
570901,32.840851,6.3504405
570902,32.072433,15.050302
571000,22.943508,9.5143709
571101,26.416256,8.2204437
571102,34.78743,6.543438
571200,36.120007,5.4104161
571300,34.004402,7.2349796
571400,23.413174,12.604791
571502,28.435583,19.079754
571503,29.572271,9.9926252
571504,26.200739,10.99138
571600,8.6859684,25.612473
571701,16.102684,27.450409
571703,10.182649,33.196346
571704,8.2185268,33.396675
571800,56.93819,4.5435939
571900,45.822361,3.6629159
572001,45.310135,3.6812909
572002,29.492626,6.9232693
572100,33.632862,13.992298
572201,33.690853,16.235542
572202,26.283987,14.123867
572301,13.341913,30.28743
572302,13.748259,20.854622
572400,19.31217,17.195766
572500,12.758417,28.352037
572600,20.941828,22.631578
572700,16.81345,21.510542
572800,4.3396225,16.603773
572900,9.8686323,38.833706
573002,6.9051166,38.996521
573003,20.573771,28.196722
573004,12.287105,31.91403
573100,19.641768,29.248932
573201,9.5394735,46.673977
573202,8.729744,38.761108
573300,7.2125583,41.450996
573401,23.253151,16.838488
573402,26.985769,18.085382
573403,53.598644,7.1549535
573601,37.362637,3.4161491
573700,42.054485,7.7468786
573800,32.588833,4.0270729
573902,56.709373,3.1692514
574000,42.982006,4.9614396
574100,43.298969,5.5615845
574201,38.488144,3.9525692
574202,22.088608,12.911392
574300,34.640369,6.3573084
574400,44.819279,4.953146
574500,49.919891,4.9668117
574601,43.396225,0
574602,55.6231,4.2553191
574700,17.322834,9.4488192
574800,60.96759,1.6909347
574901,52.152191,3.0361261
574902,44.797108,4.3792686
575001,42.765152,6.212121
575002,44.970245,10.144517
575101,18.222057,37.329399
575102,11.516156,47.928749
575103,25.964684,23.119686
575201,11.282468,40.990261
575202,9.7232075,45.564228
575300,10.53207,47.521866
575401,7.3485599,54.220455
575402,6.9833727,62.70784
575500,0,52.173912
575801,8.1103001,53.365776
575802,13.211525,41.075191
575803,14.030185,42.649525
575901,30.107527,29.863148
575902,32.381706,13.45493
576001,56.727829,4.5871558
576200,27.68405,27.556236
576301,23.191851,25.466892
576302,11.324786,39.615383
576401,2.5754528,48.772636
576402,6.1870503,50.899281
576403,5.4054055,45.173744
576501,27.673244,22.349701
576502,22.790697,14.551495
576503,24.374079,17.120766
576601,38.947914,5.6232185
576602,55.474056,2.9611518
576700,52.739117,4.0864673
576801,36.008678,23.768206
576802,48.94558,8.6394558
576901,9.583333,40.583332
576903,15.554611,28.81428
576904,21.889616,20.533209
577000,40.580296,11.525287
577100,50.359295,3.6123519
577200,58.228924,3.8224676
577300,61.031017,2.2280471
577400,65.371902,4.46281
577501,63.649426,2.4784484
577504,52.475246,3.7953796
577602,60.266293,2.3826208
577603,63.273907,1.993517
577604,60.142349,4.2704625
599000,20.281307,24.500908
599100,20.588236,2.4064171
600100,5.7707105,30.854065
600201,4.3023725,39.766788
600202,5.5427251,31.716705
600302,9.8141975,19.009052
600303,7.3630924,34.698574
600304,5.0488601,42.453854
600400,14.236378,15.963161
600501,22.015915,8.806366
600502,13.639344,25.770493
600601,23.614847,9.7364178
600602,5.2193646,38.577911
600702,34.536083,14.594072
600703,38.372093,4.4573646
600704,31.278128,4.860486
600801,29.810726,12.815457
600802,28.508772,12.445175
600902,19.881796,17.919622
600911,18.701771,25.556061
600912,17.712276,37.831261
601001,22.531645,17.088608
601002,11.389646,22.615805
601100,10.281124,40.829987
601202,11.096076,43.301758
601211,12.903226,27.593052
601212,9.4295387,40.218807
601301,41.87228,8.3454285
601302,26.398706,15.754393
601303,17.927261,18.667524
601401,17.56126,24.445742
601402,10.029851,41.492538
601501,4.0418448,54.01807
601502,6.79983,50.063747
601600,11.409396,48.280201
601700,4.4918032,51.934425
601801,2.195122,60.439026
601802,5.7821784,47.960396
601900,8.5903082,48.568283
602002,8.5970469,36.445148
602003,5.5712271,49.894218
602004,9.8463964,52.737297
602103,14.354309,36.997726
602104,15.926236,32.914223
602105,12.409552,39.869755
602106,14.917724,18.424603
602200,27.754198,23.934305
602301,29.58441,19.394224
602302,57.715939,7.6978679
602402,15.862388,29.000231
602403,16.013628,24.531517
602404,21.148037,25.460039
602504,24.699699,20.045046
602505,18.297331,27.657772
602506,10.415857,27.982899
602507,20.31444,18.204386
602508,20.079569,25.274982
602509,12.478411,33.851467
602600,19.816805,12.62991
602700,27.936903,14.570361
602801,5.7219491,36.030399
602802,25.879305,20.584969
602900,11.322248,30.562153
603001,20.109961,26.559526
603004,32.061069,15.267176
603005,19.510855,24.292389
603006,29.828043,11.706349
603101,27.96097,12.752356
603102,25.973536,16.672968
603200,31.25506,17.651821
603301,34.873951,8.5649643
603302,21.414791,21.479099
603400,23.677069,15.87517
603500,18.331762,22.337418
603600,20.960979,15.091906
603702,33.130024,12.281674
603703,22.689075,19.822046
603704,10.203019,33.784489
603801,15.617476,29.514963
603802,16.608595,36.27565
603900,14.315352,30.518673
604001,12.659979,26.253891
604002,26.437542,24.719101
604100,11.392674,31.856899
609900,16.656071,31.214241
620001,51.334995,4.8415809
620002,49.224808,3.4022396
620101,47.513256,4.6200457
620102,49.743591,4.5787544
620201,75.856445,0
620301,71.037598,1.7142857
620303,76.460709,5.7756882
620305,79.411095,0
620400,64.195152,0.71664828
620501,51.920341,3.7695591
620521,51.084061,7.3411942
620522,51.128033,7.0783982
620601,52.63649,3.8730752
620602,50.151134,6.9269524
620701,59.244236,5.6789069
620702,55.143539,2.6315789
620800,72.467079,4.688323
620901,74.093536,1.0509721
620904,78.797142,0
621001,67.288918,0.14359564
621002,74.03727,0.86956519
621004,73.305443,2.5662482
621102,62.677021,1.6902695
621104,74.761101,0.22484542
621201,60.436138,3.7605696
621204,49.270481,5.53685
621301,63.068722,2.931658
621324,66.656128,3.0341339
621326,59.159161,0.6006006
621400,67.84922,1.2670257
650001,38.62722,8.9940825
650003,26.974007,18.930849
650004,41.95676,5.8995967
650101,35.620682,5.1227069
650102,35.022167,7.2197595
650200,30.767397,12.511916
650300,32.166122,10.382736
650401,42.016262,4.4878049
650501,45.776699,7.2330098
650502,50.930084,4.6824889
650602,51.603168,7.7140703
650603,54.124458,5.4630971
650604,37.10598,6.2298336
650605,51.332066,9.9904852
650701,48.890121,7.436182
650702,53.522011,2.6100628
650800,66.751869,2.7723162
650901,36.03133,11.061002
650902,37.448746,7.9498863
651001,32.790123,11.506173
