Area,College_Graduation_Rate,Less_Than_High_School
273100,52.698605,8.1261368
273200,56.333832,14.791356
273300,55.669724,15.376146
273402,67.388588,2.0824656
273502,63.639999,1.2
273600,67.600609,4.788589
273700,55.797443,10.317084
273800,58.099438,4.7313552
273902,70.439865,3.2912951
274100,67.930389,2.7346177
274202,63.098824,3.3670955
275101,42.955666,4.4334974
275102,28.908554,29.019175
275200,36.954281,28.29151
275302,63.815952,5.4013505
275311,47.834778,5.8849654
275400,64.180183,8.4684687
275500,28.262196,31.615854
275602,76.844872,0.84136724
275603,39.395287,12.58337
276000,59.85743,3.7647583
276100,53.295837,3.4645669
276400,65.433853,0.99573255
276500,53.363567,3.3257747
276601,64.395454,4.8096194
276603,65.268166,4.8226643
276604,49.094017,4.5470085
277000,64.03405,2.4119177
277100,44.592728,7.0869765
277200,33.233532,18.383234
277400,23.398329,17.455896
278001,46.096008,4.2220936
278102,62.64262,0.84652191
291110,11.807938,23.958843
291120,7.563025,44.155846
291130,17.047377,33.840946
291210,21.38945,24.791006
291220,18.806213,31.398201
291300,27.561476,10.911885
292000,16.653816,27.987663
293201,28.817789,24.551849
293202,17.361303,30.913607
293301,35.263409,7.4988136
293302,27.312414,20.736698
293304,14.400279,29.846582
293306,25.778038,13.799178
293307,18.034826,30.472637
294110,8.4626751,36.289726
294120,4.5018449,55.867157
294200,6.3206105,21.67939
294301,7.3242764,37.507381
294302,4.418262,33.762886
294410,27.703207,19.500372
294421,13.218699,35.3036
294510,8.153204,50.511944
294520,7.7804294,38.42482
294610,6.8074107,43.515724
294620,8.6281586,46.028881
294701,2.7730618,51.216751
294810,2.9095793,61.906895
294820,3.1440163,53.701824
294830,5.606133,54.000957
294900,7.2052402,57.751091
295103,38.412785,4.0231471
296210,11.937613,43.25135
296220,17.959999,37.48
296300,35.101166,13.641937
296401,35.787807,7.5217733
296402,22.134203,13.932899
296500,10.091743,36.497807
296600,6.8146296,35.16724
296901,17.653673,29.985008
296902,22.181009,18.249258
297000,32.952526,10.0787
297110,8.9002094,31.824993
297120,9.607173,42.783947
297201,12.896222,21.580547
297202,28.844738,11.515821
297300,34.002769,8.4487534
297400,47.36842,7.8947368
297500,36.311474,6.6666665
297601,34.042553,4.1978149
297602,40.343914,11.640212
300100,59.412178,1.7728015
300200,53.84417,4.7729616
300301,48.576359,6.7083693
300400,33.686871,6.8434343
300501,50.422676,7.2103429
300502,48.37851,5.8083253
300600,48.988766,9.9357948
300701,59.435963,3.0110264
300702,58.46981,4.5465655
300800,51.421803,6.0517683
300901,61.735992,3.8837011
300902,56.058674,5.484694
301000,46.496288,10.66227
301100,45.024826,8.1628599
301203,48.929577,12.535212
301204,34.184769,14.633564
301205,53.950619,10.493827
301206,36.952579,14.87432
301300,59.799332,7.6923075
301400,52.68494,7.9609461
301501,34.098816,14.4746
301502,30.128691,30.16654
301601,18.911968,27.20079
301602,29.37063,21.24542
301701,30.408543,18.430826
301702,29.429499,15.67718
301801,31.945675,13.227044
301802,27.711308,17.020456
301900,42.662338,13.214286
302002,37.26125,14.535448
302003,34.066647,22.905209
302004,33.477634,21.32756
302102,36.303192,15.359042
302103,26.749573,24.042917
302104,36.103447,14.137931
302201,21.93964,32.112579
302202,29.774813,23.019182
302301,30.279011,19.720989
302302,25.198637,26.220203
302401,22.273674,24.380644
302503,24.596392,20.955999
302504,22.088875,30.132988
302505,22.367968,20.365896
302506,32.489613,20.627125
