Area,Young_Adults_Enrolled_in_School
552301,42.962963
552302,60.270271
552400,41.417912
552601,37.115589
552602,51.574802
552700,59.250584
552800,40.544872
552900,55.71587
553000,53.19149
553100,49.815044
553200,71.66494
553300,52.182163
553400,57.103065
553502,27.767355
553503,46.666668
553504,44.558258
553601,40.468227
553602,34.579441
553701,33.86525
553702,38.437
553801,51.652893
553802,30.368097
553901,50.762527
553902,40.060242
554001,49.832775
554002,37.817638
554101,47.325771
554103,67.357513
554104,40.7855
554105,22.921915
554201,54.857143
554203,46.945339
554204,35.185184
554301,52.214451
554302,32.829372
554403,48.016998
554404,33.854168
554405,21.447029
554406,42.606518
554511,57.703926
554512,62.549019
554513,58.744396
554514,55.069126
554515,55.240791
554516,72.07547
554517,72.372375
554518,63.54776
554519,70.722435
554521,65.75563
554522,61.281338
554600,53.744492
554700,40.789474
554801,14.897959
554802,59.624413
554900,56.978085
555001,40.227703
555002,17.777779
555102,49.861877
555103,46.134663
555104,62.63158
555202,71.331055
555211,26.044226
555212,29.798903
570001,47.749512
570002,72.941177
570003,35.315987
570100,36.795254
570202,52.24551
570203,38.164249
570204,33.449478
570301,41.488373
570303,42.719616
570304,27.635328
570402,46.57143
570403,52.729385
570404,44.963146
570501,34.362934
570502,34.901531
570601,45.514225
570602,38.833332
570603,38.311687
570701,52.400002
570702,53.731342
570800,39.401497
570901,63.796478
570902,49.846153
571000,48.717949
571101,33.480175
571102,83.663368
571200,26.386555
571300,34.579441
571400,52.777779
571502,63.957596
571503,45.572353
571504,38.761063
571600,31.358885
571701,50.694443
571703,36.53846
571704,46.965698
571800,75.735291
571900,31.25
572001,27.017544
572002,59.672131
572100,60.869564
572201,50.983898
572202,35.813953
572301,43.076923
572302,43.414635
572400,30.864197
572500,7.8571429
572600,41.652893
572700,35.344826
572800,25.446428
572900,34.789917
573002,26.679462
573003,35
573004,35.321819
573100,24.435591
573201,36.752136
573202,45.827984
573300,43.127365
573401,58.333332
573402,45.977013
573403,44.919785
573601,23.333334
573700,55.902779
573800,74.08313
573902,66.990288
574000,64.267349
574100,53.69318
574201,53.135315
574202,59.90099
574300,63.380283
574400,59.82143
574500,67.021278
574601,100
574602,78.409088
574700,0
574800,75.261322
574901,58.333332
574902,81.667656
575001,47.609146
575002,89.430893
575101,52.47934
575102,43.173431
575103,61.712845
575201,26.490067
575202,49.588478
575300,46.814404
575401,15.062112
575402,39.240505
575500,
575801,27.165354
575802,31.563421
575803,41.477272
575901,37.5
575902,47.814911
576001,37.078651
576200,46.371681
576301,30.172413
576302,42.092457
576401,22.807018
576402,30.478088
576403,33.658535
576501,25.093634
576502,44.55645
576503,46.327682
576601,23.107571
576602,53.172207
576700,73.64621
576801,42.937855
576802,58.113209
576901,47.314049
576903,39.740261
576904,67.526878
577000,47.855919
577100,46.908604
577200,64.897957
577300,64.73214
577400,40.983608
577501,70.987656
577504,53.846153
577602,67.105263
577603,71.181099
577604,30.90909
599000,37.716263
599100,39.622643
600100,32.35294
600201,32.900433
600202,21.285564
600302,47.011951
600303,30.246019
600304,34.593021
600400,31.975559
600501,61.371841
600502,44.210526
600601,55.9375
600602,27.653631
600702,43.555557
600703,57.241379
600704,84.328362
600801,33.06773
600802,54.296875
600902,51.09375
600911,50.969528
600912,33.395523
601001,72.380951
601002,25.555555
601100,27.714285
601202,40.929203
601211,28.136883
601212,27.237354
601301,90.217392
601302,43.055557
601303,54.328358
601401,35.57169
601402,52.80899
601501,47.23077
601502,44.486691
601600,31.556503
601700,27.462687
601801,39.591835
601802,51.651653
601900,64.909637
602002,38.18182
602003,34.664246
602004,25.818882
602103,48.071217
602104,66.257668
602105,36.11557
602106,41.30146
602200,47.994987
602301,52.512562
602302,59.574467
602402,32.258064
602403,27.743271
602404,58.274231
602504,31.465517
602505,48.466259
602506,52.727272
602507,29.292929
602508,34.559643
602509,37.602627
602600,59.783676
602700,46.47303
602801,31.632652
602802,26.712328
602900,42.526691
603001,57.088848
603004,17.647058
603005,46.30542
603006,87.005653
603101,37.799042
603102,35.398232
603200,72.455093
603301,54.639175
603302,25.799574
603400,32.369942
603500,54.583332
603600,49.435665
603702,45.041321
603703,26.605505
603704,31.241831
603801,39.482758
603802,31.578947
603900,39.154411
604001,37.241379
604002,59.173126
604100,45.981087
609900,35.472973
620001,29.303278
620002,56.315788
620101,37.323944
620102,33.650795
620201,7.8431373
620301,43.47826
620303,42.253521
620305,52.083332
620400,74.487473
620501,50.218342
620521,62.790699
620522,38.418079
620601,33.430233
620602,41.618496
620701,26.357828
620702,68.837212
620800,51.626015
620901,28.703703
620904,50.574711
621001,47.096775
621002,27.868853
621004,63.473053
621102,60.130718
621104,21.649485
621201,43.584908
621204,24.166666
621301,44.528301
621324,43.915344
621326,38.793102
621400,69.322708
650001,63.951733
650003,46.52174
650004,74.626869
650101,77.758621
650102,50.243904
650200,55.424835
650300,39.424706
650401,54.730984
650501,69.491524
650502,64.736839
650602,49.554142
650603,59.190033
650604,56.373192
650605,42.13483
650701,77.777779
650702,51.282051
650800,59.192825
650901,43.741211
650902,60.141094
651001,57.878788
651002,52.710842
651101,50.964188
651102,71.268654
651201,66.358025
651221,44.444443
651222,57.344063
651302,47.826088
651304,28.169014
651401,70.634918
651402,58.150852
670001,35.474007
670002,45.202019
670003,42.410713
670100,74.493927
670201,82.692307
670202,54.225353
670324,72.769951
670326,57.575756
670328,37.050358
670403,71.91011
670405,62.5
670406,68.571426
670407,30.198019
670411,65.533981
670413,71.823204
670416,84.322037
670500,51.376148
670602,65.348839
670701,61.442787
670702,51.829269
700101,44.897961
700102,28.571428
700200,9.792285
700300,24.087591
700400,27.734375
700501,52.777779
700502,34
700600,69.206352
700700,45.418327
700801,63.137257
700802,54.400002
700901,62.418301
700902,48.137535
701000,53.650795
701100,0
701201,42.168674
701202,57.894737
701302,54.132233
701304,36.293438
701402,60.305344
701501,25.182482
701502,72.916664
701601,39.631336
701602,53.39806
701701,39.306358
701702,80.769234
701801,71.303261
701802,65.17028
701902,21.019108
702002,60.372341
702102,41.791046
702201,65.192741
702202,57.272728
702300,60.987656
702400,21.799309
702501,14.754098
702502,25.096525
702600,55.179703
702700,49.45055
702801,54.493309
702802,38.675957
702803,58.169933
702901,37.810219
703001,36.129032
703002,78.571426
703100,61.951218
703200,62.172283
800101,56.420235
800102,41.53846
800202,51.605503
800203,50.418411
800204,38.76923
800324,43.004116
800325,47.36842
800326,73.666664
800327,28.106508
800328,51.474529
800329,44.787079
800330,66.071426
800331,48.717949
800332,45.016613
800406,32.444443
800408,52.574524
800410,98.790863
800504,88.4058
800506,69.298248
900102,17.948717
900103,34.316769
900104,46.203903
900201,44
900300,81.395348
900501,47.401573
900504,30.58637
900505,22.598869
900506,25.588236
900507,49.607536
900508,49.049431
900602,20.997375
900605,39.746834
900606,36.925797
900607,25.56391
900608,16.775599
900609,30.29661
900701,13.138686
900703,29.880478
900704,41.453831
900705,33.333332
900803,25.309917
900804,33.496334
900805,16.770185
900806,13.45515
900900,37.451736
901003,1.8720748
901004,61.581394
901007,34.574467
901008,52.63158
901009,33.159267
901010,22.281168
901011,42.316257
901101,39.969135
901102,56.893543
901205,38.661201
901209,15.492958
901210,70.588234
901213,56.682026
910001,26.557377
910002,40.829693
910101,34.239132
910201,22.033897
910202,39.616055
910205,37.121212
910206,43.272728
910207,52.173912
910208,49.467274
910209,51.42857
910210,18.890554
910301,25.566343
910302,24.9501
910401,36.857143
910402,24.812031
910403,7.4766355
910404,44.671204
910501,26.157698
910502,18.448637
910504,20.205479
910505,48.346054
910601,27.532097
910602,37.396694
910603,29.910715
910605,56.694561
910606,38.440113
910705,40.893703
910706,50.190113
910707,33.118279
910709,51.592358
910711,27.230047
910712,47.058823
910713,32.838284
910714,41.563786
910715,47.19101
910716,38.632164
910804,63.636364
910805,43.594646
910807,39.929329
910808,64.21405
910809,52.5
910810,53.594772
910811,40
910812,51.851852
910813,44.927536
911001,28.070175
920011,
920012,30
920013,39.743591
920015,53.409092
920016,64.065712
920017,58.857143
920018,78.672989
920020,54.960629
920023,36.561745
920026,27.027027
920028,55.376343
920029,48.67725
920030,47.511311
920031,49.514565
920032,51.515152
920033,38.709679
920034,45.593868
920035,49.404762
920036,62.530415
920037,43.957504
920038,63.235294
920039,69.685036
920040,51.898735
920041,57.768925
920042,55.765594
920043,43.636364
920044,51.340996
920045,53.174603
920102,56.25
920104,58.021389
920106,74.342102
920107,75.268814
920108,38.513512
920109,64.233574
920110,45.222931
920111,66
920112,39.008621
920114,54.901962
920115,68.579231
920116,44.308945
920118,48.23151
920119,79.820625
920200,4.742857
920303,78.172592
920312,36.415092
920313,65.32399
920314,75.632912
920322,56.59824
920326,64.989059
920328,58.080807
920329,57.79221
920330,41.807911
920331,58.704453
920332,87.327187
920334,76.53257
920336,39.331619
920337,59.939758
920338,65.859032
920339,40.714287
930101,
930200,68.333336
930301,27.586206
980001,
980002,
980003,
980004,
980005,
980006,
980007,
980008,
980009,
980010,
980013,
980014,100
980015,55.952381
980018,
980019,
980020,
980021,
980022,
980023,
980024,
980025,
980026,
980028,
980030,
980031,0
980033,
990300,
