Area,Below_100_Poverty_Threshold,Below_200_Poverty_Threshold
311801,12.424446,38.04567
311802,22.997149,38.371792
320000,,
320100,15.711905,34.58926
320201,24.407328,57.327587
320202,8.3347425,33.86306
320300,28.86076,58.257633
400204,3.9396346,8.9277201
400205,7.1041732,11.404906
400206,2.1571937,8.9289064
400207,3.9182992,9.5664864
400302,11.602393,22.140957
400304,11.79033,20.182953
400402,4.995265,18.46591
400403,3.2871971,20.835394
400404,1.852699,15.805123
400501,2.9214559,4.93295
400602,22.948112,43.962265
400603,9.1650486,20
400604,20.413275,48.371948
400800,18.239796,33.886055
400900,9.2068644,26.576994
401001,2.5929396,7.2789755
401002,17.45636,28.72818
401101,15.418262,35.392746
401102,10.929737,34.492546
401201,0.69131351,9.1373606
401202,9.5843201,16.282576
401203,10.682981,20.726809
401303,4.6747966,10.081301
401304,2.8448277,9.2931032
401311,9.7824383,23.164814
401312,6.5225563,18.590225
401500,10.534043,34.153057
401601,8.1549244,28.084858
401602,12.327847,23.295263
401603,7.6833072,25.975039
401701,7.4858756,27.35405
401703,18.764795,38.368839
401704,19.281563,39.795738
401800,9.3766718,24.34457
401901,12.250712,31.054131
401902,4.0790658,15.07637
402001,18.909866,38.580997
402002,13.664158,41.251175
402101,16.969944,46.534451
402102,14.630794,43.067558
402200,22.078323,40.14801
402301,20.953554,54.838142
402303,32.197575,69.014404
402304,35.85746,74.263794
402402,17.562111,39.875778
402403,6.6887922,45.851418
402404,,
402405,18.950535,51.637699
402406,22.923729,58.75
402501,24.951233,73.736481
402502,24.891712,59.529308
402600,20.475033,46.945198
402702,44.55064,71.388931
402703,19.346626,43.508698
402705,15.975163,41.151566
402706,12.70413,41.282421
402801,32.203388,71.822037
402803,30.114807,67.58905
402804,28.35751,68.483856
402902,28.80731,49.454952
402903,17.144136,55.416294
402904,15.980968,41.645676
403000,23.536036,51.140202
403200,63.190186,84.04908
403303,10.171869,22.763943
403304,8.2447338,18.435307
403305,3.9775386,18.998596
403312,6.3064833,20.314342
403316,6.1169839,26.300211
403317,6.022222,18.177778
403318,8.1535168,15.351672
403319,6.0660934,19.601629
403320,6.2079282,15.875093
403321,7.7406869,14.481535
403322,13.031446,20.830189
403323,9.3134546,22.418552
403324,3.2914422,17.878515
403325,4.2320395,15.854666
403401,9.1024017,33.321293
403402,7.1130872,15.893304
403403,3.7987473,9.6989288
403404,7.397572,14.453718
403405,0.66225165,8.5540838
403406,11.398071,28.787878
403407,11.929658,17.110266
403408,4.0969505,12.322126
403500,3.5657265,19.265566
403600,8.4898996,20.426615
403702,4.3068643,20.484522
403703,6.5808296,21.949724
403721,6.9294858,22.393822
403722,21.154177,47.631351
403801,12.2224,27.512383
403802,11.537173,25.619558
403901,7.9813576,32.304108
403902,15.479275,32.642487
404000,11.664965,28.539326
404100,12.496025,41.144672
404201,36.056789,64.80043
404202,26.522043,56.438068
404301,14.019337,57.613949
404302,10.808179,28.578384
404401,18.150774,42.264252
404402,11.399424,33.377689
404501,11.102485,42.546585
404503,8.548708,31.146454
404504,16.66004,52.743538
404600,12.491228,38.596493
404701,18.1056,52.782734
404702,29.614214,58.988316
404703,25.207676,63.477512
404801,16.169992,52.202644
404802,16.893497,55.584358
404803,15.913431,47.231064
404901,6.9327369,26.870808
404902,24.055756,41.389389
404903,18.83378,42.091152
405001,8.3226423,41.693394
405002,11.831153,51.18906
405101,15.736041,47.250423
405102,20.99567,50.288601
405201,19.082535,53.017483
405202,10.217597,43.727531
405203,11.813555,35.708546
405301,15.031555,41.82444
405302,8.5648146,29.960318
405400,7.7606525,19.31097
405500,8.7483568,36.278664
405600,4.0034513,17.618637
405701,5.3270769,32.321281
405702,16.850491,44.689541
405800,10.824299,23.627604
405900,10.12262,39.446907
406000,13.505013,29.663849
406101,6.5141864,26.722641
406102,11.392406,38.11935
406200,22.132015,49.452877
406300,12.035874,21.183857
406402,1.0254124,17.788675
406411,9.1862211,24.013979
406412,2.7810419,13.474344
406500,6.7535729,18.046175
406601,6.6489363,24.113476
406602,10.763278,37.407669
406701,3.2871971,26.009228
406702,13.888889,37.05962
406800,15.152829,30.132235
406901,14.82268,44.404331
406902,5.7496562,22.640991
407001,9.6592846,42.674618
407002,11.176786,39.172489
407101,19.639488,42.255291
407102,9.694066,42.204201
407200,12.029969,46.098389
407301,8.4294405,43.740826
407302,7.5427685,41.316746
407400,11.764706,28.407461
407501,13.777778,45.311111
407502,10.762442,44.128464
407601,14.820628,48.09417
407602,10.612245,37.066326
407701,25.355087,56.257198
407702,9.8142462,30.963873
407801,12.631579,41.511963
407802,5.4550157,25.749741
407900,11.723494,26.327261
408003,8.965517,20.334379
408004,13.051147,30.64374
408005,6.3518596,18.052654
408006,11.896104,30.415585
408133,19.015659,42.626053
408134,9.4479437,20.93368
408135,11.938775,32.219387
408136,8.9564285,28.348574
408137,12.138454,33.570412
408138,34.129368,60.793926
408139,11.490205,73.497688
408140,17.433941,56.006538
408141,14.275093,53.643124
408202,15.749235,43.781857
408211,20.862944,50.439934
408212,10.467882,34.119747
408301,20.160427,38.146168
408302,6.1576357,21.009851
408303,7.9412441,22.653202
408401,5.5934815,27.879322
408402,9.1588783,20.710279
408501,9.4756794,41.471889
408503,4.760428,14.126221
408504,8.6398134,24.265421
408505,3.8942976,12.517385
408623,7.6692629,29.239065
408624,7.2597442,20.113062
408625,2.0256112,10.151339
408626,12.798783,29.747936
408627,8.6682167,23.380936
408628,12.776958,24.46455
408629,9.6398687,20.771189
408630,11.921511,49.055904
408631,10.145999,32.008869
408703,5.0821433,14.555505
408704,22.236341,51.493011
408705,7.9276018,28.81448
408706,7.2219296,17.290459
408722,11.339983,22.029488
408723,9.5961342,46.634449
408724,15.576437,54.860859
408800,35.947887,67.056633
430002,18.778473,35.962414
430003,5.7162223,11.635789
430101,17.877329,41.762611
430102,17.11034,41.010803
430200,9.5381527,18.975904
430301,3.6331017,6.2345819
430302,4.0685945,20.292536
430400,4.9452953,13.829322
430501,4.3673277,7.5542965
430502,6.5858645,15.508178
430600,7.6779461,13.582264
430701,5.9303484,16.159204
430721,6.4629846,14.688601
430723,9.3916759,23.564568
430724,12.001587,34.417774
430801,10.776797,28.092001
430802,10.083415,21.221786
430803,7.3967891,13.226299
430901,11.280418,27.928133
430902,10.978261,22.173914
431001,18.738838,37.216652
431002,10.171532,26.151068
431100,9.4580994,44.113842
431200,16.493637,34.912926
431300,3.8002172,10.930148
431400,9.0592337,33.503082
431501,22.33267,43.936382
431502,12.627197,25.277521
431600,5.7608972,26.178946
431700,11.560954,23.166891
431800,17.407343,33.795891
431900,17.345505,35.065544
432000,2.1595759,19.656019
432101,9.2105265,21.306557
432102,7.7353215,26.206896
432201,14.710905,51.085632
432202,24.557076,46.624805
432300,11.196283,30.592335
432401,24.517622,57.447903
432402,23.365162,59.259258
432500,15.869436,39.264095
432601,29.670994,58.315727
432602,11.288558,36.622185
432700,27.164236,63.629475
432801,21.643286,61.756847
432802,29.233986,70.556931
432901,13.724267,39.509254
432902,11.474485,40.146603
433101,10.973167,47.336803
433102,30.605429,59.895615
433200,22.083399,57.504295
433302,37.439484,78.42926
433304,19.778025,65.061043
433305,31.729469,62.628017
433306,29.711321,63.833927
433307,23.570082,47.360149
433401,20.988043,52.737572
433402,33.28635,76.086449
433403,38.348984,66.302689
433501,40,73.994781
433503,18.305439,63.981869
433504,22.169094,61.464897
433601,18.005424,41.852703
433602,30.65177,62.383614
433700,10.630441,45.31786
433801,32.778912,73.324966
433802,9.7012529,33.890137
433901,36.863365,70.916756
433902,18.459024,55.867138
434001,19.256966,63.63261
434003,21.457489,65.901932
434004,22.252747,61.332417
460000,8.5335016,10.830173
460100,8.5411053,14.807952
460200,4.9268804,13.840529
460301,5.8677502,19.386143
460302,18.05493,27.082396
460401,12.552743,19.620253
460501,0.9733237,10.54434
460502,2.6589851,9.9933529
460600,4.5841517,8.9500113
460700,2.3587711,10.069376
460800,4.1074247,11.121643
460900,19.913998,34.564056
461000,13.984411,40.883389
461100,18.675791,34.896358
461200,6.3164749,13.544606
461300,10.424823,28.215166
461400,9.9376841,22.597572
461501,14.897179,36.53754
461502,26.215176,50.251926
461600,24.134024,51.246357
461700,4.969367,14.159292
461901,23.06805,42.214535
461902,28.289892,46.726002
462001,24.325712,58.181351
462002,20.364159,56.516529
462100,23.123337,48.873116
462201,29.943342,51.1898
462202,26.453388,42.655659
462301,23.325117,46.090073
462302,20.455366,29.345861
462400,11.220743,27.237265
462500,11.577072,16.952721
462600,4.4708028,11.724453
462700,10.176991,28.687315
462800,12.985972,19.398798
462900,6.0478568,12.358665
463000,2.0852642,13.716404
463101,12.255106,26.344311
463102,12.225877,18.092106
463200,11.496296,28.385185
463300,2.5999999,11.85
463400,9.6370687,26.497534
463500,12.942035,23.22275
463601,7.5050368,17.528543
463602,20.173317,27.791214
463700,13.120696,22.653135
463800,3.0936012,6.478054
463900,9.9246235,18.184673
464000,9.2362928,18.178852
464100,5.2068191,11.669089
464200,5.9799514,10.404425
480002,4.5400944,13.443397
480011,15.441442,36.036037
480012,6.6744275,22.875437
480101,10.519126,21.334244
480102,14.145471,34.805889
480201,2.2434244,13.486333
480202,2.2848439,15.689261
480302,11.569507,36.950672
480303,21.699282,40.673767
480304,22.979156,46.51754
480400,10.716911,32.261028
480500,4.8390207,11.605938
480600,9.6320896,22.330097
480702,5.3280492,13.298106
480703,5.6569343,10.614355
480704,11.911469,20.84507
480802,12.312665,33.617397
480803,8.9170332,34.685966
480804,15.396519,31.334623
480901,14.268143,44.731449
480902,19.599905,47.392235
480903,27.275805,46.734348
481001,15.064866,39.475773
481002,12.823219,43.834652
481101,12.447699,41.422596
481102,10.4519,34.876629
481103,13.137055,38.253807
481201,9.5710459,33.029491
481202,14.73556,38.343773
481300,15.825826,44.954956
481401,21.051796,51.112171
481402,14.571823,40.276241
481500,22.627569,45.278225
481603,18.994709,36.746033
481604,17.612011,42.897999
481605,16.518591,37.282001
481606,22.293377,42.225334
481711,25.404644,55.477364
481712,30.763329,53.145378
481713,20.636587,49.387897
481714,28.432169,57.108044
481800,12.16968,27.086231
481901,8.5922241,22.687733
481902,9.4681473,26.884863
482001,8.6844997,10.846464
482002,13.654504,32.881985
482101,15.496716,35.714287
482102,14.962763,33.141502
482201,16,41.754837
482202,18.168545,46.641636
482301,23.234058,52.119129
482303,21.23851,54.120304
482304,27.362637,63.846153
482401,12.776294,48.749088
482402,9.3213301,42.700832
482502,32.707005,59.68153
482503,26.219065,57.118355
482521,13.769957,40.366474
482522,9.9655619,29.294016
482600,9.3839865,26.577871
482701,16.835995,36.90649
482702,13.943894,40.841583
482800,14.544221,39.968334
500100,2.3510115,8.1738653
500201,2.2030313,10.891788
500202,3.8501132,9.5326338
500300,11.182995,18.422674
500402,17.87989,41.583256
500403,18.255945,34.835789
500404,10.362695,25.740932
500500,13.932108,50.707214
500600,26.473028,45.67635
500700,8.7282963,35.91428
500800,13.540925,35.142349
500900,17.509727,41.837254
501001,10.079492,43.147854
501002,6.6039662,21.508894
501200,10.845176,19.633509
501300,5.4535918,21.198217
501400,19.101412,52.220795
501501,6.2975488,13.778529
501503,17.723129,41.467033
501504,25.869263,55.49374
501600,11.340355,24.383205
501700,10.519236,24.051655
501802,6.2853909,27.293318
501803,37.074104,60.988075
501804,23.968176,52.362007
501900,6.2738547,21.564886
502003,12.959113,45.010395
502004,19.913088,44.836399
502005,10.859911,44.348003
502100,8.1354609,28.882833
502200,9.7368832,33.827003
502301,7.4646072,37.30695
502302,22.709404,58.784397
502401,12.188703,41.364647
502402,8.9478045,26.070147
502500,18.346775,42.666332
502601,5.5030575,26.445248
502602,7.6013145,31.062431
502700,7.9526229,31.825872
502801,12.326389,27.517361
502802,18.900043,55.085117
502901,7.4242978,19.956221
502902,30.917538,54.076656
503000,21.864786,59.470154
503103,9.7905951,39.511387
503104,19.984201,44.233807
503105,14.522324,31.325012
503106,5.6932154,43.59882
503201,6.9397593,24.530121
503202,16.537045,36.041752
503301,11.401503,18.523359
503302,10.392749,40.815708
503401,8.1371984,11.681974
503402,4.5034642,20.138569
503501,16.748917,36.473755
503502,10.668597,29.833454
503601,2.924269,20.969757
503602,7.090909,15.064935
503701,6.2654262,25.650276
503702,11.27089,26.078508
503703,6.3034325,18.935818
503801,8.1235151,24.014252
503802,10.726235,25.054123
503901,3.9289374,14.964128
503902,3.5641317,19.931896
504001,9.2493296,22.359249
504002,6.0231352,12.385321
504101,14.561069,30.553434
504102,,
530003,6.5903463,24.381187
530004,14.33869,32.583435
530005,8.36518,20.127388
530006,10.473565,32.473064
530101,19.380135,52.483196
530102,16.981499,42.414799
530202,7.3473916,27.702553
530203,8.6751366,43.738655
530204,21.611351,49.83532
530301,20.845667,54.080338
530302,17.279953,54.047688
530400,29.544884,46.416897
530500,32.764832,67.595482
530601,22.947762,60.927505
530602,13.633014,46.868092
530700,22.651449,54.345917
530801,33.069305,62.700272
530802,23.698912,50.955601
530901,25.174463,54.019127
530902,35.542313,75.589989
531000,19.171663,52.848576
531101,29.589291,68.27774
531102,29.913206,58.679478
531201,28.189528,63.772125
531202,22.924528,56.627357
531301,36.987309,73.588379
531302,31.032948,65.598099
531502,22.956161,67.446686
531503,33.386478,72.034439
531504,33.749149,74.302567
531602,29.588766,70.310936
531603,22.06278,43.976082
531604,27.801455,75.332161
531701,27.950075,57.810135
531702,30.560846,61.185184
531800,27.328215,62.118526
531901,24.214659,52.196045
531902,18.502428,49.757221
532001,17.562946,62.946846
532002,15.89361,50.178398
532101,21.726191,57.064537
532102,7.1524968,24.156546
532200,15.437393,59.254639
532302,18.437984,60.150875
532303,13.99177,33.173298
532304,23.625525,47.692646
532400,2.4390244,43.902439
532500,29.536489,56.188362
532603,27.655067,77.004539
532604,28.332727,65.165276
532605,33.898304,72.657028
532606,34.66119,77.104721
532700,26.95829,62.529671
532800,35.014835,76.283951
532900,38.629192,81.230286
533001,29.282965,74.711258
533002,20.663931,57.888847
533103,38.174511,74.540756
533104,40.774136,76.92984
533105,37.113838,82.818451
533106,29.976303,67.890999
533107,31.112383,59.222191
533201,29.296741,73.790741
533202,22.024729,49.072643
533203,22.594831,57.669048
533300,33.372746,60.77446
533401,21.012991,58.407078
533402,30.978905,57.004028
533403,35.402626,62.646328
533501,33.918839,72.804359
533502,18.02737,45.162811
533503,29.358215,70.277649
533601,30.359741,68.143066
533602,26.023338,64.586037
533603,24.013206,66.606636
533701,35.870129,64.233765
533702,32.054794,63.534248
533703,27.691948,66.643257
533803,27.065702,67.595016
533804,21.480783,54.6805
533805,27.091005,60.967911
533806,33.932701,60.698689
533901,27.883377,71.762245
533902,25.247644,60.908432
534001,29.154575,65.351135
534002,15.842512,50.175766
534101,28.025793,71.130951
534102,32.957661,67.773376
534201,32.692726,70.910683
534202,35.351994,75.419846
534203,18.686869,61.588104
534301,45.024929,61.131584
534302,32.36483,65.386559
534403,19.14324,59.069611
534404,35.278591,69.824043
534405,23.699423,71.92762
534406,28.546135,70.194763
534501,17.171289,62.73555
534502,21.863075,55.308643
534700,12.583472,49.123539
534802,15.53398,55.14563
534803,28.777313,59.716412
534804,19.126112,67.006805
534900,29.620213,59.844273
535001,30.781797,64.830803
535002,38.01086,67.390686
535101,34.463131,64.773613
535102,39.052525,54.665295
535200,26.69845,74.663712
535300,31.253145,69.451431
535400,41.064079,75.396828
535501,26.957384,64.444992
535502,19.866999,50.581879
535503,30.255566,74.278648
535603,20.734341,49.460045
535604,25.080019,67.16964
535605,24.965549,56.68351
535606,30.587618,76.862541
535607,16.74287,49.836708
535701,18.916304,45.621674
535702,30.342833,66.162064
535802,15.271227,56.043633
535803,18.906353,66.083687
535804,22.418934,50.801342
535901,17.265169,39.395012
535902,4.5659809,31.547918
536000,21.083567,49.501659
536102,15.410335,36.352585
536103,17.118959,42.323421
536104,27.218653,57.363789
536200,21.465212,48.454556
540000,20.281805,52.770626
540101,15.692625,42.17577
540102,13.397273,55.162594
540201,43.217823,70.89109
540202,36.052937,77.225128
540203,30.270758,70.234657
540300,22.629051,66.306526
540400,35.700352,80.218491
540501,25.281103,66.648529
540502,31.171303,61.508053
540600,27.330359,69.124207
540700,21.052631,70.028366
540800,12.434141,38.619598
540901,32.464615,58.481239
540902,20.115286,49.850925
541001,20.355732,47.2332
541002,7.4307747,35.856991
541100,16.987505,52.414726
541200,21.025225,41.301872
541300,25.071852,63.956043
541400,34.918842,69.400139
541500,29.731703,61.598831
541603,41.682072,74.892174
541604,42.413574,77.528809
541605,22.103767,69.936035
541606,26.953287,68.168663
541700,23.0893,53.258247
541801,34.590282,63.995647
541802,17.652727,59.934475
542000,27.644569,56.06488
542103,29.599028,66.731468
542104,18.98082,47.609505
542105,34.965782,70.466209
542106,31.07361,68.839104
542200,25.042542,56.678955
542401,21.038198,51.792362
542402,13.381774,40.690281
542501,34.863731,55.639412
542502,39.019287,60.748314
542601,35.426888,66.470398
542602,27.57209,62.299751
542700,26.386938,54.108147
542800,15.822784,36.518986
542900,21.340822,58.441559
543000,6.7941508,35.320583
543100,14.910479,35.529793
543201,24.13522,57.206497
543202,27.91658,62.853603
543304,11.367702,16.620588
543305,16.746107,34.127739
543306,10.219079,22.365501
543321,10.118074,17.202543
543322,5.4027367,20.24263
543400,9.5022621,32.579185
543501,15.345149,31.110075
543502,10.296333,21.019588
543503,4.2912621,17.747572
543601,4.0183973,18.373276
543602,11.73009,31.358704
543603,4.2575288,18.328142
543604,9.6491232,13.849527
543701,8.4337349,31.526104
543702,15.693832,38.436123
543703,4.112741,28.846706
543801,11.003757,30.416891
543802,10.544266,31.959642
543903,7.7005634,28.280119
543905,26.781712,45.45047
544001,18.46545,40.305061
544002,2.6217229,17.228464
550000,48.215919,55.169258
550100,8.3238888,29.190279
550201,9.4037476,37.853493
550202,13.205893,44.87899
550300,12.516247,33.350662
550400,6.9199457,13.297151
550500,3.7465365,18.88929
550601,12.762298,27.089783
550602,2.4467411,26.555578
550700,3.433923,13.482979
550800,6.9419174,32.40028
550901,14.399229,40.380447
550902,12.381436,42.649052
551000,5.6805077,35.726643
551101,32.004013,55.505394
551102,28.648005,53.226128
551201,3.6358948,26.972666
551202,17.356602,33.089828
551300,14.29145,48.474506
551401,19.840101,38.396801
551402,4.6002192,27.754656
551501,9.5490713,33.401348
551502,14.904888,42.908741
551600,,
551700,10.792847,39.389145
551800,10.195621,30.081617
551900,15.681429,35.145409
552001,10.968734,39.620708
552002,16.541742,36.857067
552100,10.228758,39.836601
552200,21.805876,49.488281
552301,12.508045,30.036472
552302,10.002661,25.405693
552400,6.6001534,41.903301
552601,12.753888,47.813358
552602,24.812513,42.425541
552700,16.082621,35.142448
552800,16.705376,34.671532
552900,16.200951,39.863258
553000,5.8004642,29.360895
553100,10.601503,35.548874
553200,12.524513,31.52046
553300,18.722006,42.818752
553400,15.257048,40.823658
553502,20.768847,49.001499
553503,16.952311,45.380032
553504,26.086269,54.337177
553601,17.041119,47.859261
553602,20.432785,55.074684
553701,23.319756,61.558044
553702,26.54973,58.381504
553801,29.274736,57.925072
553802,33.515453,56.889191
553901,15.01298,43.005482
553902,23.589382,52.346634
554001,13.158591,30.315065
554002,17.165703,50.714527
554101,32.213017,67.1716
554103,9.2154417,19.364882
554104,25.216736,54.617413
554105,29.500471,55.065975
554201,11.184378,32.868374
554203,16.617765,29.741264
554204,18.952854,60.696518
554301,18.333334,48.736561
554302,18.799788,54.062668
554403,26.183987,55.519592
554404,23.109037,59.872299
554405,16.742374,42.050617
554406,7.672358,34.406742
554511,3.4808552,19.691696
554512,2.4211054,12.289197
554513,4.8031497,11.377953
554514,7.1014495,21.532091
554515,5.9550843,16.95685
554516,3.8274932,13.369272
554517,6.8312945,17.72444
554518,3.5806096,12.633125
554519,6.2749572,19.880205
554521,4.4810543,17.281713
554522,4.750824,13.438046
554600,21.046915,43.635967
554700,16.366158,46.978401
554801,13.688328,55.054153
554802,12.041065,31.720898
554900,12.027586,29.917242
555001,21.912498,35.942402
555002,14.875767,34.107777
555102,22.346449,51.967476
555103,8.1465034,29.877913
555104,13.760321,35.451588
555202,6.3650074,13.966818
555211,31.464119,65.542732
555212,32.587116,62.492081
570001,6.9457011,15.995475
570002,7.1612077,17.951189
570003,8.5714283,20.546219
570100,23.934959,37.10569
570202,22.503242,44.763294
570203,18.97131,51.718792
570204,25.627869,49.824467
570301,26.195004,52.643589
570303,26.673063,65.195488
570304,31.202858,58.693928
570402,15.855107,43.349167
570403,28.592348,64.909393
570404,19.749029,48.043022
570501,9.4853687,37.653164
570502,16.211208,45.221554
570601,22.247787,49.044247
570602,23.144672,45.466358
570603,35.200634,63.607468
570701,6.057198,19.15167
570702,7.040472,14.123103
570800,3.4063261,24.435175
570901,3.9139276,14.334124
570902,3.7852349,16.483221
571000,4.5732241,11.118869
571101,7.9113922,12.257384
571102,3.8746297,21.791708
571200,3.1421933,21.995354
571300,4.9764628,9.9753418
571400,3.6732109,21.975935
571502,10.351781,31.660318
571503,15.404762,33.047619
571504,8.3103666,27.983889
571600,68.577278,85.926308
571701,20.041487,53.917343
571703,21.6245,57.443409
571704,36.858974,57.585468
571800,2.9562981,9.929306
571900,9.0001717,15.832043
572001,3.8461537,15.070267
572002,7.92834,25.481228
572100,2.8783658,4.9210773
572201,5.3390837,25.342058
572202,9.8631697,19.099201
572301,18.231754,46.560291
572302,17.794554,37.880829
572400,21.34647,46.551723
572500,38.204872,65.498833
572600,7.281467,39.059998
572700,17.209631,48.12323
572800,54.803921,91.470589
572900,30.182482,59.489052
573002,46.846607,74.85302
573003,28.422619,42.757938
573004,35.808544,65.757103
573100,13.802257,40.225613
573201,27.077421,56.890961
573202,27.215189,63.065098
573300,38.246181,72.443314
573401,14.116829,33.518776
573402,21.972002,45.587341
573403,11.747168,17.590937
573601,5.1126089,10.84991
573700,4.3028212,10.290237
573800,7.5639853,12.865631
573902,1.9607843,13.585434
574000,3.6598494,7.1223536
574100,5.0969949,12.476227
574201,4.1325026,16.726795
574202,11.691136,31.647635
574300,8.9030991,19.757338
574400,3.4099472,12.980407
574500,9.7068405,18.648209
574601,,
574602,3.21065,16.60141
574700,,
574800,8.4705076,16.152264
574901,7.7517314,14.970698
574902,34.561405,44.188595
575001,12.544122,23.676352
575002,13.390831,25.578756
575101,33.574093,56.453869
575102,40.882282,70.582687
575103,28.122498,54.883907
575201,24.757282,63.261253
575202,35.241146,64.218529
575300,31.264502,73.588554
575401,40.23959,79.124115
575402,33.851673,70.95694
575500,0,89.189186
575801,46.283184,84.336281
575802,39.981041,76.398102
575803,41.35997,73.431473
575901,39.583954,59.375927
575902,33.858269,58.31028
576001,12.342664,21.829796
576200,38.349251,66.948997
576301,32.981018,62.532356
576302,26.509306,62.573765
576401,48.104465,82.11879
576402,28.636742,69.866997
576403,35.01255,72.158478
576501,24.665392,48.470364
576502,32.4198,58.232418
576503,24.713503,52.441456
576601,10.640681,27.956989
576602,17.35635,25.254198
576700,9.5538187,26.594404
576801,27.345972,52.843601
576802,15.442359,32.25201
576901,41.718163,71.680481
576903,27.030655,60.438576
576904,21.303099,53.209839
577000,15.407471,29.485003
577100,8.058198,34.68103
577200,7.5393066,15.912105
577300,11.589464,23.596731
577400,8.4762869,18.668013
577501,9.7906055,15.506508
577504,6.0815482,16.171389
577602,9.8451653,19.456617
577603,11.334077,18.778645
577604,6.6210046,13.394217
599000,14.876266,43.925758
599100,6.2913909,37.417217
600100,46.014183,71.546097
600201,33.273258,63.144852
600202,38.849464,67.597763
600302,31.525185,50.545967
600303,39.222,54.360752
600304,43.662376,75.250359
600400,18.042274,43.054855
600501,13.046621,32.490063
600502,7.1139126,26.699684
600601,13.116591,27.503736
600602,42.962963,75.020576
600702,15.09716,35.703609
600703,6.2962961,17.830688
600704,13.21891,25.504366
600801,6.2276521,22.854589
600802,14.458317,21.546516
600902,27.87015,52.858273
600911,19.281332,48.670757
600912,21.699982,56.960201
601001,23.371849,60.556725
601002,25.793207,47.05114
601100,30.423771,66.317741
601202,27.432951,48.991058
601211,19.323832,59.628769
601212,22.611813,63.253857
601301,6.8737273,18.177189
601302,17.137972,40.655006
601303,24.989639,61.541649
601401,20.264488,53.675613
601402,18.047514,41.505291
601501,31.212122,71.338387
601502,30.950644,70.532455
601600,32.191944,51.314201
601700,40.168793,61.142036
601801,37.151447,65.199562
601802,28.858896,51.656441
601900,33.754307,64.523537
602002,21.076672,50.831974
602003,32.866295,63.290634
602004,29.124088,53.211678
602103,21.622484,51.085915
602104,25.67453,54.267776
602105,23.962307,60.264751
602106,13.086642,38.64621
602200,20.141216,47.199615
602301,8.2402897,20.852335
602302,2.4090075,14.061273
602402,17.741177,45.505882
602403,18.674917,52.329815
602404,17.278511,44.542339
602504,21.767555,53.728813
602505,40.475613,62.314972
602506,24.04022,53.404938
602507,30.269335,53.792934
602508,18.931759,43.147137
602509,19.197424,45.949963
602600,11.809982,36.632591
602700,17.650187,25.465178
602801,34.42152,67.171585
602802,18.507853,40.916229
602900,15.169613,55.35117
603001,22.489082,50.247452
603004,15.878616,39.237827
603005,23.197159,48.383659
603006,19.652342,43.505554
603101,18.922924,39.45158
603102,19.609417,46.147671
603200,6.4757161,19.364882
603301,8.7418785,35.174248
603302,16.46109,48.082531
603400,11.74766,40.726704
603500,8.600728,24.115118
603600,6.0867481,29.618979
603702,12.761754,28.684315
603703,2.1388369,11.932458
603704,26.953426,55.902832
603801,19.732441,42.872074
603802,20.447906,56.523857
603900,14.869637,53.992397
604001,18.518518,58.221409
604002,11.379311,47.327587
604100,21.679556,51.553387
609900,14.212679,30.265848
620001,6.5931373,12.034314
620002,5.0226927,14.886536
620101,11.398041,20.160284
620102,3.8392167,15.434167
620201,9.5435686,15.352697
620301,2.5482779,4.9970136
620303,2.4931381,8.3485823
620305,4.1980062,7.7138357
620400,4.3093495,9.6575603
620501,1.7925736,14.50064
620521,7.5804777,16.796469
620522,5.1702127,17.297873
620601,9.8599138,17.474855
620602,2.7111192,12.236673
620701,2.672209,14.652613
620702,2.6423357,11.328467
620800,3.161298,9.3042746
620901,5.4441261,10.565903
620904,6.1473846,9.5456285
621001,1.5855539,6.7165823
621002,5.9059057,13.013013
621004,7.4016447,11.558124
621102,7.5611324,11.486486
621104,1.2767898,8.6943302
621201,3.3166153,11.114706
621204,7.3615637,15.179153
621301,4.3924465,10.76902
621324,6.9524045,18.639421
621326,3.7841396,9.8716679
621400,7.6053214,12.305986
650001,12.44415,27.949694
650003,14.727683,31.936836
650004,15.334378,32.993729
650101,5.1496406,17.371677
650102,6.7084079,12.522362
650200,3.8711777,16.297983
650300,5.8814816,32.237038
650401,6.4774694,15.792894
650501,6.5420561,13.664196
650502,8.831584,12.825194
650602,11.117151,27.779287
650603,7.730093,22.957602
650604,14.344193,38.205696
650605,12.291454,27.340824
650701,5.2223582,17.339861
650702,1.7952554,7.0314169
650800,3.7642252,10.285964
650901,4.4903312,21.665028
650902,6.5984073,16.853567
651001,10.999023,26.098276
651002,3.2310839,14.498978
651101,5.7175527,14.236707
651102,7.975616,28.422657
651201,2.1321962,5.565032
651221,12.253212,23.252899
651222,4.8109412,14.271923
651302,2.2003746,8.2553062
651304,6.1545372,9.838275
651401,9.8686829,23.398329
651402,2.873117,16.167107
670001,11.652174,27.73913
670002,13.505535,28.339483
670003,12.424026,33.643188
670100,18.764776,36.303192
670201,2.8428533,5.7383523
670202,6.1254611,13.099631
670324,4.2105265,11.866029
670326,1.8348624,3.3830276
670328,4.0808001,7.8555398
670403,6.2711229,11.528352
670405,4.1999998,12.366667
670406,4.4148936,6.861702
670407,8.5418749,10.427094
670411,4.0245566,12.210095
670413,5.5283556,8.2823334
670416,5.2211747,16.050278
670500,1.9812878,5.5035772
670602,4.2645073,9.8650475
670701,2.4479978,13.810669
