Area,Below_100_Poverty_Threshold,Below_200_Poverty_Threshold
191204,15.812379,58.558994
191301,19.840319,52.49501
191302,30.85239,54.345116
191410,36.314198,67.190331
191420,29.91814,62.318459
191500,29.774488,61.064129
191610,24.942844,59.533607
191620,28.18611,65.677681
191710,38.372093,61.491108
191720,41.067284,68.161896
191810,32.105114,64.75293
191820,17.63401,46.099815
191901,19.222033,40.772289
191902,12.412645,23.061563
192001,17.263987,33.872379
192002,10.440835,20.494972
192300,8.2947664,15.592737
192410,10.80944,37.32555
192420,25.34182,55.139084
192510,21.30744,54.485775
192520,31.466558,66.680099
192610,29.573935,68.901421
192620,29.196676,65.180054
192700,33.01963,58.806129
194101,8.0050821,19.949175
194102,6.5578089,19.094021
194200,4.8533039,11.982451
194300,10.450161,15.192926
194401,4.7391305,19.47826
194402,16.353155,30.946602
194500,12.677538,24.355602
195100,7.7215991,13.391157
195201,9.1210613,20.431177
195202,5.4046159,12.825007
195300,13.289474,35.578949
195400,10.527508,22.503962
195500,16.642696,27.141977
195600,23.291832,39.174004
195710,33.857758,62.564655
195720,11.381017,41.880341
195802,22.970512,58.536587
195803,23.030506,46.563862
195804,26.863226,47.338249
195901,21.555555,39.111111
195902,24.640554,36.192364
195903,17.443869,40.889465
197200,8.36129,36.232258
197300,20.107307,41.313236
197410,12.797758,24.007473
197420,20.983103,55.453148
197500,14.961832,44.580154
197600,16.687267,41.244335
197700,34.352623,58.331722
199000,32.538822,64.499817
199110,21.68,49.560001
199120,48.267567,69.008659
199201,28.161478,61.770428
199202,23.61248,53.727421
199300,22.052155,42.035149
199400,28.029295,64.647141
199700,35.426144,66.393692
199800,30.09009,63.703705
199900,36.594337,70.871643
201110,14.414754,57.960106
201120,27.418583,60.416668
201200,21.602125,60.136673
201301,17.153284,58.789539
201302,12.716763,30.690889
201401,32.659073,54.340141
201402,13.812981,34.756618
201501,25.115934,54.999073
201503,25.968874,68.324684
201504,31.017612,57.729942
201601,18.75,51.830357
201602,14.092798,38.850414
201700,26.487068,43.620689
203100,40.183918,76.112061
203200,30.250206,63.433144
203300,33.719135,56.558643
203500,30.793854,56.498081
203600,32.885212,62.419857
203710,35.290699,70.174416
203720,44.91423,88.161392
203800,25.273197,63.878403
203900,28.673836,62.104919
204110,28.163134,68.17598
204120,25.955883,67.058823
204200,37.296177,61.69582
204300,33.128445,76.070366
204410,38.66153,68.175255
204420,49.295292,76.314888
204600,29.282007,70.977509
204700,24.275288,58.435871
204810,28.982485,68.077568
204820,21.300081,50.695011
204910,38.099968,70.473351
204920,33.699921,66.378632
205110,43.627323,78.775192
205120,36.922142,78.315086
206010,45.232815,71.840355
206020,11.777778,18.222221
206031,12.516006,24.103714
206032,35.834641,69.220222
206050,49.019608,75.695396
206200,45.23592,72.207001
206300,80.680092,94.927811
207101,33.173229,57.444763
207102,36.221527,74.631531
207103,48.548458,78.293884
207301,32.373028,44.259495
207302,17.928757,40.858692
207400,91.836731,93.877548
207501,12.406015,22.791353
207502,37.420128,54.632587
207710,27.481155,41.268845
207900,25.178301,37.410851
208000,33.180237,60.79332
208301,36.375961,69.859917
208302,30.065655,68.983475
208401,25.073812,78.491936
208402,21.578947,51.508774
208501,12.584359,35.450577
208502,31.134193,69.258842
208610,23.672409,51.545906
208620,27.328918,57.858719
208710,18.158745,33.45639
208720,44.349541,78.142792
208801,35.332104,78.690041
208802,27.95031,62.76561
208902,47.710842,84.698792
208903,41.595833,79.956131
208904,65.467422,92.209633
209102,53.303684,85.112244
209103,55.409927,88.650307
209104,52.159607,79.514603
209200,38.431015,65.628815
209300,39.172123,65.692238
209401,47.783253,81.073372
209402,49.526386,87.821381
209403,52.975159,86.366264
209510,36.771473,67.177917
209520,37.983589,79.484177
209810,36.513298,78.851837
209820,47.529022,79.668327
210010,38.352676,70.11039
211000,5.2879467,14.322415
211120,20.256859,47.538433
211121,19.213974,42.314411
211122,27.342501,53.981453
211201,26.502003,65.520691
211202,30.30303,61.603374
211310,34.857677,74.988335
211320,23.146748,59.122543
211410,25.515465,53.681885
211420,21.841478,55.154945
211500,11.29101,41.499786
211701,7.3827734,16.860659
211703,14.612146,53.337341
211704,21.61235,44.391079
211802,20.028543,49.952427
211803,24.163372,49.275364
211804,27.974068,50.307941
211910,24.615061,59.228012
211921,28.110807,53.814713
211922,13.589604,51.624256
212101,25.356522,48.347828
212102,31.619871,72.483803
212202,28.908794,65.716614
212203,47.008827,84.373978
212204,43.235855,75.15715
212303,43.337486,72.758408
212304,34.708088,76.16497
212305,36.758369,71.229698
212306,23.493195,59.656513
212410,20.338573,51.608223
212420,31.484795,65.265358
212501,20.528267,62.928638
212502,14.808175,43.097885
212610,24.050632,48.178764
212620,28.400955,55.630287
212701,16.142736,49.362785
212702,9.3690252,21.524174
212800,23.933706,50.085304
212900,28.230738,62.107624
213100,25.693951,46.476868
213201,27.470356,76.460258
213202,33.333332,70.278404
213310,23.987457,73.112099
213320,23.337982,70.246399
213401,19.061216,72.318398
213402,31.587057,68.45697
214000,5.2686219,21.100441
214100,7.0883055,15.94272
214400,14.96037,26.287979
214501,12.283678,25.347811
214502,26.240419,35.397339
214503,9.5537586,23.420185
214600,8.7764969,18.482708
214700,6.6079297,16.4998
214800,7.5185437,18.745785
214901,14.929388,32.918629
214902,11.537121,17.84594
215101,18.431074,35.338917
215102,15.694926,22.849039
216100,8.1756516,20.028561
216200,15.780696,26.766729
216300,5.1669316,16.494436
216401,16.738474,34.769497
216402,14.763324,31.876862
216700,15.41471,36.150234
216800,10.9518,23.123856
216900,8.6451359,23.867664
217001,16.721191,27.117413
217002,12.61194,35.951492
217100,12.87599,27.757256
217200,17.105593,40.807625
218110,19.099827,36.410847
218120,30.882353,65.352943
218210,27.569593,62.847965
218220,24.665937,59.671413
218300,22.21069,53.935307
218400,28.414919,58.974358
218500,28.617363,43.837086
218600,24.826756,47.393795
218701,21.228142,42.78162
218702,29.749769,59.267841
218800,18.821785,48.795849
218900,23.803787,71.669533
219010,31.431767,48.173004
219020,17.468176,51.815182
219300,28.438494,72.58284
219500,9.0330048,17.834394
219700,12.324795,29.603674
219800,34.64854,66.677719
219901,37.89497,74.766357
219902,18.461538,54.565758
220000,25.060827,51.494614
220100,27.731825,42.533741
221110,36.20454,79.245285
221120,32.609409,73.083252
221210,26.411961,64.318939
221220,24.669487,64.516129
221302,34.256695,82.843948
221303,42.404072,63.703995
221304,28.544062,65.079369
221401,41.347149,65.975822
221402,32.437408,58.063328
221500,38.411797,62.183136
221601,33.247276,60.126221
221602,34.82933,73.07206
221710,34.35231,57.355751
221810,61.137268,79.210434
221820,62.799999,77.933334
221900,64.362854,80.993523
222001,17.510757,48.493877
222002,16.744881,52.005119
222100,30.978413,64.031403
222200,37.683956,65.379974
222500,34.900444,64.601768
222600,41.495846,69.769157
222700,88.266197,91.068298
224010,47.479595,84.109459
224020,44.604317,74.740211
224200,32.632011,79.249176
224310,42.645699,84.736359
224320,33.440796,72.860489
224410,42.95364,72.98127
224420,49.599289,75.556541
224600,47.046021,75.373131
224700,81.312462,91.172554
226001,34.278122,79.317978
226002,39.397743,65.307404
226410,44.849316,75.945206
226420,36.57452,72.87841
226700,42.938637,78.245453
227010,38.061981,72.239197
227020,40.63023,79.252647
228100,38.64621,76.155235
228210,44.162437,72.615547
228220,35.90789,73.710724
228310,39.93063,74.962067
228320,45.145962,81.194839
228410,39.479324,81.837669
228420,47.582321,80.094925
228500,45.637585,72.245071
228600,50.454357,84.138786
228710,48.968811,79.527161
228720,39.584297,79.561203
228800,37.459106,74.736458
228900,51.178783,84.839554
229100,36.491302,68.203728
229200,43.841389,75.365555
229300,47.952606,87.349716
229410,53.348091,86.579964
229420,44.095341,71.332611
231100,54.204247,77.04393
231210,31.672394,70.246277
231220,42.572464,67.436592
231300,43.469116,75.769745
231400,23.602985,65.382286
231500,16.162252,49.789829
231600,31.79233,71.386902
231710,54.537102,86.446129
231720,38.352379,70.659782
231800,52.177662,76.13195
231900,43.785782,73.296402
232110,33.165493,68.210808
232120,41.177525,70.937721
232200,41.931984,66.606369
232300,37.085617,59.36084
232400,26.004351,67.933289
232500,33.967556,55.517723
232600,32.369015,71.150757
232700,32.265335,74.013847
232800,39.004459,81.475975
234000,13.46357,39.246742
234200,11.459266,34.512085
234300,22.777485,44.082062
234501,19.709278,40.273621
234502,26.576576,58.468468
234600,27.977839,49.980213
234700,26.624796,52.566902
234800,16.853233,34.421642
234901,45.185719,89.109268
234902,33.413143,64.112793
235100,7.1670909,20.059372
235201,24.061033,48.630672
235202,28.152069,53.777672
236000,5.4441915,14.100227
236100,30.044756,53.045338
236202,36.068222,69.856377
236203,23.904276,67.087929
236204,38.054016,70.117729
236400,13.339488,31.179321
237101,40.787663,72.459381
237102,35.892117,70.435684
237201,24.602707,68.98175
237202,21.159481,47.090832
237300,24.725491,53.137257
237401,29.516039,57.597073
237402,23.003195,60.441475
237500,34.83345,72.96244
237600,30.58201,70.529099
237710,43.141151,67.362495
237720,51.221146,80.093674
237800,17.809299,46.151825
237900,19.709127,51.078236
238000,16.892883,41.104183
238100,17.846222,37.636524
238200,17.347315,50.901398
238310,55.586121,83.220482
238320,47.224373,85.050346
238400,16.956604,34.639648
239201,41.069031,73.381683
239202,29.432907,76.33786
239310,33.529827,74.958733
239320,34.266281,65.393669
239330,35.418671,72.698105
239501,33.369713,72.196449
239502,48.243359,67.066551
239601,46.398479,77.222069
239602,44.106575,83.116135
239701,46.533848,79.243752
239702,36.479382,72.986435
239801,38.406422,74.77787
239802,29.932829,75.608734
240010,45.653938,69.157867
240020,29.900272,66.328194
240200,36.71434,75.668045
240300,27.809101,59.061619
240401,44.480274,68.01973
240402,32.139065,65.923569
240500,35.570679,75.997528
240600,30.758621,67.862068
240700,24.390244,62.991871
240800,34.821793,67.226547
240900,47.500839,72.744049
241001,47.033119,68.284271
241002,24.862143,61.903622
241110,35.955055,66.709473
241120,45.082596,71.897812
241201,28.97551,51.466022
241202,41.543148,69.137054
241300,32.100456,53.105022
241400,27.318518,75.91111
242000,40.290783,68.137016
242100,69.895943,87.190529
242200,42.052204,70.027
242300,37.316216,75.274384
242600,67.477699,88.057587
242700,36.399448,85.542641
243000,34.014004,70.872231
243100,50.023701,76.015167
261101,6.7218199,10.57394
261102,5.8050113,12.552716
261200,4.851213,12.553139
262100,5.383091,12.219287
262200,3.2651284,6.2255116
262301,7.8478966,8.6165047
262302,2.3051949,5.8441558
262303,5.3499327,8.4454908
262400,3.8640907,4.8634243
262501,3.1273086,4.6047773
262601,5.293961,6.4378824
262604,3.9050536,6.5543647
262704,5.3185439,12.542662
262706,5.7769456,8.611928
262802,1.0457885,5.2854719
264000,6.0819464,9.987196
264102,11.299852,16.026588
264103,12.02887,20.930233
264301,5.7181888,13.212334
264302,7.0277123,15.015396
265100,9.1844511,19.016768
265201,24.788231,32.545696
265202,19.300226,26.269753
265301,,
265303,78.244972,87.202927
265304,78.936172,87.304962
265305,58.256031,66.631325
265410,5.3596616,19.111425
265420,12.704344,14.105558
265510,37.264378,44.973415
265520,13.242938,20.926554
265601,6.3411326,19.057308
265602,9.2586269,20.32798
265700,8.4995155,15.430784
267100,10.353046,22.19574
267200,6.8928952,19.123365
267300,18.077909,39.118263
267402,10.532126,23.581364
267403,21.902582,34.586468
267404,16.805685,32.159409
267501,12.444512,45.706413
267502,14.724292,27.958271
267600,9.2821369,30.48414
267700,9.5139914,24.329897
267800,3.7310925,15.092437
267901,6.6523604,22.832619
267902,8.9522161,18.566494
269000,5.150754,10.409189
269100,6.8612776,15.943113
269300,3.8925564,11.495561
269500,2.8949339,7.1125531
269601,19.175455,51.358261
269602,25.53734,45.610199
269700,8.5295658,28.309786
269800,21.530519,34.284847
269903,13.496109,29.943655
269904,19.582378,38.528137
269905,8.8659143,23.68421
269906,13.257182,27.864313
269907,13.924938,31.357418
270100,17.505943,34.514805
270200,17.163599,40.575577
270300,13.263665,25.321543
271100,9.3052635,25.557896
271200,15.115045,35.893806
271300,7.425632,25.788414
271400,11.338798,14.918033
271500,9.2058344,14.943274
271600,19.924812,33.215393
271701,12.570453,19.453459
271702,19.221916,29.097607
271801,28.302418,37.774029
271802,19.506866,41.463795
271901,11.696773,34.646137
271902,9.00947,33.248016
272100,10.877431,21.981005
272201,14.416203,41.739475
272202,10.882353,45.882355
272301,12.084784,22.429611
272302,16.083296,37.859993
273100,6.0676241,10.699398
273200,17.96986,31.447256
273300,11.789894,36.768486
273402,10.014409,24.639769
273502,12.542258,24.712645
273600,14.441646,17.548279
273700,6.6881261,15.486409
273800,11.237981,20.01202
273902,11.695747,17.693565
274100,15.390005,28.351238
274202,9.1338978,18.591339
275101,3.7735848,16.666666
275102,11.628506,47.980446
275200,19.019894,43.571083
275302,12.539054,23.578421
275311,8.1451893,24.696075
275400,3.7930021,15.760071
275500,29.570505,61.269478
275602,12.88127,20.216789
275603,13.410091,23.366068
276000,2.61555,5.5893946
276100,11.794787,32.464535
276400,16.355364,20.162836
276500,11.818704,18.932875
276601,13.906134,19.195431
276603,8.0861511,19.289627
276604,20.485693,28.925222
277000,3.4873271,10.64174
277100,5.65625,20.25
277200,21.267326,29.188118
277400,19.883041,46.725147
278001,18.416866,34.486874
278102,2.5806451,10
291110,32.324928,56.134453
291120,29.026627,61.065037
291130,14.361702,40.733482
291210,26.467524,52.96978
291220,29.810226,53.426464
291300,7.4552269,19.033735
292000,34.206608,56.698421
293201,10.56306,34.299591
293202,34.39621,64.751381
293301,10.595568,20.775623
293302,17.45945,39.274651
293304,16.074295,44.301765
293306,10.508617,17.318201
293307,24.002981,48.192322
294110,20.181055,42.945461
294120,20.691126,58.020477
294200,18.917452,41.310646
294301,8.5074625,31.156717
294302,23.004601,56.711342
294410,30.54878,54.695122
294421,24.991735,60.925621
294510,29.513311,69.71714
294520,26.984127,48.248493
294610,35.25864,59.823708
294620,24.179237,56.632652
294701,35.54385,64.859001
294810,46.236561,78.539429
294820,39.167751,74.850456
294830,40.290237,69.208443
294900,40.385658,72.542099
295103,3.3497739,11.467324
296210,34.00219,64.319588
296220,46.870926,73.098656
296300,5.8550596,19.907204
296401,8.3113842,18.905472
296402,13.730656,23.542971
296500,29.424999,54.724998
296600,32.92683,64.693153
296901,19.357862,41.270214
296902,15.498992,35.13105
297000,5.6473298,16.922781
297110,35.035946,56.129398
297120,23.670986,47.103939
297201,15.183965,39.923119
297202,12.120432,30.339682
297300,8.0572968,23.231871
297400,7.0991759,14.597181
297500,8.9411764,14.431373
297601,7.4980268,23.954222
297602,15.081148,22.372034
300100,3.2540886,12.089024
300200,7.5581393,14.763918
300301,6.1592541,10.912425
300400,5.7561674,16.035038
300501,10.236998,18.235682
300502,9.595705,20.315384
300600,7.0472484,26.919117
300701,3.6732206,13.092516
300702,8.4101601,13.264346
300800,14.32939,25.50844
300901,3.6625972,5.121294
300902,5.5906658,12.007778
301000,9.607605,27.588997
301100,9.8380508,23.021038
301203,7.2735486,28.258415
301204,18.3978,44.178284
301205,3.3868093,10.294118
301206,18.927563,40.395107
301300,3.5517759,9.904952
301400,5.121294,18.7062
301501,2.6881721,20.161291
301502,20.68619,54.37841
301601,14.909147,49.867992
301602,13.655725,33.450264
301701,13.891762,24.956911
301702,11.908476,48.812618
301801,9.8688593,41.098022
301802,19.919518,46.162689
301900,20.323763,37.473125
302002,23.152834,41.573887
302003,18.414188,43.348984
302004,16.095346,49.353008
302102,13.791295,39.066597
302103,22.483793,58.563629
302104,13.681784,41.122215
302201,29.637787,60.621635
302202,25.656092,54.543674
302301,16.957546,39.386791
302302,15.727653,48.516823
302401,24.257339,49.446301
302503,22.50164,56.789852
302504,31.662508,57.609436
302505,22.09638,65.467468
302506,19.976635,37.938084
310100,4.740562,10.567143
310201,8.3491459,35.949631
310202,12.76,26.24
310300,2.7690151,5.7483349
310400,7.2669826,20.663507
310501,8.4628668,42.976395
310601,13.24208,33.235928
310602,7.2250896,15.005955
310701,26.165594,43.12701
310702,15.374295,36.074593
310703,30.838831,45.768143
310800,9.835763,21.406164
310900,5.3574309,17.040503
311000,4.5082984,19.222195
311100,9.326683,21.59601
311200,5.0077763,26.531881
311300,14.41933,22.395428
311400,8.2204151,17.028004
311500,6.432641,19.058996
311600,9.6483946,19.559801
311700,6.8878922,15.55157
