Area,No_Vehicle_Households
536102,6.3931298
536103,10.674932
536104,6.7269077
536200,2.8467908
540000,2.5657895
540101,1.4305177
540102,2.6888604
540201,18.181818
540202,15.181315
540203,11.354737
540300,7.0652175
540400,8.5653105
540501,4.1246562
540502,13.627119
540600,24.600939
540700,12.016022
540800,6.0394154
540901,7.4204946
540902,15.047879
541001,9.2409239
541002,1.1869437
541100,4.2269187
541200,14.630137
541300,5.0985723
541400,11.254851
541500,4.5155993
541603,6.8047338
541604,7.7848549
541605,2.5889966
541606,15.824916
541700,7.0306659
541801,6.7854114
541802,5.8500915
542000,2.4590163
542103,3.6363637
542104,4.3723555
542105,4.2813454
542106,16.216217
542200,12.627551
542401,8.8235292
542402,9.4175959
542501,9.8347111
542502,25.142393
542601,16.470589
542602,14.863871
542700,7.2474942
542800,5.856833
542900,5.7142859
543000,3.6776214
543100,6.6120219
543201,9.4235029
543202,8.8971272
543304,1.7623364
543305,0
543306,4.7853971
543321,4.5912652
543322,2.1256931
543400,2.173913
543501,6.4238744
543502,5.8088236
543503,3.3512866
543601,3.2818532
543602,2.4904215
543603,4.6227055
543604,0.91324198
543701,3.058104
543702,3.5407724
543703,1.8027571
543801,3.9623909
543802,7.4036512
543903,8.5004778
543905,5.7553959
544001,6.3492064
544002,7.875895
550000,7.8947368
550100,0.75798595
550201,5.6473827
550202,2.9025569
550300,3.8635223
550400,0.79575598
550500,1.8298261
550601,3.1211751
550602,1.980198
550700,1.1217948
550800,3.5830619
550901,11.864407
550902,4.887218
551000,4.8257375
551101,10.176619
551102,6.5613608
551201,2.7121611
551202,7.9409051
551300,11.376896
551401,0
551402,3.1782947
551501,3.536068
551502,4.12111
551600,
551700,3.7794299
551800,4.2197804
551900,2.4221454
552001,5.6584363
552002,7.3737373
552100,18.95013
552200,9.4194317
552301,4.8989115
552302,13.005551
552400,6.5743942
552601,5.517827
552602,2.6455026
552700,4.4950056
552800,2.8125
552900,6.7117877
553000,0.99916738
553100,3.7840846
553200,6.7141404
553300,2.5236592
553400,4.2810097
553502,15.488215
553503,3.1680441
553504,2.1036813
553601,2.1061499
553602,5.7121096
553701,1.8757327
553702,6.0778728
553801,4.4865403
553802,15.974776
553901,5.582233
553902,2.0357804
554001,3.6903691
554002,5.8368077
554101,4.1951218
554103,5.0108933
554104,6.60502
554105,10.136054
554201,3.0330062
554203,5.942275
554204,19.926426
554301,2.0181634
554302,11.386987
554403,6.9534473
554404,4.1213064
554405,5.8580856
554406,6.0226593
554511,4.4697633
554512,1.0376843
554513,4.7146401
554514,3.5353534
554515,2.8745644
554516,2.8802881
554517,2.2964509
554518,1.0480888
554519,2.2510822
554521,6.9791665
554522,0.60769749
554600,4.2159762
554700,2.6845639
554801,3.2085562
554802,5.9572005
554900,7.8327727
555001,5.139883
555002,0.67961162
555102,4.7496128
555103,4.0172167
555104,6.62152
555202,0
555211,7.3776479
555212,2.3159635
570001,6.5910702
570002,3.0235162
570003,4.5007033
570100,4.4235926
570202,6.7053514
570203,12.703862
570204,12.183236
570301,6.4471879
570303,12.864964
570304,16.002747
570402,2.5806451
570403,9.0283747
570404,5.8542414
570501,0.89641434
570502,3.5630841
570601,8.2638893
570602,5.8987203
570603,8.2159624
570701,10.497237
570702,3.5322778
570800,1.9818799
570901,2.1578948
570902,2.5514402
571000,2.5038323
571101,3.6988969
571102,3.9670658
571200,2.2314312
571300,1.8241042
571400,7.7834177
571502,8.425334
571503,2.5641026
571504,7.8485179
571600,42.125481
571701,14.681108
571703,21.705427
571704,11.913358
571800,2.6236882
571900,2.0236087
572001,3.9492242
572002,11.761762
572100,1.7482518
572201,10.883721
572202,4.3111529
572301,9.268795
572302,6.9212413
572400,2.8268552
572500,28.631403
572600,1.8838304
572700,6.8318319
572800,25.414364
572900,13.064133
573002,14.727955
573003,3.4710743
573004,24.705883
573100,6.375
573201,16.862169
573202,7.8584285
573300,15.295257
573401,4.3222003
573402,5.8461537
573403,2.3311896
573601,7.5259514
573700,4.2007003
573800,1.0141988
573902,2.6035502
574000,0.36726129
574100,2.9442692
574201,3.7105751
574202,10.909091
574300,3.8547738
574400,1.9442985
574500,2.2466757
574601,
574602,4.4722719
574700,
574800,4.0816326
574901,0.85592014
574902,2.6166098
575001,6.3713593
575002,7.0626001
575101,12.268188
575102,20.666666
575103,12.771328
575201,19.311502
575202,13.610432
575300,28.416487
575401,22.802851
575402,24.081238
575500,
575801,26.615385
575802,26.571613
575803,42.601627
575901,18.087473
575902,25.451916
576001,10.437818
576200,39.937542
576301,19.349005
576302,20.893007
576401,32.888145
576402,18.789309
576403,16.843596
576501,20.594059
576502,20
576503,19.039825
576601,10.68892
576602,6.0445786
576700,12.408425
576801,12.217412
576802,8.4647741
576901,22.74678
576903,15.880721
576904,7.0647602
577000,9.7100029
577100,6.2732739
577200,2.7085257
577300,0.28855401
577400,4.4005103
577501,3.5403366
577504,1.4925373
577602,3.5566094
577603,3.3962264
577604,0.67476386
599000,44.25428
599100,9.7345133
600100,22.76742
600201,16.801292
600202,26.171694
600302,14.272121
600303,16.695353
600304,18.962265
600400,12.643678
600501,7.8976641
600502,10.30303
600601,4.4420366
600602,18.539326
600702,3.2822757
600703,0.87912089
600704,4.0262942
600801,2.9388404
600802,10.839161
600902,12.5
600911,4.0404038
600912,2.4650233
601001,17.521782
601002,8.5441532
601100,15.280374
601202,9.8753595
601211,13.790035
601212,11.886051
601301,8.3445492
601302,11.041449
601303,18.04175
601401,7.2809277
601402,6.859756
601501,6.4575644
601502,11.428572
601600,13.799622
601700,5.981595
601801,13.160987
601802,9.8867149
601900,13.942307
602002,13.727811
602003,9.6198606
602004,6.0465117
602103,6.0114503
602104,8.2663603
602105,6.2362437
602106,9.2749529
602200,3.4400949
602301,3.071317
602302,0.49504951
602402,9.9656353
602403,13.660874
602404,6.0515871
602504,13.186813
602505,21.131138
602506,12.462731
602507,11.200995
602508,6.329618
602509,10.10101
602600,6.3947458
602700,6.9787235
602801,12.268908
602802,7.2868218
602900,6.6109424
603001,6.3175397
603004,12.852665
603005,6.1504669
603006,8.2125607
603101,6.9987388
603102,7.5237398
603200,3.5056968
603301,6.8746023
603302,3.6745408
603400,3.2831738
603500,5.4956899
603600,7.850071
603702,2.6472535
603703,1.8518518
603704,10.163776
603801,4.0112596
603802,6.908463
603900,5.6734519
604001,0.55688149
604002,5.847569
604100,6.0087934
609900,2.5682182
620001,4.5454545
620002,4.9484534
620101,1.3272312
620102,2.6070764
620201,2.4154589
620301,2.2619047
620303,1.8494898
620305,2.4942441
620400,2.4341779
620501,1.6037736
620521,1.8288701
620522,4.0861402
620601,6.9837189
620602,2.8557115
620701,6.6642389
620702,0
620800,2.7326186
620901,0.61664951
620904,2.3041475
621001,6.2827225
621002,2.173913
621004,3.0384271
621102,2.9850745
621104,1.2218045
621201,3.1821797
621204,9.2027826
621301,3.2467532
621324,5.546751
621326,0.50533408
621400,2.6286354
650001,5.7274828
650003,7.8856153
650004,6.7986798
650101,3.446578
650102,4.4098573
650200,1.9566367
650300,5.3741217
650401,2.7910142
650501,1.8446602
650502,2.0671835
650602,13.712719
650603,6.6237941
650604,11.460761
650605,6.7157311
650701,4.6038542
650702,1.8796992
650800,4.608789
650901,5.482193
650902,4.3775101
651001,5.4112554
651002,3.1652989
651101,10.072689
651102,7.3001161
651201,2.1028037
651221,9.1359777
651222,2.4576271
651302,0.46044371
651304,1.4358108
651401,6.6101694
651402,1.8647008
670001,2.7711797
670002,10.162601
670003,2.9005525
670100,9.1910496
670201,2.103879
670202,2.3554604
670324,0.94438612
670326,0.68859982
670328,2.6658401
670403,3.0895984
670405,9.7375107
670406,1.8691589
670407,1.9929141
670411,5.7998724
670413,2.7792916
670416,3.7251124
670500,0.45662099
670602,1.3582343
670701,3.8865137
670702,0.58055151
700101,16.174133
700102,27.055817
700200,10.233311
700300,7.9088473
700400,8.6392403
700501,3.4747474
700502,14.295604
700600,3.4172661
700700,8.4120979
700801,16.321926
700802,9.6227446
700901,4.1067762
700902,6.0192366
701000,4.0824113
701100,19.23077
701201,2.2531478
701202,3.8867295
701302,7.9930797
701304,6.2344913
701402,15.480649
701501,12.341063
701502,9.2030849
701601,2.0429544
701602,4.0634294
701701,7.4474473
701702,11.451706
701801,17.671917
701802,12.807881
701902,23.990252
702002,19.198812
702102,7.782516
702201,4.0385499
702202,7.7876105
702300,5.6603775
702400,5.7797165
702501,8.1011353
702502,11.832061
702600,5.5530877
702700,3.4856701
702801,9.2653255
702802,6.9575472
702803,7.2439632
702901,1.8255972
703001,2.5153177
703002,3.2967033
703100,6.4223962
703200,5.5124893
800101,0.4918839
800102,0.98425198
800202,0.71538067
800203,1.7313746
800204,3.9598439
800324,1.4366565
800325,3.4505208
800326,1.439206
800327,8.1770086
800328,1.1439466
800329,2.1653543
800330,0
800331,0
800332,0.83410567
800406,3.4140968
800408,3.1091585
800410,0.78864354
800504,3.4227567
800506,0.77355838
900102,5
900103,0.30193236
900104,1.2145749
900201,3.7533512
900300,9.9442377
900501,6.7630358
900504,6.2569213
900505,9.443099
900506,4.2222223
900507,8.6675892
900508,3.9419086
900602,2.9562981
900605,7.133059
900606,19.368246
900607,9.319665
900608,4.0733199
900609,5.3469129
900701,20.091324
900703,19.649122
900704,15.935335
900705,4.9423394
900803,7.6602201
900804,12.048193
900805,8.1245251
900806,33.078491
900900,3.3691757
901003,
901004,1.3866231
901007,2.0766773
901008,1.1591148
901009,4.8600106
901010,2.8387787
901011,10.096154
901101,4.3988271
901102,0.55248618
901205,7.3487844
901209,0
901210,1.6260163
901213,4.765625
910001,6.9444447
910002,1.8978102
910101,7.6566124
910201,15.334948
910202,3.3392963
910205,0
910206,0.20790021
910207,0.54811203
910208,3.0319438
910209,1.1049724
910210,0
910301,2.9538906
910302,3.7228541
910401,3.9198217
910402,15.335464
910403,10.763889
910404,2.1761658
910501,28.534836
910502,16.014898
910504,7.2712417
910505,2.6548672
910601,7.6970825
910602,12.645349
910603,7.2325463
910605,1.6583748
910606,2.8025477
910705,3.0999651
910706,2.1408839
910707,8.5669785
910709,2.2448978
910711,6.1072054
910712,2.1148036
910713,0.76335877
910714,4.0935674
910715,8.1081085
910716,4
910804,0.57471263
910805,1.9569472
910807,2.8880866
910808,0
910809,0.84151471
910810,0
910811,0
910812,0
910813,0
911001,3.3792241
920011,0
920012,0.67264575
920013,2.3132849
920015,0.92927206
920016,4.0994625
920017,0.48476455
920018,2.0942409
920020,1.0672854
920023,4.1095891
920026,14.457831
920028,0.87179488
920029,10.341726
920030,4.9003768
920031,7.8616352
920032,1.1947432
920033,0
920034,3.0456853
920035,3.9479392
920036,0
920037,10.577347
920038,11.710607
920039,0
920040,1.3986014
920041,1.2443439
920042,5.9684253
920043,0.94444442
920044,6.9640913
920045,1.1612022
920102,3.8682697
920104,0
920106,2.2675736
920107,0.86750787
920108,4.7801147
920109,1.5010352
920110,0.79225349
920111,1.7928287
920112,6.6755676
920114,0.54852319
920115,1.9138756
920116,1.6079159
920118,0.99778271
920119,1.8382353
920200,
920303,1.1152416
920312,5.6127706
920313,9.215579
920314,0.3144654
920322,2.8810408
920326,2.1747727
920328,1.2658228
920329,0.50878817
920330,7.0138597
920331,7.702795
920332,1.0920436
920334,11.435832
920336,4.5909357
920337,6.556531
920338,2.6734927
920339,0
930101,0
930200,2.9761906
930301,3.3057852
980001,
980002,
980003,
980004,
980005,
980006,
980007,
980008,18.918919
980009,
980010,42.372883
980013,
980014,
980015,3.9215686
980018,
980019,0
980020,
980021,
980022,
980023,
980024,5.0632911
980025,
980026,
980028,
980030,
980031,
980033,
990300,
